Title,Authors,Journal
Outpatient video EEG recording in the diagnosis of non-epileptic seizures: A randomised controlled trial of simple suggestion techniques,"McGonigal, A; Oto, M; Russell, A. J. C; Greene, J; Duncan, R.","Journal of Neurology, Neurosurgery & Psychiatry Vol. 72, Iss. 4,  (Apr 2002): 549-551."
"EEG spectra, behavioral states and motor activity in rats exposed to acetylcholinesterase inhibitor chlorpyrifos","Timofeeva, Olga A; Gordon, Christopher J.","Pharmacology, Biochemistry and Behavior Vol. 72, Iss. 3,  (Jun 2002): 669-679."
Neuropeptide Y administration into the amygdala does not affect ethanol consumption,"Katner, Simon N; Slawecki, Craig J; Ehlers, Cindy L.","Alcohol Vol. 28, Iss. 1,  (Aug 2002): 29-38."
Telemetric recording of sleep and home cage activity in mice.,"Tang, Xiangdong; Sanford, Larry D; National Library of Medicine.","Sleep Vol. 25, Iss. 6,  (September 15, 2002): 691-699."
Orexins and appetite regulation.,"Rodgers, R J; Ishii, Y; Halford, J C G; Blundell, J E; National Library of Medicine.","Neuropeptides Vol. 36, Iss. 5,  (October 2002): 303-325."
[24-hour blood pressure rhythm: clinical and predictive value].,,"Zelveian, P A; Buniatian, M S; Oshchepkova, E V; Rogoza, A N; Arutiunian, G Kh; et al."
Internal carotid-inferior petrosal sinus fistula complicating foramen ovale telemetry: successful treatment with detachable coils: case report and review.,"Marshman, Laurence A G; Connor, Steven; Polkey, Charles E; National Library of Medicine.","Neurosurgery Vol. 50, Iss. 1,  (January 2002): 209-212."
Short duration outpatient video electroencephalographic monitoring: the experience of a southern-Italian general pediatric department.,"Del Giudice, Ennio; Crisanti, Angela Francesca; Romano, Alfonso; National Library of Medicine.","Epileptic disorders : international epilepsy journal with videotape Vol. 4, Iss. 3,  (September 2002): 197-202."
"A multistage, multimethod approach for automatic detection and classification of epileptiform EEG.","Liu, He Sheng; Zhang, Tong; Yang, Fu Sheng; National Library of Medicine.","IEEE transactions on bio-medical engineering Vol. 49, Iss. 12 Pt 2,  (December 2002): 1557-1566."
Hallucinations and sleep-wake cycle in PD: a 24-hour continuous polysomnographic study.,"Manni, R; Pacchetti, C; Terzaghi, M; Sartori, I; Mancini, F; et al.","Neurology Vol. 59, Iss. 12,  (December 24, 2002): 1979-1981."
Outpatient EEG monitoring in the presurgical evaluation of patients with refractory temporal lobe epilepsy.,"Chang, Bernard S; Ives, John R; Schomer, Donald L; Drislane, Frank W; National Library of Medicine.","Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society Vol. 19, Iss. 2,  (April 2002): 152-156."
Atrio-ventricular block: a possible explanation of sudden unexpected death in epilepsy.,"Tigaran, S; Mølgaard, H; Dam, M; National Library of Medicine.","Acta neurologica Scandinavica Vol. 106, Iss. 4,  (October 2002): 229-233."
Performance reassessment of a real-time seizure-detection algorithm on long ECoG series.,"Osorio, Ivan; Frei, Mark G; Giftakis, Jon; Peters, Tom; Ingram, Jeff; et al.","Epilepsia Vol. 43, Iss. 12,  (December 2002): 1522-1535."
Outpatient video EEG recording in the diagnosis of non-epileptic seizures: a randomised controlled trial of simple suggestion techniques.,"McGonigal, A; Oto, M; Russell, A J C; Greene, J; Duncan, R; et al.","Journal of neurology, neurosurgery, and psychiatry Vol. 72, Iss. 4,  (April 2002): 549-551. [Duplicate]"
Selective spinal anesthesia versus desflurane anesthesia in short duration outpatient gynecological laparoscopy: a pharmacoeconomic comparison.,"Lennox, Pamela H; Chilvers, Colin; Vaghadia, Himat; National Library of Medicine.","Anesthesia and analgesia Vol. 94, Iss. 3,  (March 2002): 565-8; table of contents."
Video-EEG monitoring in adults.,"Cascino, Gregory D; National Library of Medicine.","Epilepsia Vol. 43 Suppl 3,  (2002): 80-93."
Electrophysiological Correlates of Rest and Activity in Drosophila melanogaster,"Nitz, Douglas A; van Swinderen, Bruno; Tenoni, Giulio; Greenspan, Ralph J.","Current Biology Vol. 12, Iss. 22,  (Nov 2002): 1934-1940."
Effects of remifentanil infusion bis-titrated on early recovery for obese outpatients undergoing laparoscopic cholecystectomy.,"Paventi, S; Santevecchi, A; Perilli, V; Sollazzi, L; Grio, M; et al.","Minerva anestesiologica Vol. 68, Iss. 9,  (September 2002): 651-657."
Role and limitations of routine and ambulatory scalp electroencephalography in diagnosing and managing seizures.,"Worrell, Gregory A; Lagerlund, Terrence D; Buchhalter, Jeffrey R; National Library of Medicine.","Mayo Clinic proceedings Vol. 77, Iss. 9,  (September 2002): 991-998."
Epilepsy and EEG in the elderly.,"Van Cott, Anne C; National Library of Medicine.","Epilepsia Vol. 43 Suppl 3,  (2002): 94-102."
Hallucinations and sleep-wake cycle in PD: A 24-hour continuous polysomnographic study,"Manni, Raffaele; Pacchetti, C; Terzaghi, M; Sartori, I; Mancini, F; et al.","Neurology Vol. 59, Iss. 12,  (Dec 2002): 1979-1981. [Duplicate]"
Role and limitations of routine and ambulatory scalp electroencephalography in diagnosing and managing seizures,"Worrell, Gregory A; Lagerlund, Terrence D; Buchhalter, Jeffrey R.","Mayo Clinic Proceedings; Rochester Vol. 77, Iss. 9,  (Sep 2002): 991-8. [Duplicate]"
Changes in sleep-waking cycle after striatal excitotoxic lesions,"Mena-Segovia, Juan; Cintra, León; Prospéro-García, Oscar; Giordano, Magda.","Behavioural Brain Research Vol. 136, Iss. 2,  (Nov 2002): 475-481."
Microinjection of neostigmine into the pontine reticular formation of C57BL/6J mouse enhances rapid eye movement sleep and depresses breathing,"Lydic, Ralph; Douglas, Christopher L; Baghdoyan, Helen A.","Sleep: Journal of Sleep and Sleep Disorders Research Vol. 25, Iss. 8,  (Dec 2002): 835-841."
