Title,Authors,Journal
Symptomatic complex partial status epilepticus manifesting as utilization behavior of a mobile phone,"Carota, Antonio; Novy, Jan; Rossetti, Andrea O.","Epilepsy & Behavior Vol. 14, Iss. 3,  (Mar 2009): 553-555."
Behavioural and electroencephalographic effects of systemic injections of 8-OH-DPAT in the pigeon ( Columba livia),"Dos Santos, Murilo Marcos; Hoeller, Alexandre Ademar; dos Santos, Tiago Souza; Felisbino, Manuela Brisot; Herdt, Marcello Alberton; et al.","Behavioural Brain Research Vol. 201, Iss. 2,  (Aug 2009): 244-256."
A miniature multichannel preamplifier for recording electrophysiological activity in freely moving animals,"Korshunov, V. A.","Neuroscience and Behavioral Physiology Vol. 39, Iss. 2,  (Feb 2009): 141-145."
[Role of continuous EEG monitoring in the diagnosis of pediatric epilepsy].,,"Legido, Agustín; Valencia, Ignacio; National Library of Medicine."
[The case of temporal lobes dysfunction in atypical psychiatric episodes].,,"Gabison-Hermann, D; Pelletier, A; Taleb, M; Bouleau, J-H; National Library of Medicine."
Detecting nocturnal convulsions: efficacy of the MP5 monitor.,"Carlson, Chad; Arnedo, Vanessa; Cahill, Maria; Devinsky, Orrin; National Library of Medicine.","Seizure Vol. 18, Iss. 3,  (April 2009): 225-227."
Helmet-based physiological signal monitoring system,"Kim, Youn Sung; Baek, Hyun Jae; Kim, Jung Soo; Lee, Haet Bit; Choi, Jong Min; et al.","European Journal of Applied Physiology; Heidelberg Vol. 105, Iss. 3,  (Feb 2009): 365-72."
Behavioural and electroencephalographic effects of systemic injections of 8-OH-DPAT in the pigeon (Columba livia),"Dos Santos, MM; Hoeller, A A; dos Santos, TS; Felisbino, M B; Herdt, MA; et al.","Behavioural Brain Research Vol. 201, Iss. 2,  (Aug 12, 2009): 244-256. [Duplicate]"
Recurrent unexplained syncope may have a cerebral origin: report of 10 cases of arrhythmogenic epilepsy.,"Kouakam, Claude; Daems, Christine; Guédon-Moreau, Laurence; Delval, Arnaud; Lacroix, Dominique; et al.","Archives of cardiovascular diseases Vol. 102, Iss. 5,  (May 2009): 397-407."
Effects of levetiracetam on generalized discharges monitored with ambulatory EEG in epileptic patients.,"Pro, Stefano; Vicenzini, Edoardo; Pulitano, Patrizia; Li Voti, Pietro; Zarabla, Alessia; et al.","Seizure Vol. 18, Iss. 2,  (March 2009): 133-138."
NeuroRighter: closed-loop multielectrode stimulation and recording for freely moving animals and cell cultures.,"Rolston, John D; Gross, Robert E; Potter, Steve M; National Library of Medicine.","Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference Vol. 2009,  (2009): 6489-6492."
Development of the EEG measurement method under exercising.,"Dobashi, Noriyuki; Magatani, Kazushige; National Library of Medicine.","Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference Vol. 2009,  (2009): 380-383."
Portable real-time support-vector-machine-based automated diagnosis and detection device of narcolepsy episodes.,"Gabran, S I; Moussa, W W; Salama, M A; George, C; National Library of Medicine.","Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference Vol. 2009,  (2009): 903-906."
Identifying depression in epilepsy in a busy clinical setting is enhanced with systematic screening,"Friedman, David E; Kung, Doris H; Laowattana, Somchai; Kass, Joseph S; Hrachovy, Richard A; et al.","Seizure Vol. 18, Iss. 6,  (Jul 2009): 429-433."
Dysfonctionnement des lobes temporaux et tableau psychiatrique atypique : À propos d’un cas,,"Gabison-Hermann, D; Pelletier, A; Taleb, M; Bouleau, J.-H."
Illusory shadow person causing paradoxical gaze deviations during temporal lobe seizures,"Zijlmans, M; van Eijsden, P; Ferrier, C. H; Kho, K. H; van Rijen, P. C; et al.","Journal of Neurology, Neurosurgery & Psychiatry Vol. 80, Iss. 6,  (Jun 2009): 686-688."
Redistribution of slow wave activity of sleep during pharmacological treatment of depression with paroxetine but not with nefazodone,"Argyropoulos, Spilios V; Hicks, Jane A; Nash, John R; Bell, Caroline J; Rich, Anne S; et al.","Journal of Sleep Research Vol. 18, Iss. 3,  (Sep 2009): 342-348."
8-OH-DPAT prevents cardiac arrhythmias and attenuates tachycardia during social stress in rats,"Nalivaiko, Eugene; Mastorci, Francesca; Sgoifo, Andrea.","Physiology & Behavior Vol. 96, Iss. 2,  (Feb 2009): 320-327."
Selective reorganization of GABAergic transmission in neonatal ventral hippocampal-lesioned rats,"François, Jennifer; Ferrandon, Arielle; Koning, Estelle; Angst, Marie-José; Sandner, Guy; et al.","International Journal of Neuropsychopharmacology Vol. 12, Iss. 8,  (Sep 2009): 1097-1110."
"Swimming training prevents pentylenetetrazol-induced inhibition of Na +, K +-ATPase activity, seizures, and oxidative stress","Souza, Mauren Assis; Oliveira, Mauro Schneider; Furian, Ana Flávia; Rambo, Leonardo Magno; Ribeiro, Leandro Rodrigo; et al.","Epilepsia Vol. 50, Iss. 4,  (Apr 2009): 811-823."
Blue light exposure reduces objective measures of sleepiness during prolonged nighttime performance testing,"Phipps-Nelson, Jo; Redman, Jennifer R; Schlangen, Luc J. M; Rajaratnam, Shantha M. W.","Chronobiology International Vol. 26, Iss. 5,  (Jul 2009): 891-912."
Stimulus-induced gamma activity in the electrocorticogram of freely moving rats: The neuronal signature of novelty detection,"Lapray, Damien; Bergeler, Jürgen; Luhmann, Heiko J.","Behavioural Brain Research Vol. 199, Iss. 2,  (May 2009): 350-354."
