Title,Authors,Journal
Recalibration of inhibitory control systems during walking-related dual-task interference: A Mobile Brain-Body Imaging (MOBI) Study,"De Sanctis, Pierfilippo; Butler, John S; Malcolm, Brenda R; Foxe, John J.","NeuroImage Vol. 94,  (Jul 1, 2014): 55-64."
Toward a new cognitive neuroscience: modeling natural brain dynamics.,"Gramann, Klaus; Jung, Tzyy-Ping; Ferris, Daniel P; Lin, Chin-Teng; Makeig, Scott; et al.","Frontiers in human neuroscience Vol. 8,  (2014): 444."
The value of long term EEG monitoring in children: A comparison of ambulatory EEG and video telemetry,"Alix, James J. P; Kandler, Rosalind H; Mordekar, Santosh R.","Seizure Vol. 23, Iss. 8,  (Sep 2014): 662-665."
The Smartphone Brain Scanner: A Portable Real-Time Neuroimaging System,"Stopczynski, Arkadiusz; Stahlhut, Carsten; Jakob Eg Larsen; Petersen, Michael Kai; Hansen, Lars Kai.","PLoS One; San Francisco Vol. 9, Iss. 2,  (Feb 2014): e86733."
Smartphones as pocketable labs: Visions for mobile brain imaging and neurofeedback,"Stopczynski, Arkadiusz; Stahlhut, Carsten; Petersen, Michael Kai; Larsen, Jakob Eg; Jensen, Camilla Falk; et al.","International Journal of Psychophysiology Vol. 91, Iss. 1,  (Jan 2014): 54-66."
MoBILAB: an open source toolbox for analysis and visualization of mobile brain/body imaging data,"Ojeda, Alejandro; Bigdely-Shamlo, Nima; Makeig, Scott.","Frontiers in Human Neuroscience; Lausanne (Mar 5, 2014)."
MoBILAB: an open source toolbox for analysis and visualization of mobile brain/body imaging data.,"Ojeda, Alejandro; Bigdely-Shamlo, Nima; Makeig, Scott; National Library of Medicine.","Frontiers in human neuroscience Vol. 8,  (2014): 121. [Duplicate]"
It's how you get there: walking down a virtual alley activates premotor and parietal areas,"Wagner, Johanna; Solis-Escalante, Teodoro; Scherer, Reinhold; Neuper, Christa; Müller-Putz, Gernot.","Frontiers in Human Neuroscience; Lausanne (Feb 25, 2014)."
Walking reduces sensorimotor network connectivity compared to standing,"Lau, Troy M; Gwin, Joseph T; Ferris, Daniel P.","Journal of NeuroEngineering and Rehabilitation Vol. 11, Iss. 1,  (2014): 14."
Kinesthetic and vestibular information modulate alpha activity during spatial navigation: a mobile EEG study,"Ehinger, Benedikt Valerian; Fischer, Petra; Gert, Anna Lisa; Kaufhold, Lilli; Weber, Felix; et al.","Frontiers in Human Neuroscience; Lausanne (Feb 25, 2014)."
Assessing the quality of steady-state visual-evoked potentials for moving humans using a mobile electroencephalogram headset,"Lin, Yuan-Pin; Wang, Yijun; Wei, Chun-Shu; Jung, Tzyy-Ping.","Frontiers in Human Neuroscience; Lausanne (Mar 31, 2014)."
Your brain on speed: Cognitive performance of a spatial working memory task is not affected by walking speed,"Kline, Julia E; Poggensee, Katherine; Ferris, Daniel P.","Frontiers in Human Neuroscience Vol. 8,  (May 8, 2014)."
Biological Motion Coding in the Brain: Analysis of Visually Driven EEG Functional Networks,"Fraiman, Daniel; Saunier, Ghislain; Martins, Eduardo F; Vargas, Claudia D.","PLoS One; San Francisco Vol. 9, Iss. 1,  (Jan 2014): e84612."
Unique Behavioral Characteristics and microRNA Signatures in a Drug Resistant Epilepsy Model,"Moon, Jangsup; Soon-Tae, Lee; Choi, Jiye; Keun-Hwa Jung; Yang, Hyunwoo; et al.","PLoS One; San Francisco Vol. 9, Iss. 1,  (Jan 2014): e85617."
Electrophysiological correlates of mental navigation in blind and sighted people,"Kober, Silvia Erika; Wood, Guilherme; Kampl, Christiane; Neuper, Christa; Ischebeck, Anja.","Behavioural Brain Research Vol. 273,  (Oct 2014): 106-115."
Assessing the feasibility of online SSVEP decoding in human walking using a consumer EEG headset,"Lin, Yuan-Pin; Wang, Yijun; Jung, Tzyy-Ping.","Journal of NeuroEngineering and Rehabilitation Vol. 11, Iss. 1,  (2014): 119."
"Clinical, neuropsychological, and metabolic characteristics of transient epileptic amnesia syndrome","Mosbah, Amel; Tramoni, Eve; Guedj, Eric; Aubert, Sandrine; Daquin, Géraldine; et al.","Epilepsia Vol. 55, Iss. 5,  (May 2014): 699-706."
Mapping Pathological Phenotypes in a Mouse Model of CDKL5 Disorder,"Amendola, Elena; Yang, Zhan; Mattucci, Camilla; Castroflorio, Enrico; Calcagno, Eleonora; et al.","PLoS One; San Francisco Vol. 9, Iss. 5,  (May 2014): e91613."
Behavioral and EEG changes in male 5xFAD mice,"Schneider, F; Baldauf, K; Wetzel, W; Reymann, K G.","Physiology & behavior Vol. 135,  (Aug 2014): p. 25-33."
It’s how you get there: Walking down a virtual alley activates premotor and parietal areas,"Wagner, Johanna; Solis-Escalante, Teodoro; Scherer, Reinhold; Neuper, Christa; Müller-Putz, Gernot.","Frontiers in Human Neuroscience Vol. 8,  (Feb 25, 2014). [Duplicate]"
Your brain on speed: cognitive performance of a spatial working memory task is not affected by walking speed.,"Kline, Julia E; Poggensee, Katherine; Ferris, Daniel P; National Library of Medicine.","Frontiers in human neuroscience Vol. 8,  (2014): 288. [Duplicate]"
Assessing the quality of steady-state visual-evoked potentials for moving humans using a mobile electroencephalogram headset,"Lin, Yuan-Pin; Wang, Yijun; Wei, Chun-Shu; Jung, Tzyy-Ping.","Frontiers in Human Neuroscience Vol. 8,  (Mar 31, 2014)."
Neurovascular coupling and decoupling in the cortex during voluntary locomotion,"Huo, Bing-Xing; Smith, Jared B; Drew, Patrick J.","The Journal of Neuroscience Vol. 34, Iss. 33,  (Aug 13, 2014): 10975-10981."
