Title,Authors,Journal
Antagonism of Neuropeptide YY1 Receptors Does Not Inhibit Ethanol's Effects on Cortical EEG and ERPs in Wistar Rats,"Slawecki, Craig J; Thorsell, Annika; Ehlers, C. L.","Journal of Studies on Alcohol Vol. 66, Iss. 4,  (Jul 2005): 559-566."
Hippocampal melatonin receptors modulate seizure threshold,"Stewart, Lee S; Leung, L. Stan.","Epilepsia Vol. 46, Iss. 4,  (Apr 2005): 473-480."
Self-reported Seizure Frequency and Time to First Event in the Seizure Monitoring Unit,"Eisenman, Lawrence N; Attarian, Hrayr; Fessler, A. James; Vahle, Victoria J; Gilliam, Frank.","Epilepsia Vol. 46, Iss. 5,  (May 2005): 664-668."
Microinjection of neostigmine into the pontine reticular formation of the mouse: further evaluation of a proposed REM sleep enhancement technique,"Pollock; Mistlberger, R E.","Brain Research Vol. 1031, Iss. 2,  (Jan 21, 2005): 253-267."
[The effects of artificial analogue peptide TSKY isolated from the brain of hibernating ground squirrels in rats and mice].,"Ignat'ev, D A; Vorob'ev, V V; Zikhanshin, R Kh; National Library of Medicine.","Zhurnal vysshei nervnoi deiatelnosti imeni I P Pavlova Vol. 55, Iss. 1,  (2005 Jan-Feb): 84-90."
Genetic dissection of theta rhythm heterogeneity in mice.,"Shin, Jonghan; Kim, Daesoo; Bianchi, Riccardo; Wong, Robert K S; Shin, Hee-Sup; et al.","Proceedings of the National Academy of Sciences of the United States of America Vol. 102, Iss. 50,  (December 13, 2005): 18165-18170."
What is the driving performance of ambulatory surgical patients after general anesthesia?,"Chung, Frances; Kayumov, Leonid; Sinclair, David R; Edward, Reginald; Moller, Henry J; et al.","Anesthesiology Vol. 103, Iss. 5,  (November 2005): 951-956."
Self-reported seizure frequency and time to first event in the seizure monitoring unit.,"Eisenman, Lawrence N; Attarian, Hrayr; Fessler, A James; Vahle, Victoria J; Gilliam, Frank; et al.","Epilepsia Vol. 46, Iss. 5,  (May 2005): 664-668. [Duplicate]"
No evidence of memory function during anesthesia with propofol or isoflurane with close control of hypnotic state.,"Kerssens, Chantal; Ouchi, Takashi; Sebel, Peter S; National Library of Medicine.","Anesthesiology Vol. 102, Iss. 1,  (January 2005): 57-62."
Cerebral state index during anaesthetic induction: a comparative study with propofol or nitrous oxide.,"Anderson, R E; Barr, G; Jakobsson, J G; National Library of Medicine.","Acta anaesthesiologica Scandinavica Vol. 49, Iss. 6,  (July 2005): 750-753."
[Clinical utility of outpatient videoelectroencephalogram monitoring].,,"Fossas, P; Floriach-Robert, M; Cano, A; Palomeras, E; Sanz-Cartagena, P; et al."
Bispectral analysis during deep sedation of pediatric oral surgery patients.,"Overly, Frank L; Wright, Robert O; Connor, Francis A; Jay, Gregory D; Linakis, James G; et al.","Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons Vol. 63, Iss. 2,  (February 2005): 215-219."
Are patients with obstructive sleep apnea syndrome appropriate candidates for the ambulatory surgical center?,"Moos, Daniel D; Prasch, Matt; Cantral, David E; Huls, Ben; Cuddeford, James D; et al.","AANA journal Vol. 73, Iss. 3,  (June 2005): 197-205."
[Epilepsy and sleep disorders].,,"Eisensehr, I; Schmidt, D; National Library of Medicine."
"Spike morphology, location, and frequency in benign epilepsy with centrotemporal spikes.","Berroya, Anna M; Bleasel, Andrew F; Stevermuer, Tara L; Lawson, John; Bye, Ann M E; et al.","Journal of child neurology Vol. 20, Iss. 3,  (March 2005): 188-194."
"Is ambulatory monitoring for ""community-acquired"" syncope economically attractive? A cost-effectiveness analysis of a randomized trial of external loop recorders versus Holter monitoring","Rockx, Marie Antoinette; Hoch, Jeffrey S; Klein, George J; Yee, Raymond; Skanes, Allan C; et al.","The American Heart Journal; Philadelphia Vol. 150, Iss. 5,  (Nov 2005): 1065."
Adding video recording increases the diagnostic yield of routine electroencephalograms in children with frequent paroxysmal events.,"Watemberg, Nathan; Tziperman, Barak; Dabby, Ron; Hasan, Mariana; Zehavi, Liora; et al.","Epilepsia Vol. 46, Iss. 5,  (May 2005): 716-719."
Typical absence seizures triggered by photosensitivity.,"Baykan, Betül; Matur, Zeliha; Gürses, Candan; Aykutlu, Ebru; Gökyiğit, Ayşen; et al.","Epilepsia Vol. 46, Iss. 1,  (January 2005): 159-163."
Hippocampal melatonin receptors modulate seizure threshold.,"Stewart, Lee S; Leung, L Stan; National Library of Medicine.","Epilepsia Vol. 46, Iss. 4,  (April 2005): 473-480. [Duplicate]"
"Astrogliosis in epilepsy leads to overexpression of adenosine kinase, resulting in seizure aggravation","Fedele, Denise E; Gouder, Nicolette; Güttinger, Martin; Gabernet, Laetitia; Scheurer, Louis; et al.","Brain; Oxford Vol. 128, Iss. 10,  (Oct 2005): 2383-95."
Different types of status epilepticus lead to different levels of brain damage in rats,"Tilelli, Cristiane Queixa; Del Vecchio, Flavio; Fernandes, Artur; Garcia-Cairasco, Norberto.","Epilepsy & Behavior Vol. 7, Iss. 3,  (Nov 2005): 401-410."
Is the Hippocampal Theta Rhythm Related to Cognition in a Non-Locomotor Place Recognition Task?,"Kelemen, Eduard; Morón, Ignacio; Fenton, André A.","Hippocampus Vol. 15, Iss. 4,  (2005): 472-479."
"Role of 5-HT 2A and 5-HT 2C/B receptors in the acute effects of 3,4-methylenedioxymethamphetamine (MDMA) on striatal single-unit activity and locomotion in freely moving rats","Ball, Kevin T; Rebec, George V.","Psychopharmacology Vol. 181, Iss. 4,  (Oct 2005): 676-687."
The relationship between hippocampal EEG theta activity and locomotor behaviour in freely moving rats: Effects of vigabatrin,"Bouwman, B. M; van Lier, H; Nitert, H. E. J; Drinkenburg, W. H. I. M; Coenen, A. M. L; et al.","Brain Research Bulletin Vol. 64, Iss. 6,  (Jan 2005): 505-509."
Changes in sleep-wakefulness in the medial preoptic area lesioned rats: Role of thermal preference,"Ray, Baisali; Mallick, Hruda Nanda; Kumar, Velayudhan Mohan.","Behavioural Brain Research Vol. 158, Iss. 1,  (Mar 2005): 43-52."
