Title,Authors,Journal
The aging brain shows less flexible reallocation of cognitive resources during dual-task walking: A mobile brain/body imaging (MoBI) study,"Malcolm, Brenda R; Foxe, John J; Butler, John S; De Sanctis, Pierfilippo.","NeuroImage Vol. 117,  (Aug 15, 2015): 230-242."
The aging brain shows less flexible reallocation of cognitive resources during dual-task walking: A mobile brain/body imaging (MoBI) study,"Malcolm, Brenda R; Foxe, John J; Butler, John S; De Sanctis, Pierfilippo.","NeuroImage Vol. 117,  (August 2015): 230-242. [Duplicate]"
"Prefrontal, posterior parietal and sensorimotor network activity underlying speed control during walking","Bulea, Thomas C; Kim, Jonghyun; Damiano, Diane L; Stanley, Christopher J; Park, Hyung-Soon.","Frontiers in Human Neuroscience; Lausanne (May 12, 2015)."
What type of EEG (or EEG-video) does your patient need?,"Benbadis, Selim R.","Expert Review of Neurotherapeutics Vol. 15, Iss. 5,  (May 2015): 461-464."
The aging brain shows less flexible reallocation of cognitive resources during dual-task walking: A mobile brain/body imaging (MoBI) study,"Malcolm, Brenda R; Foxe, John J; Butler, John S; De Sanctis, Pierfilippo.","NeuroImage; Amsterdam Vol. 117,  (Aug 15, 2015): 230-242. [Duplicate]"
Interictal spiking in adult newly-diagnosed focal epilepsy of unknown cause: The effect of age,"Arbasino, Carla; Calorio, Federica; d'Orsi, Giuseppe; Marchioni, Enrico; Tartara, Elena; et al.","Clinical Neurophysiology Vol. 126, Iss. 8,  (Aug 2015): 1498-1504."
The role of outpatient ambulatory electroencephalography in the diagnosis and management of adults with epilepsy or nonepileptic attack disorder: A systematic literature review,"Lawley, Andrew; Evans, Shaun; Manfredonia, Francesco; Cavanna, Andrea E.","Epilepsy & Behavior Vol. 53,  (Dec 2015): 26-30."
Relevance of the metabotropic glutamate receptor ((mGluR5) in the regulation of NREM-REM sleep cycle and homeostasis: Evidence from mGluR5 (−/−) mice,"Ahnaou, A; Raeymaekers, L; Steckler, T; Drinkenbrug, W. H. I. M.","Behavioural Brain Research Vol. 282,  (Apr 1, 2015): 218-226."
On-Going Frontal Alpha Rhythms Are Dominant in Passive State and Desynchronize in Active State in Adult Gray Mouse Lemurs,"Infarinato, Francesco; Rahman, Anisur; Claudio Del Percio; Lamberty, Yves; Bordet, Regis; et al.","PLoS One; San Francisco Vol. 10, Iss. 11,  (Nov 2015): e0143719."
"Behavioral and neurophysiological effects of Ro 10-5824, a dopamine D4 receptor partial agonist, in common marmosets","Nakazawa, Shunsuke; Murai, Takeshi; Miyauchi, Masanori; Kotani, Manato; Ikeda, Kazuhito.","Psychopharmacology Vol. 232, Iss. 17,  (20150900): 3287-3295."
EEG Single-Trial Detection of Gait Speed Changes during Treadmill Walk,"Lisi, Giuseppe; Morimoto, Jun.","PLoS One; San Francisco Vol. 10, Iss. 5,  (May 2015): e0125479."
Cortical neuronal activity does not regulate sleep homeostasis,"Qiu, M-H; Chen, M C; Lu, J.","Neuroscience Vol. 297,  (Jun 2015): 211-218."
"Artemisia capillaris Thunberg Produces Sedative-Hypnotic Effects in Mice, Which are Probably Mediated Through Potentiation of the GABA sub(A) Receptor","dela Pena, Irene Joy I; Hong, Eunyoung; Kim, Hee Jin; de la Pena, June Bryan; Woo, Tae Sun; et al.","American Journal of Chinese Medicine Vol. 43, Iss. 4,  (20150000): 667-679."
Fasting activated histaminergic neurons and enhanced arousal effect of caffeine in mice,"Wang, Yi-Qun; Li, Rui; Wu, Xu; Zhu, Fen; Takata, Yohko; et al.","Pharmacology Biochemistry and Behavior Vol. 133,  (June 2015): 164-173."
Relevance of the metabotropic glutamate receptor (mGluR5) in the regulation of NREM-REM sleep cycle and homeostasis: Evidence from mGluR5 (-/-) mice,"Ahnaou, A; Raeymaekers, L; Steckler, T; Drinkenbrug, WHIM.","Behavioural Brain Research Vol. 282,  (Apr 2015): 218-226. [Duplicate]"
Human-Robot Interaction: Does Robotic Guidance Force Affect Gait-Related Brain Dynamics during Robot-Assisted Treadmill Walking?,"Knaepen, Kristel; Mierau, Andreas; Swinnen, Eva; Helio Fernandez Tellez; Michielsen, Marc; et al.","PLoS One; San Francisco Vol. 10, Iss. 10,  (Oct 2015): e0140626."
Zinc-containing yeast extract promotes nonrapid eye movement sleep in mice,"Cherasse, Yoan; Saito, Hitomi; Nagata, Nanae; Aritake, Kosuke; Lazarus, Michael; et al.","Molecular nutrition & food research Vol. 59, Iss. 10,  (Oct 2015): p. 2087-2093."
Knock‐in mouse model of alternating hemiplegia of childhood: Behavioral and electrophysiologic characterization,"Hunanyan, Arsen S; Fainberg, Nina A; Linabarger, Molly; Arehart, Eric; Leonard, A. Soren; et al.","Epilepsia Vol. 56, Iss. 1,  (Jan 2015): 82-93."
Milk Collected at Night Induces Sedative and Anxiolytic-Like Effects and Augments Pentobarbital-Induced Sleeping Behavior in Mice,"dela Peña, Irene Joy I; Hong Eunyoung; de la Peña June Bryan; Jin, Kim Hee; Botanas Chrislean Jun; et al.","Journal of medicinal food Vol. 18, Iss. 11,  (Nov 1, 2015): p. 1255-1261."
Loss of Melanopsin Photoreception and Antagonism of the Histamine H3 Receptor by Ciproxifan Inhibit Light-Induced Sleep in Mice,"Muindi, Fanuel; Colas, Damien; Ikeme, Jesse; Ruby, Norman F; Heller, H Craig.","PLoS One; San Francisco Vol. 10, Iss. 6,  (Jun 2015): e0128175."
