Title,Authors,Journal
Effective Synchronization of EEG and EMG for Mobile Brain/Body Imaging in Clinical Settings,"Artoni, Fiorenzo; Barsotti, Annalisa; Guanziroli, Eleonora; Silvestro Micera; Landi, Alberto; et al.","Frontiers in Human Neuroscience; Lausanne (Jan 11, 2018)."
Spatio–Spectral Representation Learning for Electroencephalographic Gait-Pattern Classification,"Goh, Sim Kuan; Abbass, Hussein A; Kay Chen Tan; Al-Mamun, Abdullah; Thakor, Nitish; et al.","IEEE Transactions on Neural Systems and Rehabilitation Engineering; New York Vol. 26, Iss. 9,  (2018): 1858-1867."
Effective synchronization of EEG and EMG for mobile brain/body imaging in clinical settings,"Artoni, Fiorenzo; Barsotti, Annalisa; Guanziroli, Eleonora; Micera, Silvestro; Landi, Alberto; et al.","Frontiers in Human Neuroscience Vol. 11,  (Jan 11, 2018). [Duplicate]"
EEG-Based BCI Control Schemes for Lower-Limb Assistive-Robots,"Tariq, Madiha; Trivailo, Pavel M; Simic, Milan.","Frontiers in Human Neuroscience; Lausanne (Aug 6, 2018)."
EEG-Based Lower-Limb Movement Onset Decoding: Continuous Classification and Asynchronous Detection,"Liu, Dong; Chen, Weihai; Lee, Kyuhwa; Chavarriaga, Ricardo; Iwane, Fumiaki; et al.","IEEE Transactions on Neural Systems and Rehabilitation Engineering; New York Vol. 26, Iss. 8,  (2018): 1626-1635."
Brain responses to emotional faces in natural settings: A wireless mobile EEG recording study,"Soto, Vicente; Tyson-Carr, John; Kokmotou, Katerina; Roberts, Hannah; Cook, Stephanie; et al.","Frontiers in Psychology Vol. 9,  (Oct 25, 2018)."
Navigation in Real-World Environments: New Opportunities Afforded by Advances in Mobile Brain Imaging.,"Park, Joanne L; Dudchenko, Paul A; Donaldson, David I; National Library of Medicine.","Frontiers in human neuroscience Vol. 12,  (2018): 361."
Brain Responses to Emotional Faces in Natural Settings: A Wireless Mobile EEG Recording Study.,"Soto, Vicente; Tyson-Carr, John; Kokmotou, Katerina; Roberts, Hannah; Cook, Stephanie; et al.","Frontiers in psychology Vol. 9,  (2018): 2003. [Duplicate]"
Performance of an Ambulatory Dry-EEG Device for Auditory Closed-Loop Stimulation of Sleep Slow Oscillations in the Home Environment,"Eden Debellemaniere; Chambon, Stanislas; Pinaud, Clemence; Thorey, Valentin; Dehaene, David; et al.","Frontiers in Human Neuroscience; Lausanne (Mar 8, 2018)."
Navigation in Real-World Environments: New Opportunities Afforded by Advances in Mobile Brain Imaging,"Park, Joanne L; Dudchenko, Paul A; Donaldson, David I.","Frontiers in Human Neuroscience; Lausanne (Sep 11, 2018). [Duplicate]"
