Title,Authors,Journal
EPOS: EEG Processing Open-Source Scripts,"Rodrigues, Johannes; Weiß, Martin; Hewig, Johannes; Allen, John J B.","Frontiers in Neuroscience; Lausanne (Jun 7, 2021)."
Efficacy of a Single-Task ERP Measure to Evaluate Cognitive Workload During a Novel Exergame,"Ghani, Usman; Signal, Nada; Niazi, Imran Khan; Taylor, Denise.","Frontiers in Human Neuroscience; Lausanne (Sep 8, 2021)."
Music with Concurrent Saliences of Musical Features Elicits Stronger Brain Responses,"Tardón, Lorenzo J; Rodríguez-Rodríguez, Ignacio; Haumann, Niels T; Brattico, Elvira; Barbancho, Isabel.","Applied Sciences; Basel Vol. 11, Iss. 19,  (2021): 9158."
EPOS: EEG Processing Open-Source Scripts.,"Rodrigues, Johannes; Weiß, Martin; Hewig, Johannes; Allen, John J B; National Library of Medicine.","Frontiers in neuroscience Vol. 15,  (2021): 660449."
Towards a Functional Neuromarker of Impulsivity: Feedback-Related Brain Potential during Risky Decision-Making Associated with Self-Reported Impulsivity in a Non-Clinical Sample,"Juliana Teti Mayer; Compagne, Charline; Nicolier, Magali; Grandperrin, Yohan; Thibault Chabin; et al.","Brain Sciences; Basel Vol. 11, Iss. 6,  (2021): 671."
Color Texture Image Complexity—EEG-Sensed Human Brain Perception vs. Computed Measures,"Ivanovici, Mihai.","Applied Sciences; Basel Vol. 11, Iss. 9,  (2021): 4306."
A comparative experimental study of visual brain event-related potentials to a working memory task: virtual reality head-mounted display versus a desktop computer screen,"Aksoy Murat; Ufodiama, Chiedu E; Bateson, Anthony D; Stewart, Martin; Asghar, Aziz U, R.","Experimental Brain Research; Heidelberg Vol. 239, Iss. 10,  (Oct 2021): 3007-3022."
Practical real-time MEG-based neural interfacing with optically pumped magnetometers,"Wittevrongel, Benjamin; Holmes, Niall; Boto, Elena; Hill, Ryan; Rea, Molly; et al.","BMC Biology; London Vol. 19,  (2021): 1-15."
Linear and nonlinear analysis of intrinsic mode function after facial stimuli presentation in children with autism spectrum disorder,,"Computers in Biology and Medicine; Oxford Vol. 133,  (Jun 2021)."
Sensory Gating and Sensory Facilitation: A Potential Paradigm for Studies of Impairments to Involuntary Attention,"Varlamov, A A; Skorokhodov, I V; Portnova, G V.","Neuroscience and Behavioral Physiology; New York Vol. 51, Iss. 4,  (May 2021): 458-465."
Early Screening of Children With Autism Spectrum Disorder Based on Electroencephalogram Signal Feature Selection With L1-Norm Regularization,"Peng, Shixin; Xu, Ruyi; Yi, Xin; Hu, Xin; Liu, Lili; et al.","Frontiers in Human Neuroscience; Lausanne (Jun 22, 2021)."
Emotion Recognition: An Evaluation of ERP Features Acquired from Frontal EEG Electrodes,"Singh, Mandeep.","Applied Sciences; Basel Vol. 11, Iss. 9,  (2021): 4131."
Capsule Network for ERP Detection in Brain-Computer Interface,"Ma, Ronghua; Yu, Tianyou; Zhong, Xiaoli; Zhu Liang Yu; Li, Yuanqing; et al.","IEEE Transactions on Neural Systems and Rehabilitation Engineering; New York Vol. 29,  (2021): 718-730."
Modeling temporal dynamics of face processing in youth and adults,"Hudac, Caitlin M; Naples, Adam; DesChamps, Trent D; Coffman, Marika C; Kresse, Anna; et al.","Social Neuroscience; Hove Vol. 16, Iss. 4,  (Aug 2021): 345-361."
Modeling temporal dynamics of face processing in youth and adults,"Hudac, Caitlin M; Naples, Adam; DesChamps, Trent D; Coffman, Marika C; Kresse, Anna; et al.","Social Neuroscience Vol. 16, Iss. 4,  (Aug 2021): 345-361."
Eliciting and Recording Event Related Potentials (ERPs) in Behaviourally Unresponsive Populations: A Retrospective Commentary on Critical Factors,"Rokos, Alexander; Mah, Richard; Boshra, Rober; Harrison, Amabilis; Choy, Tsee Leng; et al.","Brain Sciences; Basel Vol. 11, Iss. 7,  (2021): 835."
Parietal P3 and midfrontal theta prospectively predict the development of adolescent alcohol use,"Harper, Jeremy; Malone, Stephen M; Iacono, William G.","Psychological Medicine; Cambridge Vol. 51, Iss. 3,  (Feb 2021): 416-425."
Cross-Task Consistency of Electroencephalography-Based Mental Workload Indicators: Comparisons Between Power Spectral Density and Task-Irrelevant Auditory Event-Related Potentials,"Ke, Yufeng; Jiang, Tao; Liu, Shuang; Cao, Yong; Jiao, Xuejun; et al.","Frontiers in Neuroscience; Lausanne (Nov 16, 2021)."
Altered Attention Network in Paratroopers Exposed to Repetitive Subconcussion: Evidence Based on Behavioral and Event-Related Potential Results,"Chen, Aobo; Zhang, Zhihao; Cao, Chenglong; Lu, Jinjiang; Wu, Shukai; et al.","Journal of Neurotrauma; New York Vol. 38, Iss. 23,  (Dec 2021): 3306-3314."
Advanced Signal Processing Methods for Characterization of Schizophrenia,"Masychev, Kirill; Ciprian, Claudio; Ravan, Maryam; Reilly, James P; MacCrimmon, Duncan.","IEEE Transactions on Biomedical Engineering; New York Vol. 68, Iss. 4,  (2021): 1123-1130."
