Title,Authors,Journal
ERP correlates of the magnitude of pitch errors detected in the human voice,"Scheerer, N E; Behich, J; Liu, H; Jones, JA.","Neuroscience Vol. 240,  (Jun 2013): 176-185."
Same or different? ERP correlates of pretense and false belief reasoning in children,"Kuehn-Popp, N; Sodian, B; Sommer, M; Dohnel, K; Meinhardt, J.","Neuroscience Vol. 248,  (Sep 2013): 488-498."
Emotional modulation of the attentional blink and the relation to interpersonal reactivity,"Kanske, Philipp; Schönfelder, Sandra; Wessa, Michèle.","Frontiers in Human Neuroscience; Lausanne (Oct 11, 2013)."
Frontal and superior temporal auditory processing abnormalities in schizophrenia.,"Chen, Yu-Han; Edgar, J Christopher; Huang, Mingxiong; Hunter, Michael A; Epstein, Emerson; et al.","NeuroImage. Clinical Vol. 2,  (2013): 695-702."
How capable is non-invasive EEG data of predicting the next movement? A mini review,"Ahmadian, Pouya; Cagnoni, Stefano; Ascari, Luca.","Frontiers in Human Neuroscience; Lausanne (Apr 8, 2013)."
Investigating developmental changes in sensory processing: visual mismatch response in healthy children,"Cleary, Katherine McLaurin; Donkers, Franc C.L; Evans, Anna Maria; Belger, Aysenil.","Frontiers in Human Neuroscience; Lausanne (Dec 30, 2013)."
Social exclusion modulates fairness consideration in the ultimatum game: an ERP study,"Qu, Chen; Wang, Yuru; Huang, Yunyun.","Frontiers in Human Neuroscience; Lausanne (Aug 23, 2013)."
Levels of visuo-spatial selection: An ERP study of negative priming,"Gibbons, Henning; Wiegleb, Nancy; Stahl, Jutta.","Brain and Cognition Vol. 83, Iss. 2,  (Nov 2013): 203-217."
"Auditory event-related potentials (P3a, P3b) and genetic variants within the dopamine and serotonin system in healthy females","Heitland, I; Kenemans, J. L; Oosting, R. S; Baas, J. M. P; Böcker, K. B. E.","Behavioural Brain Research Vol. 249,  (Jul 15, 2013): 55-64."
Long-range neural synchronization supports fast and efficient reading: EEG correlates of processing expected words in sentences,"Molinaro, Nicola; Barraza, Paulo; Carreiras, Manuel.","NeuroImage Vol. 72,  (May 15, 2013): 120-132."
Neural activity tied to reading predicts individual differences in extended-text comprehension,"Mossbridge, Julia; Grabowecky, Marcia; Paller, Ken A; Suzuki, Satoru.","Frontiers in Human Neuroscience; Lausanne (Nov 6, 2013)."
