Title,Authors,Journal
Visual deviant stimuli produce mismatch responses in the amplitude dynamics of neuronal oscillations,"Tugin, Sergei; Hernandez-Pavon, Julio C; Ilmoniemi, Risto J; Nikulin, Vadim V.","NeuroImage Vol. 142,  (November 2016): 645-655."
Event-related brain responses while listening to entire pieces of music,"Poikonen, H; Alluri, V; Brattico, E; Lartillot, O; Tervaniemi, M; et al.","Neuroscience Vol. 312,  (January 2016): 58-73."
Electrophysiological alterations in a complex rat model of schizophrenia,"Horvath, Gyongyi; Petrovszki, Zita; Kekesi, Gabriella; Tuboly, Gabor; Bodosi, Balazs; et al.","Behavioural Brain Research Vol. 307,  (July 2016): 65-72."
Representing the consequences of our actions trial by trial: Complex and flexible encoding of feedback valence and magnitude,"Padron, Isabel; Fernandez-Rey, Jose; Acuna, Carlos; Pardo-Vazquez, Jose L.","Neuroscience Vol. 333,  (October 2016): 264-276."
Spontaneous Fluctuations in Sensory Processing Predict Within-Subject Reaction Time Variability,"Ribeiro, Maria J; Paiva, Joana S; Castelo-Branco, Miguel.","Frontiers in Human Neuroscience; Lausanne (May 9, 2016)."
Benefits of Instructed Responding in Manual Assembly Tasks: An ERP Approach,"Mijović, Pavle; Ković, Vanja; De Vos, Maarten; Mačužić, Ivan; Jeremić, Branislav; et al.","Frontiers in Human Neuroscience; Lausanne (Apr 20, 2016)."
Event-related potential correlates of mindfulness meditation competence,"Atchley, R; Klee, D; Memmott, T; Goodrich, E; Wahbeh, H; et al.","Neuroscience Vol. 320,  (April 2016): 83-92."
Syllabic encoding during overt speech production in Cantonese: Evidence from temporal brain responses,"Wong, Andus Wing-Kuen; Wang, Jie; Ng, Tin-Yan; Chen, Hsuan-Chih.","Brain Research Vol. 1648,  (October 2016): 101-109."
Visual deviant stimuli produce mismatch responses in the amplitude dynamics of neuronal oscillations,"Tugin, Sergei; Hernandez-Pavon, Julio C; Ilmoniemi, Risto J; Nikulin, Vadim V.","NeuroImage Vol. 142,  (Nov 15, 2016): 645-655. [Duplicate]"
Human recognition memory and conflict control: An event-related potential study,"Liu, T; Liu, X; Xiao, T; Shi, J.","Neuroscience Vol. 313,  (January 2016): 83-91."
