Title,Authors,Journal
Toward a high-throughput auditory P300-based brain–computer interface,"Klobassa, D. S; Vaughan, T. M; Brunner, P; Schwartz, N. E; Wolpaw, J. R; et al.","Clinical Neurophysiology Vol. 120, Iss. 7,  (Jul 2009): 1252-1261."
Evidence-Based Medicine Evaluation of Electrophysiological Studies of the Anxiety Disorders,"Clark, C Richard; Galletly, Cherrie A; Ash, David J; Moores, Kathryn A; Penrose, Rebecca A; et al.","Clinical EEG and Neuroscience; Wheaton Vol. 40, Iss. 2,  (Apr 2009): 84-112."
Assessment of the attention impairment in absence epilepsy: Comparison of visual and auditory P300,"Duncan, Connie C; Mirsky, Allan F; Lovelace, Christopher T; Theodore, William H.","International Journal of Psychophysiology Vol. 73, Iss. 2,  (Aug 2009): 118-122."
Electrophysiological abnormalities in well functioning multiple concussed athletes,"Thériault, Martin; De Beaumont, Louis; Gosselin, Nadia; Filipinni, Melissa; Lassonde, Maryse.","Brain Injury Vol. 23, Iss. 11,  (Oct 2009): 899-906."
Effect of excessive Internet use on the time-frequency characteristic of EEG,"Yu, Hongqiang; Zhao, Xin; Li, Ning; Wang, Mingshi; Zhou, Peng.","Progress in Natural Science Vol. 19, Iss. 10,  (Oct 10, 2009): 1383-1387."
Electrophysiological markers of categorical perception of color in 7-month old infants,"Clifford, Alexandra; Franklin, Anna; Davies, Ian R.L; Holmes, Amanda.","Brain and Cognition Vol. 71, Iss. 2,  (Nov 2009): 165-172."
OSP parameters and the cognitive component of reaction time to a missing stimulus: Linking brain and behavior,"Hernández, Oscar H; Vogel-Sprott, Muriel.","Brain and Cognition Vol. 71, Iss. 2,  (Nov 2009): 141-146."
The relationship between awareness and attention: Evidence from ERP responses,"Koivisto, Mika; Kainulainen, Pasi; Revonsuo, Antti.","Neuropsychologia Vol. 47, Iss. 13,  (Nov 2009): 2891-2899."
When beef primes reef more than leaf: Orthographic information affects phonological priming in spoken word recognition,"Perre, Laetitia; Midgley, Katherine; Ziegler, Johannes C.","Psychophysiology Vol. 46, Iss. 4,  (Jul 2009): 739-746."
Nicotine and Attention: Event-Related Potential Investigations in Nonsmokers,"Knott, Verner; Shah, Dhrasti; Fisher, Derek; Millar, Anne; Prise, Stephanie; et al.","Clinical EEG and Neuroscience; Wheaton Vol. 40, Iss. 1,  (Jan 2009): 11-20."
Evidence-Based Medicine and Electrophysiology in Schizophrenia,"Galderisi, Silvana; Mucci, Armida; Volpe, Umberto; Boutros, Nash.","Clinical EEG and Neuroscience; Wheaton Vol. 40, Iss. 2,  (Apr 2009): 62-77."
Functional brain-electrical correlates of negative priming in the flanker task: Evidence for episodic retrieval,"Gibbons, Henning.","Psychophysiology Vol. 46, Iss. 4,  (Jul 2009): 807-817."
To P E or not to P E: A P3-like ERP component reflecting the processing of response errors,"Ridderinkhof, K. Richard; Ramautar, Jennifer R; Wijnen, Jasper G.","Psychophysiology Vol. 46, Iss. 3,  (May 2009): 531-538."
A new approach for EEG feature extraction in P300-based lie detection,"Abootalebi, Vahid; Moradi, Mohammad Hassan; Khalilzadeh, Mohammad Ali.","Computer Methods and Programs in Biomedicine Vol. 94, Iss. 1,  (Apr 2009): 48-57."
A simple classification tool for single-trial analysis of ERP components,"Bandt, Christoph; Weymar, Mathias; Samaga, Daniel; Hamm, Alfons O.","Psychophysiology Vol. 46, Iss. 4,  (Jul 2009): 747-757."
Comparison of visual evoked-related potentials in healthy young adults of different catechol-O-methyltransferase genotypes in a continuous 3-back task,"Yue, Chunlin; Wu, Tiejun; Deng, Weiming; Wang, Guoxiang; Sun, Xuechuan.","NeuroReport: For Rapid Communication of Neuroscience Research Vol. 20, Iss. 5,  (Mar 2009): 521-524."
Recording event-related activity under hostile magnetic resonance environment: Is multimodal EEG/ERP-MRI recording possible?,"Karakaş, H. M; Karakaş, S; Ceylan, A. Özkan; Tali, E. T.","International Journal of Psychophysiology Vol. 73, Iss. 2,  (Aug 2009): 123-132."
Working memory function in post-traumatic stress disorder: An event-related potential study,"Veltmeyer, Melinda D; Clark, C. Richard; McFarlane, Alexander C; Moores, Kathryn A; Bryant, Richard A; et al.","Clinical Neurophysiology Vol. 120, Iss. 6,  (Jun 2009): 1096-1106."
Risk-taking and the feedback negativity response to loss among at-risk adolescents,"Crowley, Michael J; Wu, Jia; Crutcher, Clifford; Bailey, Christopher A; Lejuez, C. W; et al.","Developmental Neuroscience Vol. 31, Iss. 1-2,  (Apr 2009): 137-148."
Event-related brain oscillations: Developmental effects on power and synchronization,"Yordanova, Juliana; Kolev, Vasil.","Journal of Psychophysiology Vol. 23, Iss. 4,  (2009): 174-182."
Overlap of Musical and Linguistic Syntax Processing: Intracranial ERP Evidence,"Sammler, D; Koelsch, S; Ball, T; Brandt, A; Elger, CE; et al.","Annals of the New York Academy of Sciences Vol. 1169, Iss. 1,  (Jul 2009): 494-498."
Ereigniskorrelierte Potenziale und auditives sensorisches Gedächtnis,,"Glass, Elisabeth."
Contextual movement constraints of others modulate motor preparation in the observer,"Liepelt, Roman; Ullsperger, Markus; Obst, Katrin; Spengler, Stephanie; von Cramon, D. Yves; et al.","Neuropsychologia Vol. 47, Iss. 1,  (Jan 2009): 268-275."
Cortical network dynamics during source memory retrieval: Current density imaging with individual MRI,"Kim, Young Youn; Roh, Ah Young; Namgoong, Yoon; Jo, Hang Joon; Lee, Jong-Min; et al.","Human Brain Mapping Vol. 30, Iss. 1,  (Jan 2009): 78-91."
Early perception of written syllables in French: An event-related potential study,"Doignon-Camus, Nadège; Bonnefond, Anne; Touzalin-Chretien, Pascale; Dufour, André.","Brain and Language Vol. 111, Iss. 1,  (Oct 2009): 55-60."
Age-related changes in the control of episodic retrieval: An ERP study of recognition memory in children and adults,"Czernochowski, Daniela; Mecklinger, Axel; Johansson, Mikael.","Developmental Science Vol. 12, Iss. 6,  (Nov 2009): 1026-1040."
Repetition suppression and plasticity in the human brain,"Garrido, Marta I; Kilner, James M; Kiebel, Stefan J; Stephan, Klaas E; Baldeweg, Torsten; et al.","NeuroImage Vol. 48, Iss. 1,  (Oct 15, 2009): 269-279."
Cortical information processing in coma,"Daltrozzo, Jerôme; Wioland, Norma; Mutschler, Veronique; Lutun, Philippe; Calon, Bartholomeus; et al.","Cognitive and Behavioral Neurology Vol. 22, Iss. 1,  (Mar 2009): 53-62."
The characteristic of extrapolation in numerical inductive inference: An ERP study,"Qin, Jialan; Xiao, Feng; Li, Fuhong; Sha, Wenju; Li, Hong.","Brain Research Vol. 1295,  (Oct 12, 2009): 142-148."
Alpha power is influenced by performance errors,"Carp, Joshua; Compton, Rebecca J.","Psychophysiology Vol. 46, Iss. 2,  (Mar 2009): 336-343."
