Title,Authors,Journal
Short Communication - Using Sleep Monitoring System for Estimating and Analysing the Sleep Stages,"Luo, Yuzhou; Wang, Ping; Yu, Kaijun; Luo, Song; Sun, Longjie.","Pakistan Journal of Zoology; Lahore Vol. 53, Iss. 6,  (Dec 2021): 2491."
Novel automated PD detection system using aspirin pattern with EEG signals,"Prabal Datta Barua; Dogan, Sengul; Turker Tuncer; Baygin, Mehmet; Acharya, U Rajendra.","Computers in Biology and Medicine; Oxford Vol. 137,  (Oct 2021)."
PrimePatNet87: Prime pattern and tunable q-factor wavelet transform techniques for automated accurate EEG emotion recognition,"Dogan, Abdullah; Akay, Merve; Prabal Datta Barua; Baygin, Mehmet; Dogan, Sengul; et al.","Computers in Biology and Medicine; Oxford Vol. 138,  (Nov 2021)."
SPECTRA: a tool for enhanced brain wave signal recognition,"Kumar, Shiu; Tsunoda, Tatsuhiko; Sharma, Alok.","BMC Bioinformatics, suppl. 6; London Vol. 22,  (2021): 1-21."
Multi-Time and Multi-Band CSP Motor Imagery EEG Feature Classification Algorithm,"Yang, Jun; Ma, Zhengmin; Shen, Tao.","Applied Sciences; Basel Vol. 11, Iss. 21,  (2021): 10294."
A Toolbox and Crowdsourcing Platform for Automatic Labeling of Independent Components in Electroencephalography,"Soghoyan, Gurgen; Ledovsky, Alexander; Nekrashevich, Maxim; Martynova, Olga; Polikanova, Irina; et al.","Frontiers in Neuroinformatics; Lausanne (Dec 2, 2021)."
A Novel Convolutional Neural Network Classification Approach of Motor-Imagery EEG Recording Based on Deep Learning,"Echtioui, Amira; Ayoub Mlaouah; Zouch, Wassim; Ghorbel, Mohamed; Mhiri, Chokri; et al.","Applied Sciences; Basel Vol. 11, Iss. 21,  (2021): 9948."
Motor Imagery EEG Decoding Method Based on a Discriminative Feature Learning Strategy,"Lie, Yang; Song, Yonghao; Ma, Ke; Xie, Longhan.","IEEE Transactions on Neural Systems and Rehabilitation Engineering; New York Vol. 29,  (2021): 368-379."
Simple Detection of Epilepsy From EEG Signal Using Local Binary Pattern Transition Histogram,"Yazid, Muhammad; Fahmi, Fahmi; Sutanto, Erwin; Shalannanda, Wervyan; Shoalihin, Ruhush; et al.","IEEE Access; Piscataway Vol. 9,  (2021): 150252-150267."
Neural measures of subsequent memory reflect endogenous variability in cognitive function,"Weidemann, Christoph T; Kahana, Michael J.","Journal of Experimental Psychology: Learning, Memory, and Cognition Vol. 47, Iss. 4,  (Apr 2021): 641-651."
The classification of motor imagery response: an accuracy enhancement through the ensemble of random subspace k-NN,"Rashid, Mamunur; Bifta Sama Bari; Hasan, Md Jahid; Mohd Azraai Mohd Razman; Rabiu Muazu Musa; et al.","PeerJ Computer Science; San Diego (Mar 2, 2021)."
Automatic Detection of Microsleep Episodes With Deep Learning,"Malafeev, Alexander; Hertig-Godeschalk, Anneke; Schreier, David R; Skorucak, Jelena; Mathis, Johannes; et al.","Frontiers in Neuroscience; Lausanne (Mar 24, 2021)."
Speed Classification of Upper Limb Movements Through EEG Signal for BCI Application,"Zolfaghari, Sepideh; Tohid Yousefi Rezaii; Meshgini, Saeed; Farzamnia, Ali; Liau Chung Fan.","IEEE Access; Piscataway Vol. 9,  (2021): 114564-114573."
