Title,Authors,Journal
Decoding Sequence Learning from Single-Trial Intracranial EEG in Humans,"Marzia De Lucia; Constantinescu, Irina; Sterpenich, Virginie; Pourtois, Gilles; Seeck, Margitta; et al.","PLoS One; San Francisco Vol. 6, Iss. 12,  (Dec 2011): e28630."
Single-trial analysis and classification of ERP components—A tutorial,"Blankertz, Benjamin; Lemm, Steven; Treder, Matthias; Haufe, Stefan; Müller, Klaus-Robert.","NeuroImage Vol. 56, Iss. 2,  (May 15, 2011): 814-825."
Single-trial analysis and classification of ERP components - A tutorial,"Blankertz, Benjamin; Lemm, Steven; Treder, Matthias; Haufe, Stefan; Mueller, Klaus-Robert.","NeuroImage Vol. 56, Iss. 2,  (May 15, 2011): 814-825. [Duplicate]"
Single-trial analysis and classification of ERP components -- A tutorial,"Blankertz, Benjamin; Lemm, Steven; Treder, Matthias; Haufe, Stefan; Müller, Klaus-Robert.","NeuroImage; Amsterdam Vol. 56, Iss. 2,  (May 15, 2011): 814-825. [Duplicate]"
An Enhanced Probabilistic LDA for Multi-Class Brain Computer Interface,"Xu, Peng; Yang, Ping; Xu, Lei; Yao, Dezhong.","PLoS One; San Francisco Vol. 6, Iss. 1,  (Jan 2011): e14634."
Performance assessment for EEG-based neonatal seizure detectors,"Temko, A; Thomas, E; Marnane, W; Lightbody, G; Boylan, G. B.","Clinical Neurophysiology Vol. 122, Iss. 3,  (Mar 2011): 474-482."
A machine-learning algorithm for detecting seizure termination in scalp EEG,"Shoeb, Ali; Kharbouch, Alaa; Soegaard, Jacqueline; Schachter, Steven; Guttag, John.","Epilepsy & Behavior Vol. 22, Iss. Suppl 1,  (Dec 2011): S36-S43."
Kernel machines for epilepsy diagnosis via EEG signal classification: A comparative study,"Lima, Clodoaldo A.M; Coelho, André L.V.","Artificial Intelligence in Medicine Vol. 53, Iss. 2,  (Oct 2011): 83-95."
EEG-based neonatal seizure detection with Support Vector Machines,"Temko, A; Thomas, E; Marnane, W; Lightbody, G; Boylan, G.","Clinical Neurophysiology Vol. 122, Iss. 3,  (Mar 2011): 464-473."
Introduction to machine learning for brain imaging,"Lemm, Steven; Blankertz, Benjamin; Dickhaus, Thorsten; Müller, Klaus-Robert.","NeuroImage; Amsterdam Vol. 56, Iss. 2,  (May 15, 2011): 387-399."
Decoding word and category-specific spatiotemporal representations from MEG and EEG,"Chan, Alexander M; Halgren, Eric; Marinkovic, Ksenija; Cash, Sydney S.","NeuroImage Vol. 54, Iss. 4,  (Feb 14, 2011): 3028-3039."
Extracting Attempted Hand Movements from EEGs in People with Complete Hand Paralysis Following Stroke,"Muralidharan, Abirami; Chae, John; Taylor, Dawn.","Frontiers in Neuroscience; Lausanne (Mar 25, 2011)."
Brain-Computer Interface Based on Generation of Visual Images,"Bobrov, Pavel; Frolov, Alexander; Cantor, Charles; Fedulova, Irina; Bakhnyan, Mikhail; et al.","PLoS One; San Francisco Vol. 6, Iss. 6,  (Jun 2011): e20674."
First Steps Toward a Motor Imagery Based Stroke BCI: New Strategy to Set up a Classifier,"Kaiser, Vera; Kreilinger, Alex; Mueller-Putz, Gernot R; Neuper, Christa.","Frontiers in Neuroscience; Lausanne (Jul 5, 2011)."
EEG decoding of semantic category reveals distributed representations for single concepts,"Murphy, Brian; Poesio, Massimo; Bovolo, Francesca; Bruzzone, Lorenzo; Dalponte, Michele; et al.","Brain and Language Vol. 117, Iss. 1,  (Apr 2011): 12-22."
Predicting EEG single trial responses with simultaneous fMRI and Relevance Vector Machine regression,"De Martino, Federico; de Borst, Aline W; Valente, Giancarlo; Goebel, Rainer; Formisano, Elia.","NeuroImage Vol. 56, Iss. 2,  (May 15, 2011): 826-836."
Kernel machines for epilepsy diagnosis via EEG signal classification: A comparative study,"Lima, Clodoaldo AM; Coelho, Andre LV.","Artificial Intelligence in Medicine Vol. 53, Iss. 2,  (Oct 2011): 83-95. [Duplicate]"
A machine learning approach for distinguishing age of infants using auditory evoked potentials,"Ravan, Maryam; Reilly, James P; Trainor, Laurel J; Khodayari-Rostamabad, Ahmad.","Clinical Neurophysiology Vol. 122, Iss. 11,  (Nov 2011): 2139-2150."
Brain-computer interface analysis of a dynamic visuo-motor task,"Logar, Vito; Belic, Ales.","Artificial Intelligence in Medicine Vol. 51, Iss. 1,  (Jan 2011): 43-51."
Mechanisms underlying the emergence of object representations during infancy,"Scott, Lisa S.","Journal of Cognitive Neuroscience Vol. 23, Iss. 10,  (Oct 2011): 2935-2944."
A Collaborative Brain-Computer Interface for Improving Human Performance,"Wang, Yijun; Jung, Tzyy-Ping.","PLoS One; San Francisco Vol. 6, Iss. 5,  (May 2011): e20422."
Seeing race: N170 responses to race and their relation to automatic racial attitudes and controlled processing,"Ofan, Renana H; Rubin, Nava; Amodio, David M.","Journal of Cognitive Neuroscience Vol. 23, Iss. 10,  (Oct 2011): 3153-3161."
EEG correlates of categorical and graded face perception,"Moulson, Margaret C; Balas, Benjamin; Nelson, Charles; Sinha, Pawan.","Neuropsychologia Vol. 49, Iss. 14,  (Dec 2011): 3847-3853."
Reducing dimensionality in a database of sleep EEG arousals,"Alvarez-Estevez, Diego; Sanchez-Marono, Noelia; Alonso-Betanzos, Amparo; Moret-Bonillo, Vicente.","Expert Systems with Applications Vol. 38, Iss. 6,  (Jun 2011): 7746-7754."
Clinical Response to Methylphenidate in a Patient With Self-Induced Photosensitive Epilepsy,"Fernandez-Mayoralas, Daniel Martin; Fernandez-Jaen, Alberto; Gomez-Caicoya, Anne; Munoz Jareno, Nuria; Arroyo-Gonzalez, Rafael.","Journal of Child Neurology Vol. 26, Iss. 6,  (Jun 2011): 770-772."
EEG correlates of categorical and graded face perception,"Moulson, Margaret C; Balas, Benjamin; Nelson, Charles; Sinha, Pawan.","Neuropsychologia Vol. 49, Iss. 14,  (Dec 2011): 3847-3853. [Duplicate]"
