Title,Authors,Journal
Towards a cure for BCI illiteracy,"Vidaurre, Carmen; Blankertz, Benjamin.","Brain Topography Vol. 23, Iss. 2,  (Jun 2010): 194-198."
Identifying Object Categories from Event-Related EEG: Toward Decoding of Conceptual Representations,"Simanova, Irina; Marcel van Gerven; Oostenveld, Robert; Hagoort, Peter.","PLoS One; San Francisco Vol. 5, Iss. 12,  (Dec 2010): e14465."
Moderate Excitation Leads to Weakening of Perceptual Representations,"Newman, Ehren L; Norman, Kenneth A.","Cerebral Cortex Vol. 20, Iss. 11,  (November 2010): 2760-2770."
A method to study global spatial patterns related to sensory perception in scalp EEG,"Ruiz, Yusely; Pockett, Susan; Freeman, Walter J; Gonzalez, Eduardo; Li, Guang.","Journal of Neuroscience Methods Vol. 191, Iss. 1,  (Aug 15, 2010): 110-118."
Combining Brain–Computer Interfaces and Assistive Technologies: State-of-the-Art and Challenges,"Millán, José del R; Rupp, Rüdiger; Mueller-Putz, Gernot; Murray-Smith, Roderick; Giugliemma, Claudio; et al.","Frontiers in Neuroscience; Lausanne (Sep 7, 2010)."
On optimal channel configurations for SMR-based brain–computer interfaces,"Sannelli, Claudia; Dickhaus, Thorsten; Halder, Sebastian; Hammer, Eva-Maria; Müller, Klaus-Robert; et al.","Brain Topography Vol. 23, Iss. 2,  (Jun 2010): 186-193."
A pilot study to determine whether machine learning methodologies using pre-treatment electroencephalography can predict the symptomatic response to clozapine therapy,"Khodayari-Rostamabad, Ahmad; Hasey, Gary M; MacCrimmon, Duncan J; Reilly, James P; Bruin, Hubert de.","Clinical Neurophysiology Vol. 121, Iss. 12,  (Dec 2010): 1998-2006."
Predicting variations of perceptual performance across individuals from neural activity using pattern classifiers,"Das, Koel; Giesbrecht, Barry; Eckstein, Miguel P.","NeuroImage Vol. 51, Iss. 4,  (Jul 15, 2010): 1425-1437."
Predicting variations of perceptual performance across individuals from neural activity using pattern classifiers,"Das, Koel; Giesbrecht, Barry; Eckstein, Miguel P.","NeuroImage Vol. 51, Iss. 4,  (Jul 15, 2010): 1425-1437. [Duplicate]"
"The use of EEG in Alzheimer's disease, with and without scopolamine - A pilot study","Snaedal, J; Johannesson, G H; Gudmundsson; Gudmundsson, S; Pajdak, TH; et al.","Clinical Neurophysiology Vol. 121, Iss. 6,  (Jun 2010): 836-841."
A semi-supervised support vector machine approach for parameter setting in motor imagery-based brain computer interfaces,"Long, Jinyi; Li, Yuanqing; Yu, Zhuliang.","Cognitive Neurodynamics Vol. 4, Iss. 3,  (Sep 2010): 207-216."
On Optimal Channel Configurations for SMR-based Brain-Computer Interfaces,"Sannelli, Claudia; Dickhaus, Thorsten; Halder, Sebastian; Hammer, Eva-Maria; Müller, Klaus-Robert; et al.","Brain topography Vol. 23, Iss. 2,  (Jun 2010): p. 186-193. [Duplicate]"
Voltage-gated calcium channels in the etiopathogenesis and treatment of absence epilepsy,"Weiergraeber, Marco; Stephani, Ulrich; Koehling, Ruediger.","Brain Research Reviews Vol. 62, Iss. 2,  (Mar 2010): 245-271."
Lyapunov exponents/probabilistic neural networks for analysis of EEG signals,"Ubeyli, Elif Derya.","Expert Systems with Applications Vol. 37, Iss. 2,  (Mar 2010): 985-992."
Model based generalization analysis of common spatial pattern in brain computer interfaces,"Huang, Gan; Liu, Guangquan; Meng, Jianjun; Zhang, Dingguo; Zhu, Xiangyang.","Cognitive Neurodynamics Vol. 4, Iss. 3,  (Sep 2010): 217-223."
'Functional Connectivity' Is a Sensitive Predictor of Epilepsy Diagnosis after the First Seizure,"Douw, Linda; de Groot, Marjolein; van Dellen, Edwin; Heimans, Jan J; Ronner, Hanneke E; et al.","PLoS ONE Vol. 5, Iss. 5,  (May 26, 2010)."
Development and validation of a spike detection and classification algorithm aimed at implementation on hardware devices,"Biffi, E; Ghezzi, D; Pedrocchi, A; Ferrigno, G.","Computational Intelligence and Neuroscience Vol. 2010,  (2010)."
Effects of symbol type and numerical distance on the human event-related potential,"Jiang, Ting; Qiao, Sibing; Li, Jin; Cao, Zhongyu; Gao, Xuefei; et al.","Neuropsychologia Vol. 48, Iss. 1,  (Jan 2010): 201-210."
Death on the brain: Effects of mortality salience on the neural correlates of ingroup and outgroup categorization,"Henry, Erika A; Bartholow, Bruce D; Arndt, Jamie.","Social Cognitive and Affective Neuroscience Vol. 5, Iss. 1,  (Mar 2010): 77-87."
Neural signs of flexible categorization: Evidence from the flexibility of inclusion of humans in animal/non-animal categorization,"Long, Changquan; Liu, Qiang; Qiu, Jiang; Shen, Xiaying; Li, Sensen; et al.","Brain Research Vol. 1337,  (Jun 14, 2010): 64-73."
Determination of Sleep Stage Separation Ability of Features Extracted from EEG Signals Using Principle Component Analysis,"Vural, Cabir; Yildiz, Murat.","Journal of Medical Systems; New York Vol. 34, Iss. 1,  (Feb 2010): 83-9."
Discriminating Natural Image Statistics from Neuronal Population Codes,"Tajima, Satohiro; Okada, Masato.","PLoS One; San Francisco Vol. 5, Iss. 3,  (Mar 2010): e9704."
Repetition Enhancement for Frequency-Modulated but Not Unmodulated Sounds: A Human MEG Study,"Heinemann, Linda V; Rahm, Benjamin; Kaiser, Jochen; Gaese, Bernhard H; Altmann, Christian F.","PLoS One; San Francisco Vol. 5, Iss. 12,  (Dec 2010): e15548."
