Title,Authors,Journal
1D-local binary pattern based feature extraction for classification of epileptic EEG signals,"Kaya, Yilmaz; Uyar, Murat; Tekin, Ramazan; Yildirim, Selcuk.","Applied Mathematics and Computation Vol. 243,  (Sep 15, 2014): 209-219."
CLASSIFICATION OF EEG SIGNALS FOR DETECTION OF EPILEPTIC SEIZURES BASED ON WAVELETS AND STATISTICAL PATTERN RECOGNITION,"Gajic, Dragoljub; Djurovic, Zeljko; Stefano Di Gennaro; Gustafsson, Fredrik.","Biomedical Engineering: Applications, Basis, and Communications; Singapore Vol. 26, Iss. 2,  (Apr 2014)."
True Zero-Training Brain-Computer Interfacing – An Online Study,"Pieter-Jan Kindermans; Schreuder, Martijn; Schrauwen, Benjamin; Klaus-Robert Müller; Tangermann, Michael.","PLoS One; San Francisco Vol. 9, Iss. 7,  (Jul 2014): e102504."
A co-training algorithm for EEG classification with biomimetic pattern recognition and sparse representation,"Ren, Yuanfang; Wu, Yan; Ge, Yanbin.","Neurocomputing Vol. 137,  (Aug 1, 2014): 212-222."
EEG Mouse:A Machine Learning-Based Brain Computer Interface,"Alomari, Mohammad H; AbuBaker, Ayman; Turani, Aiman; Baniyounes, Ali M; Manasreh, Adnan.","International Journal of Advanced Computer Science and Applications; West Yorkshire Vol. 5, Iss. 4,  (2014)."
Sitting and standing intention can be decoded from scalp EEG recorded prior to movement execution,"Bulea, Thomas C; Prasad, Saurabh; Kilicarslan, Atilla; Contreras-Vidal, Jose L.","Frontiers in Neuroscience; Lausanne (Nov 25, 2014)."
Localization of brain electrical activity sources and hemodynamic activity foci during motor imagery,"Frolov, A A; Husek, D; Bobrov, P D; Mokienko, O A; Chernikova, LA; et al.","Human Physiology Vol. 40, Iss. 3,  (20140501): 273-283."
Bayesian common spatial patterns for multi-subject EEG classification,"Kang, Hyohyeong; Choi, Seungjin.","Neural Networks Vol. 57,  (Sep 2014): 39-50."
Classification of EEG abnormalities in partial epilepsy with simultaneous EEG-fMRI recordings,"Pedreira, C; Vaudano, A E; Thornton, R C; Chaudhary, U J; Vulliemoz, S; et al.","NeuroImage Vol. 99,  (Oct 2014): 461-476."
Cognitive state monitoring and the design of adaptive instruction in digital environments: lessons learned from cognitive workload assessment using a passive brain-computer interface approach,"Gerjets, Peter; Walter, Carina; Rosenstiel, Wolfgang; Bogdan, Martin; Zander, Thorsten O.","Frontiers in Neuroscience; Lausanne (Dec 9, 2014)."
Applying support vector regression analysis on grip force level-related corticomuscular coherence,"Rong, Yao; Han, Xixuan; Hao, Dongmei; Cao, Liu; Wang, Qing; et al.","Journal of Computational Neuroscience Vol. 37, Iss. 2,  (Oct 2014): 281-291."
An EEG Finger-Print of fMRI deep regional activation,"Meir-Hasson, Yehudit; Kinreich, Sivan; Podlipsky, Ilana; Hendler, Talma; Intrator, Nathan.","NeuroImage Vol. 102, Iss. Part 1,  (Nov 15, 2014): 128-141."
The Analytic Bilinear Discrimination of Single-Trial EEG Signals in Rapid Image Triage,"Yu, Ke; AI-Nashash, Hasan; Thakor, Nitish; Li, Xiaoping.","PLoS One; San Francisco Vol. 9, Iss. 6,  (Jun 2014): e100097."
Classification of imperfectly time-locked image RSVP events with EEG device,"Meng, Jia; Meriño, Lenis Mauricio; Robbins, Kay; Huang, Yufei.","Neuroinformatics Vol. 12, Iss. 2,  (Apr 2014): 261-275."
Decoding repetitive finger movements with brain activity acquired via non-invasive electroencephalography.,"Paek, Andrew Y; Agashe, Harshavardhan A; Contreras-Vidal, José L; National Library of Medicine.","Frontiers in neuroengineering Vol. 7,  (2014): 3."
Motor Imagery for Severely Motor-Impaired Patients: Evidence for Brain-Computer Interfacing as Superior Control Solution,"Höhne, Johannes; Holz, Elisa; Staiger-Sälzer, Pit; Klaus-Robert Müller; Kübler, Andrea; et al.","PLoS One; San Francisco Vol. 9, Iss. 8,  (Aug 2014): e104854."
Machine learning approach for classification of ADHD adults,"Tenev, Aleksandar; Markovska-Simoska, Silvana; Kocarev, Ljupco; Pop-Jordanov, Jordan; Müller, Andreas; et al.","International Journal of Psychophysiology Vol. 93, Iss. 1,  (Jul 2014): 162-166."
Predicting Epileptic Seizures in Advance,"Moghim, Negin; Corne, David W.","PLoS One; San Francisco Vol. 9, Iss. 6,  (Jun 2014): e99334."
Emotional state classification from EEG data using machine learning approach,"Wang, Xiao-Wei; Nie, Dan; Lu, Bao-Liang.","Neurocomputing: An International Journal Vol. 129,  (Apr 10, 2014): 94-106."
An Optimized Extreme Learning Machine for Epileptic Seizure Detection,"Murugavel, A S Muthanantha; Ramakrishnan, S.","IAENG International Journal of Computer Science Vol. 41, Iss. 4,  (Dec 2014): 212-221."
Bayesian common spatial patterns for multi-subject EEG classification,"Kang, Hyohyeong; Choi, Seungjin.","Neural Networks Vol. 57,  (Sep 1, 2014): 39-50. [Duplicate]"
