Title,Authors,Journal
Decoding P300 Variability Using Convolutional Neural Networks,"Solon, Amelia J; Lawhern, Vernon J; Touryan, Jonathan; McDaniel, Jonathan R; Ries, Anthony J; et al.","Frontiers in Human Neuroscience; Lausanne (Jun 14, 2019)."
Redundancy Removed Dual-Tree Discrete Wavelet Transform to Construct Compact Representations for Automated Seizure Detection,"Jiang, Xinyu; Xu, Ke; Zhang, Renjie; Ren, Haoran.","Applied Sciences; Basel Vol. 9, Iss. 23,  (2019): 5215."
A Channel-Projection Mixed-Scale Convolutional Neural Network for Motor Imagery EEG Decoding,"Yang, Li; Zhang, Xian-Rui; Zhang, Bin; Meng-Ying, Lei; Wei-Gang, Cui; et al.","IEEE Transactions on Neural Systems and Rehabilitation Engineering; New York Vol. 27, Iss. 6,  (2019): 1170-1180."
EEG-based image classification via a region-level stacked bi-directional deep learning framework,"Fares, Ahmed; Sheng-hua, Zhong; Jiang, Jianmin.","BMC Medical Informatics and Decision Making; London Vol. 19(Suppl 6),  (2019): 1-11."
Dynamics of brain activity reveal a unitary recognition signal,"Weidemann, Christoph T; Kahana, Michael J.","Journal of Experimental Psychology: Learning, Memory, and Cognition Vol. 45, Iss. 3,  (Mar 2019): 440-451."
A hierarchical architecture for recognising intentionality in mental tasks on a brain-computer interface,"Salazar-Ramirez, Asier; Martin, Jose I; Martinez, Raquel; Arruti, Andoni; Muguerza, Javier; et al.","PLoS One; San Francisco Vol. 14, Iss. 6,  (Jun 2019): e0218181."
EEG-Based Prediction of Cognitive Load in Intelligence Tests,"Friedman, Nir; Fekete, Tomer; Gal, Kobi; Shriki, Oren.","Frontiers in Human Neuroscience; Lausanne (Jun 11, 2019)."
Identifying stable patterns over time for emotion recognition from EEG,"Zheng, Wei-Long; Zhu, Jia-Yi; Lu, Bao-Liang.","IEEE Transactions on Affective Computing Vol. 10, Iss. 3,  (Jul 2019 - Sep 2019): 417-429."
EEG‐based age‐prediction models as stable and heritable indicators of brain maturational level in children and adolescents,"Marjolein M L J Z Vandenbosch; Dennis van 't Ent; Boomsma, Dorret I; Anokhin, Andrey P; Smit, Dirk J A.","Human Brain Mapping; San Antonio Vol. 40, Iss. 6,  (Apr 2019): 1919-1926."
Covariate shift estimation based adaptive ensemble learning for handling non-stationarity in motor imagery related EEG-based brain-computer interface.,"Raza, Haider; Rathee, Dheeraj; Zhou, Shang-Ming; Cecotti, Hubert; Prasad, Girijesh; et al.","Neurocomputing Vol. 343,  (May 28, 2019): 154-166."
Controlling Electronic Devices with Brain Rhythms/Electrical Activity Using Artificial Neural Network (ANN),"Yar Muhammad; Vaino, Daniil.","Bioengineering; Basel Vol. 6, Iss. 2,  (2019): 46."
Mining Within-Trial Oscillatory Brain Dynamics to Address the Variability of Optimized Spatial Filters,"Meinel, Andreas; Henrich Kolkhorst; Tangermann, Michael.","IEEE Transactions on Neural Systems and Rehabilitation Engineering; New York Vol. 27, Iss. 3,  (2019): 378-388."
The Decision Decoding ToolBOX (DDTBOX) – A Multivariate Pattern Analysis Toolbox for Event-Related Potentials,"Bode, Stefan; Feuerriegel, Daniel; Bennett, Daniel; Alday, Phillip M.","Neuroinformatics; Totowa Vol. 17, Iss. 1,  (Jan 2019): 27-42."
