Title,Authors,Journal
Individually Adapted Imagery Improves Brain-Computer Interface Performance in End-Users with Disability,"Scherer, Reinhold; Faller, Josef; Friedrich, Elisabeth V C; Opisso, Eloy; Costa, Ursula; et al.","PLoS One; San Francisco Vol. 10, Iss. 5,  (May 2015): e0123727."
Decoding objects of basic categories from electroencephalographic signals using wavelet transform and support vector machines,"Taghizadeh-Sarabi, Mitra; Daliri, Mohammad Reza; Niksirat, Kavous Salehzadeh.","Brain Topography Vol. 28, Iss. 1,  (Jan 2015): 33-46."
Learning a common dictionary for subject-transfer decoding with resting calibration,"Morioka, Hiroshi; Kanemura, Atsunori; Hirayama, Jun-ichiro; Shikauchi, Manabu; Ogawa, Takeshi; et al.","NeuroImage Vol. 111,  (May 2015): 167-178."
Learning a common dictionary for subject-transfer decoding with resting calibration,"Morioka, Hiroshi; Kanemura, Atsunori; Hirayama, Jun-ichiro; Shikauchi, Manabu; Ogawa, Takeshi; et al.","NeuroImage Vol. 111,  (May 1, 2015): 167-178. [Duplicate]"
Convolutional Neural Network for Multi-Category Rapid Serial Visual Presentation BCI,"Manor, Ran; Geva, Amir B.","Frontiers in Computational Neuroscience; Lausanne (Dec 2, 2015)."
Learning a common dictionary for subject-transfer decoding with resting calibration,"Morioka, Hiroshi; Kanemura, Atsunori; Hirayama, Jun-ichiro; Shikauchi, Manabu; Ogawa, Takeshi; et al.","NeuroImage, suppl. C; Amsterdam Vol. 111,  (May 1, 2015): 167-178. [Duplicate]"
SVM-based Brain–Machine Interface for controlling a robot arm through four mental tasks,"Hortal, E; Planelles, D; Costa, A; Iáñez, E; Úbeda, A; et al.","Neurocomputing: An International Journal Vol. 151, Iss. Part 1,  (Mar 3, 2015): 116-121."
Adaptive semi-supervised classification to reduce intersession non-stationarity in multiclass motor imagery-based brain–computer interfaces,"Nicolas-Alonso, Luis F; Corralejo, Rebeca; Gomez-Pilar, Javier; Álvarez, Daniel; Hornero, Roberto.","Neurocomputing: An International Journal Vol. 159,  (Jul 2, 2015): 186-196."
Randomly dividing homologous samples leads to overinflated accuracies for emotion recognition,"Liu, Shuang; Zhang, Di; Xu, Minpeng; Qi, Hongzhi; He, Feng; et al.","International Journal of Psychophysiology Vol. 96, Iss. 1,  (Apr 2015): 29-37."
A Generalizable Brain-Computer Interface (BCI) Using Machine Learning for Feature Discovery,"Nurse, Ewan S; Karoly, Philippa J; Grayden, David B; Freestone, Dean R.","PLoS One; San Francisco Vol. 10, Iss. 6,  (Jun 2015): e0131328."
Using within-subject pattern classification to understand lifespan age differences in oscillatory mechanisms of working memory selection and maintenance,"Karch, Julian D; Sander, Myriam C; von Oertzen, Timo; Brandmaier, Andreas M; Werkle-Bergner, Markus.","NeuroImage Vol. 118,  (September 2015): 538-552."
Electrode replacement does not affect classification accuracy in dual-session use of a passive brain-computer interface for assessing cognitive workload,"Estepp, Justin R; Christensen, James C.","Frontiers in Neuroscience; Lausanne (Mar 9, 2015)."
Music-induced emotions can be predicted from a combination of brain activity and acoustic features,"Daly, Ian; Williams, Duncan; Hallowell, James; Hwang, Faustina; Kirke, Alexis; et al.","Brain and Cognition Vol. 101,  (Dec 2015): 1-11."
Your brain on art: Emergent cortical dynamics during aesthetic experiences,"Kontson, Kimberly L; Megjhani, Murad; Brantley, Justin A; Cruz-Garza, Jesus G; Nakagome, Sho; et al.","Frontiers in Human Neuroscience Vol. 9,  (Nov 18, 2015)."
Personality cannot be predicted from the power of resting state EEG,"Korjus, Kristjan; Uusberg, Andero; Uusberg, Helen; Kuldkepp, Nele; Kreegipuu, Kairi; et al.","Frontiers in Human Neuroscience Vol. 9,  (Feb 13, 2015)."
A machine learning approach using auditory odd-ball responses to investigate the effect of Clozapine therapy,"Ravan, Maryam; Hasey, Gary; Reilly, James P; MacCrimmon, Duncan; Khodayari-Rostamabad, Ahmad.","Clinical Neurophysiology Vol. 126, Iss. 4,  (Apr 2015): 721-730."
Global cortical activity predicts shape of hand during grasping,"Agashe, Harshavardhan A; Paek, Andrew Y; Zhang, Yuhang; Contreras-Vidal, José L.","Frontiers in Neuroscience; Lausanne (Apr 9, 2015)."
"Implementation of the ""Labyrinth"" Game by Brain -Computer Interface Tools","Podoprikhin, DA.","Computational Mathematics and Modeling Vol. 26, Iss. 4,  (Oct 1, 2015): 555-565."
The PREP pipeline: standardized preprocessing for large-scale EEG analysis,"Bigdely-Shamlo, Nima; Mullen, Tim; Kothe, Christian; Su, Kyung-Min; Robbins, Kay A.","Frontiers in Neuroinformatics; Lausanne (Jun 18, 2015)."
A Real-Time Magnetoencephalography Brain-Computer Interface Using Interactive 3D Visualization and the Hadoop Ecosystem.,"McClay, Wilbert A; Yadav, Nancy; Ozbek, Yusuf; Haas, Andy; Attias, Hagaii T; et al.","Brain sciences Vol. 5, Iss. 4,  (September 30, 2015): 419-440."
The effects of facial color and inversion on the N170 event-related potential (ERP) component,"Minami, T; Nakajima, K; Changvisommid, L; Nakauchi, S.","Neuroscience Vol. 311,  (December 2015): 341-348."
Extracting latent brain states—Towards true labels in cognitive neuroscience experiments,"Porbadnigk, Anne K; Görnitz, Nico; Sannelli, Claudia; Binder, Alexander; Braun, Mikio; et al.","NeuroImage Vol. 120,  (Oct 15, 2015): 225-253."
Perception and Cognition of Cues Used in Synchronous Brain–Computer Interfaces Modify Electroencephalographic Patterns of Control Tasks,"Alonso-Valerdi, Luz María; Sepulveda, Francisco; Ramírez-Mendoza, Ricardo A.","Frontiers in Human Neuroscience; Lausanne (Nov 23, 2015)."
