Title,Authors,Journal
Time-frequency series based movement imagery classification,"Bhattacharyya, Sumanta; Mukul, Manoj Kumar.","International Journal of Biomedical Engineering and Technology; Geneva Vol. 27, Iss. 1-2,  (2018): 151-165."
Epileptic High-frequency Oscillations in Scalp Electroencephalography.,"Shibata, Takashi; Kobayashi, Katsuhiro; National Library of Medicine.","Acta medica Okayama Vol. 72, Iss. 4,  (August 2018): 325-329."
Time-Varying Time–Frequency Complexity Measures for Epileptic EEG Data Analysis,"Colominas, Marcelo A; Mohamad El Sayed Hussein Jomaa; Jrad, Nisrine; Humeau-Heurtier, Anne; Patrick Van Bogaert.","IEEE Transactions on Biomedical Engineering; New York Vol. 65, Iss. 8,  (2018): 1681-1688."
Variability and Predictors of Response to Continuous Theta Burst Stimulation: A TMS-EEG Study.,"Rocchi, Lorenzo; Ibáñez, Jaime; Benussi, Alberto; Hannah, Ricci; Rawji, Vishal; et al.","Frontiers in neuroscience Vol. 12,  (2018): 400."
Combining EEG signal processing with supervised methods for Alzheimer’s patients classification,"Fiscon, Giulia; Weitschek, Emanuel; Cialini, Alessio; Felici, Giovanni; Bertolazzi, Paola; et al.","BMC Medical Informatics and Decision Making; London Vol. 18,  (2018)."
Quantum theory of mass potentials,"Melkonian, Dmitriy; ⨯ Terry Blumenthal; Barin, Edward.","PLoS One; San Francisco Vol. 13, Iss. 7,  (Jul 2018): e0198929."
Variability and Predictors of Response to Continuous Theta Burst Stimulation: A TMS-EEG Study,"Rocchi, Lorenzo; Ibáñez, Jaime; Benussi, Alberto; Hannah, Ricci; Rawji, Vishal; et al.","Frontiers in Neuroscience; Lausanne (Jun 12, 2018)."
"Toward a reliable, automated method of individual alpha frequency (IAF) quantification","Corcoran, Andrew W; Alday, Phillip M; Schlesewsky, Matthias; Bornkessel‐Schlesewsky, Ina.","Psychophysiology Vol. 55, Iss. 7,  (Jul 2018): 1-21."
Time-frequency BSS of biosignals.,"Senay, Seda; National Library of Medicine.","Healthcare technology letters Vol. 5, Iss. 6,  (December 2018): 242-246."
Spatial Wavelet-Based Coherence and Coupling in EEG Signals With Eye Open and Closed During Resting State,"Lal Hussain; Aziz, Wajid; Sharjil Saeed; Idris, Adnan; Imtiaz Ahmad Awan; et al.","IEEE Access; Piscataway Vol. 6,  (2018): 37003-37022."
Power of Feedback-Induced Beta Oscillations Reflect Omission of Rewards: Evidence From an EEG Gambling Study.,"Yaple, Zachary; Martinez-Saito, Mario; Novikov, Nikita; Altukhov, Dmitrii; Shestakova, Anna; et al.","Frontiers in neuroscience Vol. 12,  (2018): 776."
Power of Feedback-Induced Beta Oscillations Reflect Omission of Rewards: Evidence From an EEG Gambling Study,"Yaple, Zachary; Martinez-Saito, Mario; Novikov, Nikita; Altukhov, Dmitrii; Shestakova, Anna; et al.","Frontiers in Neuroscience; Lausanne (Oct 30, 2018). [Duplicate]"
Cortical dynamics underpinning the self-other distinction of touch: A TMS-EEG study,"Pisoni, Alberto; Leonor Josefina Romero Lauro; Vergallito, Alessandra; Maddaluno, Ottavia; Bolognini, Nadia.","NeuroImage; Amsterdam Vol. 178,  (Sep 2018): 475-484."
Time‐frequency approaches to investigating changes in feedback processing during childhood and adolescence,"Bowers, M. E; Buzzell, G. A; Bernat, E. M; Fox, N. A; Barker, T. V.","Psychophysiology Vol. 55, Iss. 10,  (Oct 2018): 1-13."
Verbal working memory‐related neural network communication in schizophrenia,"Kustermann, Thomas; Popov, Tzvetan; Miller, Gregory A; Rockstroh, Brigitte.","Psychophysiology; Oxford Vol. 55, Iss. 9,  (Sep 2018)."
Occipital alpha power reveals fast attentional inhibition of incongruent distractors,"Janssens, Clio; De Loof, Esther; Boehler, C. Nico; Pourtois, Gilles; Verguts, Tom.","Psychophysiology Vol. 55, Iss. 3,  (Mar 2018): 1-11."
EEG-Based Emotion Recognition Using Quadratic Time-Frequency Distribution,"Alazrai, Rami; Homoud, Rasha; Alwanni, Hisham; Daoud, Mohammad I.","Sensors; Basel Vol. 18, Iss. 8,  (Aug 2018)."
Nonlinear Recurrent Dynamics and Long-Term Nonstationarities in EEG Alpha Cortical Activity: Implications for Choosing Adequate Segment Length in Nonlinear EEG Analyses,"Cerquera Alexander; Vollebregt, Madelon A; Arns Martijn.","Clinical EEG and Neuroscience; Wheaton Vol. 49, Iss. 2,  (Mar 2018): 71-78."
EEG predicts the attention level of elderly measured by RBANS,"Fahimi, Fatemeh; Goh, Wooi Boon; Tih-Shih, Lee; Guan, Cuntai.","International Journal of Crowd Science; Bingley Vol. 2, Iss. 3,  (2018): 272-282."
