Title,Authors,Journal
Impact of road traffic noise on functional connectivity of human brain networks,"Zou, Liyuan; Wang, Hong; Song, Guiqiu.","IOP Conference Series. Earth and Environmental Science; Bristol Vol. 252, Iss. 4,  (Apr 2019)."
Tonic Cold Pain Detection Using Choi–Williams Time-Frequency Distribution Analysis of EEG Signals: A Feasibility Study,"Alazrai, Rami; AL-Rawi, Saifaldeen; Alwanni, Hisham; Daoud, Mohammad I.","Applied Sciences; Basel Vol. 9, Iss. 16,  (2019): 3433."
Brain Rhythm Sequencing Using EEG Signals: A Case Study on Seizure Detection,"Jia Wen Li; Barma, Shovan; Mak, Peng Un; Pun, Sio Hang; Vai, Mang I.","IEEE Access; Piscataway Vol. 7,  (2019): 160112-160124."
A Deep Learning Framework for Decoding Motor Imagery Tasks of the Same Hand Using EEG Signals,"Alazrai, Rami; Abuhijleh, Motaz; Alwanni, Hisham; Daoud, Mohammad I.","IEEE Access; Piscataway Vol. 7,  (2019): 109612-109627."
Automated Detection of High Frequency Oscillations in Intracranial EEG Using the Combination of Short-Time Energy and Convolutional Neural Networks,"Lai, Dakun; Zhang, Xinyue; Ma, Kefei; Chen, Zichu; Chen, Wenjing; et al.","IEEE Access; Piscataway Vol. 7,  (2019): 82501-82511."
Preparing for hard times: Scalp and intracranial physiological signatures of proactive cognitive control,"De Loof, Esther; Vassena, Eliana; Janssens, Clio; De Taeye, Leen; Meurs, Alfred; et al.","Psychophysiology Vol. 56, Iss. 10,  (Oct 2019)."
Burst Suppression Segmentation of EEG Using Adaptive Binarization in Time and Frequency Domains,"Lee, Jaeyun; Shin, Hyun-Chool.","IEEE Access; Piscataway Vol. 7,  (2019): 54550-54561."
Redundancy Removed Dual-Tree Discrete Wavelet Transform to Construct Compact Representations for Automated Seizure Detection,"Jiang, Xinyu; Xu, Ke; Zhang, Renjie; Ren, Haoran.","Applied Sciences; Basel Vol. 9, Iss. 23,  (2019): 5215."
Comparison of Wavelet and RID-Rihaczek Based Methods for Phase-Amplitude Coupling,"Tamanna Tabassum Khan Munia; Aviyente, Selin.","IEEE Signal Processing Letters; New York Vol. 26, Iss. 12,  (2019): 1897-1901."
Epileptic Seizure Prediction With Multi-View Convolutional Neural Networks,"Chien-Liang, Liu; Xiao, Bin; Wen-Hoar Hsaio; Tseng, Vincent S.","IEEE Access; Piscataway Vol. 7,  (2019): 170352-170361."
Adaptive Bayesian Time-Frequency Analysis of Multivariate Time Series,"Li, Zeda; Krafty, Robert T.","Journal of the American Statistical Association; Alexandria Vol. 114, Iss. 525,  (Mar 2019): 453-465."
Time-time analysis of electroencephalogram signals for epileptic seizure detection,"Sheoran, Poonam; Saini, J S.","International Journal of Biomedical Engineering and Technology; Geneva Vol. 30, Iss. 2,  (2019): 113-131."
Recognition of emotional states using EEG signals based on time-frequency analysis and SVM classifier,"George, Fabian Parsia; Shaikat, Istiaque Mannafee; Prommy Sultana Ferdawoos Hossain; Parvez, Mohammad Zavid; Uddin, Jia.","International Journal of Electrical and Computer Engineering; Yogyakarta Vol. 9, Iss. 2,  (Apr 2019): 1012-1020."
THE POWER OF NEURAL OSCILLATIONS TO INFORM SENTENCE COMPREHENSION: A LINGUISTIC PERSPECTIVE.,"Prystauka, Yanina; Lewis, Ashley Glen; National Library of Medicine.","Language and linguistics compass Vol. 13, Iss. 9,  (September 2019)."
A Deep Transfer Convolutional Neural Network Framework for EEG Signal Classification,"Xu, Gaowei; Shen, Xiaoang; Chen, Sirui; Zong, Yongshuo; Zhang, Canyang; et al.","IEEE Access; Piscataway Vol. 7,  (2019): 112767-112776."
Automated Change-Point Detection of EEG Signals Based on Structural Time-Series Analysis,"Chen, Guangyuan; Lu, Guoliang; Shang, Wei; Xie, Zhaohong.","IEEE Access; Piscataway Vol. 7,  (2019): 180168-180180."
A Parametric Time-Frequency Conditional Granger Causality Method Using Ultra-Regularized Orthogonal Least Squares and Multiwavelets for Dynamic Connectivity Analysis in EEGs,"Yang, Li; Mengying Lei; Cui, Weigang; Guo, Yuzhu; Hua-Liang, Wei.","IEEE Transactions on Biomedical Engineering; New York Vol. 66, Iss. 12,  (2019): 3509-3525."
How much baseline correction do we need in ERP research? Extended GLM model can replace baseline correction while lifting its limits,"Alday, Phillip M.","Psychophysiology Vol. 56, Iss. 12,  (Dec 2019)."
Classification of Motor Imagery Using a Combination of User-Specific Band and Subject-Specific Band for Brain-Computer Interface,"Samuvel, Sam Gilvine.","Applied Sciences; Basel Vol. 9, Iss. 23,  (2019): 4990."
Aging Modulates the Resting Brain after a Memory Task: A Validation Study from Multivariate Models,"Artola, Garazi; Isusquiza, Erik; Errarte, Ane; Barrenechea, Maitane; Alberdi, Ane; et al.","Entropy; Basel Vol. 21, Iss. 4,  (2019): 411."
Convolutional Neural Network Based Approach Towards Motor Imagery Tasks EEG Signals Classification,"Chaudhary, Shalu; Taran, Sachin; Bajaj, Varun; Sengur, Abdulkadir.","IEEE Sensors Journal; New York Vol. 19, Iss. 12,  (2019): 4494-4500."
Time–Frequency Analysis of Electroencephalograph Signals Using the Hilbert–Huang Transform,A. Yu. Tychkov.,"Biomedical Engineering; New York Vol. 53, Iss. 2,  (2019): 102-107."
Algorithmic Complexity of EEG for Prognosis of Neurodegeneration in Idiopathic Rapid Eye Movement Behavior Disorder (RBD),"Ruffini, Giulio; Ibañez, David; Kroupi, Eleni; Gagnon, Jean-François; Montplaisir, Jacques; et al.","Annals of Biomedical Engineering; New York Vol. 47, Iss. 1,  (Jan 2019): 282."
Simple Convolutional Neural Network for Left-Right Hands Motor Imagery EEG Signals Classification,"Tian, Geliang; Liu, Yue.","International Journal of Cognitive Informatics & Natural Intelligence; Hershey Vol. 13, Iss. 3,  (Jul 2019): 36-49."
Distinguishing Old From New Referents During Discourse Comprehension: Evidence From ERPs and Oscillations,"Nieuwland, Mante S; Coopmans, Cas W; Sommers, Rowan P.","Frontiers in Human Neuroscience; Lausanne (Nov 14, 2019)."
Does the motor system contribute to the perception of changes in objects visual attributes? The neural dynamics of sensory binding by action,"Wamain, Yannick; Corveleyn, Xavier; Ott, Laurent; Coello, Yann.","Neuropsychologia Vol. 132,  (Sep 2019)."
Detection of EEG K-Complexes Using Fractal Dimension of Time Frequency Images Technique Coupled With Undirected Graph Features,"Al-Salman, Wessam; Li, Yan; Wen, Peng.","Frontiers in Neuroinformatics; Lausanne (Jun 28, 2019)."
A Dementia Classification Framework Using Frequency and Time-Frequency Features Based on EEG Signals,"Durongbhan, Pholpat; Zhao, Yifan; Chen, Liangyu; Zis, Panagiotis; De Marco, Matteo; et al.","IEEE Transactions on Neural Systems and Rehabilitation Engineering; New York Vol. 27, Iss. 5,  (2019): 826-835."
Prefrontal gamma oscillations reflect ongoing pain intensity in chronic back pain patients,"May, Elisabeth S; Nickel, Moritz M; Son Ta Dinh; Tiemann, Laura; Heitmann, Henrik; et al.","Human Brain Mapping; San Antonio Vol. 40, Iss. 1,  (Jan 2019): 293-305."
Pediatric Sleep Stage Classification Using Multi-Domain Hybrid Neural Networks,"Jeon, Yonghoon; Kim, Siwon; Choi, Hyun-Soo; Chung, Yoon Gi; Sun Ah Choi; et al.","IEEE Access; Piscataway Vol. 7,  (2019): 96495-96505."
Preparing for hard times: Scalp and intracranial physiological signatures of proactive cognitive control,"De Loof, Esther; Vassena, Eliana; Janssens, Clio; Leen De Taeye; Meurs, Alfred; et al.","Psychophysiology; Oxford Vol. 56, Iss. 10,  (Oct 2019). [Duplicate]"
Multivariate Variational Mode Decomposition,"Naveed ur Rehman; Aftab, Hania.","IEEE Transactions on Signal Processing; New York Vol. 67, Iss. 23,  (2019): 6039-6052."
Breakthrough percepts of famous faces,"Alsufyani, Abdulmajeed; Hajilou, Omid; Zoumpoulaki, Alexia; Filetti, Marco; Alsufyani, Hamed; et al.","Psychophysiology; Oxford Vol. 56, Iss. 1,  (Jan 2019)."
Empirical analysis of phase-amplitude coupling approaches,"Caiola, Michael; Devergnas, Annaelle; Holmes, Mark H; Wichmann, Thomas.","PLoS One; San Francisco Vol. 14, Iss. 7,  (Jul 2019): e0219264."
Neuronal dynamics enable the functional differentiation of resting state networks in the human brain,"Marino, Marco; Liu, Quanying; Samogin, Jessica; Tecchio, Franca; Cottone, Carlo; et al.","Human Brain Mapping; San Antonio Vol. 40, Iss. 5,  (Apr 2019): 1445-1457."
Feature Extraction and Simulation of EEG Signals During Exercise-Induced Fatigue,"Yang, Zhongwan; Ren, Huijie.","IEEE Access; Piscataway Vol. 7,  (2019): 46389-46398."
"Modulating neural oscillations by transcranial static magnetic field stimulation of the dorsolateral prefrontal cortex: A crossover, double‐blind, sham‐controlled pilot study","Sheffield, Alec; Ahn, Sangtae; Alagapan, Sankaraleengam; Fröhlich, Flavio.","European Journal of Neuroscience; Chichester Vol. 49, Iss. 2,  (Jan 2019): 250-262."
Neural patterns reveal single-trial information on absolute pitch and relative pitch perception,"Leipold, Simon; Greber, Marielle; Sele, Silvano; Jäncke, Lutz.","NeuroImage; Amsterdam Vol. 200,  (Oct 15, 2019): 132-141."
EEG Sensorimotor Correlates of Speed During Forearm Passive Movements,"Iwane, Fumiaki; Lisi, Giuseppe; Morimoto, Jun.","IEEE Transactions on Neural Systems and Rehabilitation Engineering; New York Vol. 27, Iss. 9,  (2019): 1667-1675."
