Title,Authors,Journal
Human Intracranial High Frequency Oscillations (HFOs) Detected by Automatic Time-Frequency Analysis,"Burnos, Sergey; Hilfiker, Peter; Oguzkan Sürücü; Scholkmann, Felix; Krayenbühl, Niklaus; et al.","PLoS One; San Francisco Vol. 9, Iss. 4,  (Apr 2014): e94381."
Concurrent working memory task decreases the Stroop interference effect as indexed by the decreased theta oscillations,"Zhao, Y; Tang, D; Hu, L; Zhang, L; Hitchman, G; et al.","Neuroscience Vol. 262,  (March 2014): 92-106."
Evaluating signal-correlated noise as a control task with language-related gamma activity on electrocorticography,"Brown, Erik C; Muzik, Otto; Rothermel, Robert; Juhász, Csaba; Shah, Aashit K; et al.","Clinical Neurophysiology Vol. 125, Iss. 7,  (Jul 2014): 1312-1323."
Time–frequency analysis of event-related potentials: A brief tutorial,"Herrmann, Christoph S; Rach, Stefan; Vosskuhl, Johannes; Strüber, Daniel.","Brain Topography Vol. 27, Iss. 4,  (Jul 2014): 438-450."
Linking brain electrical signals elicited by current outcomes with future risk decision-making,"Zhang, Dandan; Gu, Ruolei; Broster, Lucas S; Jiang, Yang; Luo, Wenbo; et al.","Frontiers in Behavioral Neuroscience; Lausanne (Mar 18, 2014)."
Alpha and theta brain oscillations index dissociable processes in spoken word recognition,"Straus, Antje; Kotz, Sonja A; Scharinger, Mathias; Obleser, Jonas.","NeuroImage Vol. 97,  (August 2014): 387-395."
Kinesthetic and vestibular information modulate alpha activity during spatial navigation: a mobile EEG study,"Ehinger, Benedikt Valerian; Fischer, Petra; Gert, Anna Lisa; Kaufhold, Lilli; Weber, Felix; et al.","Frontiers in Human Neuroscience; Lausanne (Feb 25, 2014)."
Kinesthesia in a sustained-attention driving task,"Chuang, Chun-Hsiang; Ko, Li-Wei; Jung, Tzyy-Ping; Lin, Chin-Teng.","NeuroImage Vol. 91,  (May 1, 2014): 187-202."
Alpha and theta brain oscillations index dissociable processes in spoken word recognition,"Strauß, Antje; Kotz, Sonja A; Scharinger, Mathias; Obleser, Jonas.","NeuroImage Vol. 97,  (Aug 15, 2014): 387-395. [Duplicate]"
Kinesthesia in a sustained-attention driving task,"Chuang, Chun-Hsiang; Ko, Li-Wei; Jung, Tzyy-Ping; Lin, Chin-Teng.","NeuroImage, suppl. C; Amsterdam Vol. 91,  (May 1, 2014): 187-202. [Duplicate]"
When holding your horses meets the deer in the headlights: Time-frequency characteristics of global and selective stopping under conditions of proactive and reactive control,"Lavallee, Christina F; Meemken, Marie T; Herrmann, Christoph S; Huster, Rene J.","Frontiers in Human Neuroscience Vol. 8,  (Dec 10, 2014)."
Frequency-pattern functional tomography of magnetoencephalography data allows new approach to the study of human brain organization,"Llinás, Rodolfo R; Ustinin, Mikhail N.","Frontiers in Neural Circuits; Lausanne (Apr 29, 2014)."
Removing artefacts from TMS-EEG recordings using independent component analysis: Importance for assessing prefrontal and motor cortex network properties,"Rogasch, Nigel C; Thomson, Richard H; Farzan, Faranak; Fitzgibbon, Bernadette M; Bailey, Neil W; et al.","NeuroImage Vol. 101,  (Nov 2014): 425-439."
Delayed Early Primary Visual Pathway Development in Premature Infants: High Density Electrophysiological Evidence,"Tremblay, Emmanuel; Vannasing, Phetsamone; Marie-Sylvie, Roy; Lefebvre, Francine; Kombate, Damelan; et al.","PLoS One; San Francisco Vol. 9, Iss. 9,  (Sep 2014): e107992."
EEG extended source localization: Tensor-based vs. conventional methods,"Becker, H; Albera, L; Comon, P; Haardt, M; Birot, G; et al.","NeuroImage Vol. 96,  (Aug 1, 2014): 143-157."
Time-frequency analysis of the event-related potentials associated with the Stroop test,"Ergen, Mehmet; Saban, Sara; Kirmizi-Alsan, Elif; Uslu, Atilla; Keskin-Ergen, Yasemin; et al.","International Journal of Psychophysiology Vol. 94, Iss. 3,  (Dec 1, 2014): 463-472."
Kinesthetic and vestibular information modulate alpha activity during spatial navigation: a mobile EEG study.,"Ehinger, Benedikt V; Fischer, Petra; Gert, Anna L; Kaufhold, Lilli; Weber, Felix; et al.","Frontiers in human neuroscience Vol. 8,  (2014): 71."
EEG beta suppression and low gamma modulation are different elements of human upright walking,"Seeber, Martin; Scherer, Reinhold; Wagner, Johanna; Solis-Escalante, Teodoro; Müller-Putz, Gernot R.","Frontiers in Human Neuroscience; Lausanne (Jul 8, 2014)."
An EEG Finger-Print of fMRI deep regional activation,"Meir-Hasson, Yehudit; Kinreich, Sivan; Podlipsky, Ilana; Hendler, Talma; Intrator, Nathan.","NeuroImage Vol. 102,  (Nov 2014): 128-141."
The contribution of different frequency bands of fMRI data to the correlation with EEG alpha rhythm,"Zhan, Zhichao; Xu, Lele; Zuo, Tian; Xie, Dongliang; Zhang, Jiacai; et al.","Brain Research Vol. 1543,  (Jan 2014): 235-243."
