Title,Authors,Journal
Time-frequency analysis of intracranial EEG in patients with myoclonic seizures,"Sun, Ying; Zhang, Guojun; Zhang, Xiaohua; Yan, Xiaoming; Li, Liping; et al.","Brain Research Vol. 1652,  (December 2016): 119-126."
Association between individual EEG characteristics and the level of intelligence,"Stankova, E P; Myshkin, I Y.","Moscow University Biological Sciences Bulletin; New York Vol. 71, Iss. 4,  (2016): 256-261."
Time-Frequency Strategies for Increasing High-Frequency Oscillation Detectability in Intracerebral EEG,"Roehri, Nicolas; Jean-Marc, Lina; Mosher, John C; Bartolomei, Fabrice; Christian-George Benar.","IEEE Transactions on Biomedical Engineering; New York Vol. 63, Iss. 12,  (2016): 2595-2606."
Oscillatory Dynamics Underlying Perceptual Narrowing of Native Phoneme Mapping from 6 to 12 Months of Age,"Ortiz-Mantilla, Silvia; Hamalainen, Jarmo A; Realpe-Bonilla, Teresa; Benasich, April A.","Journal of Neuroscience Vol. 36, Iss. 48,  (November 30, 2016): 12095-12105."
Effects of Stimulus-Driven and Goal-Directed Attention on Prepulse Inhibition of Brain Oscillations,"Annic, Agnès; Bourriez, Jean-Louis; Delval, Arnaud; Bocquillon, Perrine; Trubert, Claire; et al.","Frontiers in Human Neuroscience; Lausanne (Jul 29, 2016)."
Modeling cyclic variations in sustained human performance as measured by reaction time and the flash visual evoked potential-P2,"Case, Jason L; Arruda, James E; VanWormer, Lisa A.","International Journal of Psychophysiology Vol. 101,  (Mar 2016): 43-49."
Neuronal Oscillations in Various Frequency Bands Differ between Pain and Touch,"Michail, Georgios; Dresel, Christian; Witkovský, Viktor; Stankewitz, Anne; Schulz, Enrico.","Frontiers in Human Neuroscience; Lausanne (Apr 29, 2016)."
Robust seizure detection in EEG using 2D DWT of time-frequency distributions,"Yusaf, M; Nawaz, R; Iqbal, J.","Electronics Letters Vol. 52, Iss. 11,  (May 26, 2016): 902-903."
Accounting for microsaccadic artifacts in the EEG using independent component analysis and beamforming,"Craddock, Matt; Martinovic, Jasna; Müller, Matthias M.","Psychophysiology Vol. 53, Iss. 4,  (Apr 2016): 553-565."
Neuronal Oscillations in Various Frequency Bands Differ between Pain and Touch.,"Michail, Georgios; Dresel, Christian; Witkovský, Viktor; Stankewitz, Anne; Schulz, Enrico; et al.","Frontiers in human neuroscience Vol. 10,  (2016): 182. [Duplicate]"
The backtracking search optimization algorithm for frequency band and time segment selection in motor imagery-based brain-computer interfaces.,"Wei, Zhonghai; Wei, Qingguo; National Library of Medicine.","Journal of integrative neuroscience Vol. 15, Iss. 3,  (September 2016): 347-364."
Characterization of Subdural Stimulation-Induced Afterdischarge Activity Using the Continuous Wavelet Transform,"Amir-Homayoon Najmi; Webber, William R S; Lesser, Helen; Lesser, Ronald Peter.","IEEE Transactions on Biomedical Engineering; New York Vol. 63, Iss. 7,  (2016): 1440-1446."
Shortcomings/Limitations of Blockwise Granger Causality and Advances of Blockwise New Causality,"Hu, Sanqing; Jia, Xinxin; Zhang, Jianhai; Kong, Wanzeng; Cao, Yu.","IEEE Transactions on Neural Networks and Learning Systems; Piscataway Vol. 27, Iss. 12,  (2016): 2588-2601."
Neuronal oscillations in various frequency bands differ between pain and touch,"Michail, Georgios; Dresel, Christian; Witkovský, Viktor; Stankewitz, Anne; Schulz, Enrico.","Frontiers in Human Neuroscience Vol. 10,  (Apr 29, 2016). [Duplicate]"
Comparison Analysis: Granger Causality and New Causality and Their Applications to Motor Imagery,"Hu, Sanqing; Wang, Hui; Zhang, Jianhai; Kong, Wanzeng; Cao, Yu; et al.","IEEE Transactions on Neural Networks and Learning Systems; Piscataway Vol. 27, Iss. 7,  (2016): 1429-1444."
A multiwavelet-based time-varying model identification approach for time–frequency analysis of EEG signals,"Li, Yang; Luo, Mei-Lin; Li, Ke.","Neurocomputing: An International Journal Vol. 193,  (Jun 12, 2016): 106-114."
"Delta, theta, beta, and gamma brain oscillations index levels of auditory sentence processing","Mai, Guangting; Minett, James W; Wang, William S-Y.","NeuroImage Vol. 133,  (June 2016): 516-528."
EEG-Based Classification of Implicit Intention During Self-Relevant Sentence Reading,"Suh-Yeon Dong; Bo-Kyeong Kim; Soo-Young, Lee.","IEEE Transactions on Cybernetics; Piscataway Vol. 46, Iss. 11,  (2016): 2535-2542."
Visual deviant stimuli produce mismatch responses in the amplitude dynamics of neuronal oscillations,"Tugin, Sergei; Hernandez-Pavon, Julio C; Ilmoniemi, Risto J; Nikulin, Vadim V.","NeuroImage Vol. 142,  (November 2016): 645-655."
A multiwavelet-based time-varying model identification approach for time-frequency analysis of EEG signals,"Li, Yang Li; Luo, Mei-Lin Luo; Li, Ke.","Neurocomputing Vol. 193,  (June 12, 2016): 106-114. [Duplicate]"
Pain Related Cortical Oscillations: Methodological Advances and Potential Applications,"Peng, Weiwei; Tang, Dandan.","Frontiers in Computational Neuroscience; Lausanne (Feb 4, 2016)."
Long-Range Temporal Correlations in the amplitude of alpha oscillations predict and reflect strength of intracortical facilitation: Combined TMS and EEG study,"Fedele, Tommaso; Blagovechtchenski, Evgeny; Nazarova, Maria; Iscan, Zafer; Moiseeva, Victoria; et al.","Neuroscience Vol. 331,  (September 2016): 109-119."
Modeling cyclic variations in sustained human performance as measured by reaction time and the flash visual evoked potential-P2,"Casea, Jason L; Arrudaa, James E; VanWormerb, Lisa A.","International Journal of Psychophysiology Vol. 101,  (March 1, 2016): 43-49. [Duplicate]"
Functional Equivalence of Imagined vs. Real Performance of an Inhibitory Task: An EEG/ERP Study.,"Galdo-Alvarez, Santiago; Bonilla, Fidel M; González-Villar, Alberto J; Carrillo-de-la-Peña, María T; National Library of Medicine.","Frontiers in human neuroscience Vol. 10,  (2016): 467."
Connectivity Measures in EEG Microstructural Sleep Elements,"Sakellariou, Dimitris; Koupparis, Andreas M; Kokkinos, Vasileios; Koutroumanidis, Michalis; Kostopoulos, George K.","Frontiers in Neuroinformatics; Lausanne (Feb 17, 2016)."
Investigating Power Density and the Degree of Nonlinearity in Intrinsic Components of Anesthesia EEG by the Hilbert-Huang Transform: An Example Using Ketamine and Alfentanil,"Feng-Fang, Tsai; Shou-Zen Fan; Yi-Shiuan Lin; Huang, Norden E; Jia-Rong Yeh.","PLoS One; San Francisco Vol. 11, Iss. 12,  (Dec 2016): e0168108."
