Title,Authors,Journal
The impact of prestimulus EEG frequency on auditory evoked potentials during sleep onset,"Colrain, Ian M; Di Parsia, Patricia; Gora, John.","Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale Vol. 54, Iss. 4,  (Dec 2000): 243-254."
The impact of prestimulus EEG frequency on auditory evoked potentials during sleep onset,"Colrain, Ian M; Di Parsia, Patricia; Gora, John.","Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale Vol. 54, Iss. 4,  (Dec 2000): 243-254. [Duplicate]"
Schizophrenia: Reduced signal-to-noise ratio and impaired phase-locking during information processing,"Winterer, G; Ziller, M; Dorn, H; Frick, K; Mulert, C; et al.","Clinical Neurophysiology Vol. 111, Iss. 5,  (May 2000): 837-849."
Alpha oscillations as an indicator of dynamic memory operations—anticipation of omitted stimuli,"Maltseva, Irina; Geissler, Hans-Georg; Başar, Erol.","International Journal of Psychophysiology Vol. 36, Iss. 3,  (Jun 2000): 185-197."
Neuronal and glial membrane potentials during sleep and paroxysmal oscillations in the neocortex,"Amzica, Florin; Steriade, Mircea.","The Journal of Neuroscience Vol. 20, Iss. 17,  (Sep 2000): 6648-6665."
Ultradian oscillations in cranial thermoregulation and electroencephalographic slow-wave activity during sleep are abnormal in humans with annual winter depression,"Schwartz, Paul J; Rosenthal, Norman E; Kajimura, Naofumi; Han, Ling; Turner, Erick H; et al.","Brain Research Vol. 866, Iss. 1-2,  (Jun 2000): 152-167."
Perception of complex sounds: N1 latency codes pitch and topography codes spectra,"Crottaz-Herbette, S; Ragot, R.","Clinical Neurophysiology Vol. 111, Iss. 10,  (Oct 2000): 1759-1766."
Individual differences in mismatch negativity measures of involuntary attention shift,"Sasaki, Toshinori; Campbell, Kenneth B; Bazana, P. Gordon; Stelmack, Robert M.","Clinical Neurophysiology Vol. 111, Iss. 9,  (Sep 2000): 1553-1560."
On the processing of spatial frequencies as revealed by evoked-potential source modeling,"Kenemans, J. L; Baas, J. M. P; Mangun, G. R; Lijffijt, M; Verbaten, M. N.","Clinical Neurophysiology Vol. 111, Iss. 6,  (Jun 2000): 1113-1123."
Neural compensation for mechanical differences between hand and foot during coupled oscillations of the two segments,"Baldissera, F; Borroni, P; Cavallari, P.","Experimental Brain Research Vol. 133, Iss. 2,  (Jul 5, 2000): 165-177."
Oscillatory gamma activity in humans: a possible role for object representation,"Bertrand, O; Tallon-Baudry, C.","International Journal of Psychophysiology Vol. 38, Iss. 3,  (Dec 1, 2000): 211-223."
Gamma and beta frequency oscillations in response to novel auditory stimuli: A comparison of human electroencephalogram (EEG) data with in vitro models,"Haenschel, C; Baldeweg, T; Croft, R J; Whittington, M; Gruzelier, J.","Proceedings of the National Academy of Sciences, USA Vol. 97, Iss. 13,  (Jun 20, 2000): 7645-7650."
Changes in direct current (DC) potentials and infra-slow EEG oscillations at the onset of the luteinizing hormone (LH) pulse,"Marshall, Lisa; Molle, Matthias; Fehm, Horst L; Born, Jan.","European Journal of Neuroscience Vol. 12, Iss. 11,  (November 2000): 3935-3943."
