Title,Authors,Journal
Ethanol reduces the phase locking of neural activity in human and rodent brain,"Ehlers, Cindy L; Wills, Derek N; Havstad, James.","Brain Research Vol. 1450,  (Apr 2012): 67-79."
Neural Synchrony during Response Production and Inhibition,"Müller, Viktor; Anokhin, Andrey P.","PLoS One; San Francisco Vol. 7, Iss. 6,  (Jun 2012): e38931."
Time-Frequency Analysis of Chemosensory Event-Related Potentials to Characterize the Cortical Representation of Odors in Humans,"Huart, Caroline; Legrain, Valéry; Hummel, Thomas; Rombaux, Philippe; Mouraux, André.","PLoS One; San Francisco Vol. 7, Iss. 3,  (Mar 2012): e33221."
Source Analysis of Beta-Synchronisation and Cortico-Muscular Coherence after Movement Termination Based on High Resolution Electroencephalography,"Muthuraman, Muthuraman; Gertrúd Tamás; Hellriegel, Helge; Deuschl, Günther; Raethjen, Jan.","PLoS One; San Francisco Vol. 7, Iss. 3,  (Mar 2012): e33928."
Dynamic BOLD functional connectivity in humans and its electrophysiological correlates,"Tagliazucchi, Enzo; Von Wegner, Frederic; Morzelewski, Astrid; Brodbeck, Verena; Laufs, Helmut.","Frontiers in Human Neuroscience; Lausanne (Dec 28, 2012)."
Lateralization of frequency-specific networks for covert spatial attention to auditory stimuli,"Thorpe, Samuel; D'Zmura, Michael; Srinivasan, Ramesh.","Brain Topography Vol. 25, Iss. 1,  (Jan 2012): 39-54."
Granger Causality Analysis of Steady-State Electroencephalographic Signals during Propofol-Induced Anaesthesia,"Barrett, Adam B; Murphy, Michael; Marie-Aurélie Bruno; Noirhomme, Quentin; Boly, Mélanie; et al.","PLoS One; San Francisco Vol. 7, Iss. 1,  (Jan 2012): e29072."
A personalized history of EEG-fMRI integration,"Laufs, Helmut.","NeuroImage; Amsterdam Vol. 62, Iss. 2,  (Aug 15, 2012): 1056-1067."
A personalized history of EEG-fMRI integration,"Laufs, Helmut.","NeuroImage Vol. 62, Iss. 2,  (Aug 15, 2012): 1056-1067. [Duplicate]"
Decoding an Individual's Sensitivity to Pain from the Multivariate Analysis of EEG Data,"Schulz, Enrico; Zherdin, Andrew; Tiemann, Laura; Plant, Claudia; Ploner, Markus.","Cerebral Cortex Vol. 22, Iss. 5,  (0, 2012): 1118-1123."
Disturbed oscillatory brain dynamics in subcortical ischemic vascular dementia,"van Straaten, Elisabeth C. W; de Haan, Willem; de Waal, Hanneke; Scheltens, Philip; van der Flier, Wiesje M; et al.","BMC Neuroscience Vol. 13,  (Jul 24, 2012)."
Oscillatory EEG correlates of arithmetic strategies: A training study,"Grabner, Roland H; De Smedt, Bert.","Frontiers in Psychology Vol. 3,  (Oct 19, 2012)."
A precluding but not ensuring role of entrained low-frequency oscillations for auditory perception,"Ng, Benedict Shien Wei; Schroeder, Tim; Kayser, Christoph.","The Journal of Neuroscience Vol. 32, Iss. 35,  (Aug 29, 2012): 12268-12276."
Oscillatory Brain Correlates of Live Joint Attention: A Dual-EEG Study,"Lachat, Fanny; hugeville, laurent; lemarechal, jean-didier; Conty, Laurence; George, Nathalie.","Frontiers in Human Neuroscience; Lausanne (Jun 1, 2012)."
Time-frequency analysis of short-lasting modulation of EEG induced by intracortical and transcallosal paired TMS over motor areas,"Manganotti, Paolo; Formaggio, Emanuela; Storti, Silvia Francesca; De Massari, Daniele; Zamboni, Alessandro; et al.","Journal of Neurophysiology Vol. 107, Iss. 9,  (May 1, 2012): 2475-2484."
Task-specific modulation of effective connectivity during two simple unimanual motor tasks: A 122-channel EEG study,"Herz, Damian M; Christensen, Mark S; Reck, Christiane; Florin, Esther; Barbe, Michael T; et al.","NeuroImage; Amsterdam Vol. 59, Iss. 4,  (Feb 15, 2012): 3187-3193."
Automated sleep stage identification system based on time-frequency analysis of a single EEG channel and random forest classifier,"Fraiwan, Luay; Lweesy, Khaldon; Khasawneh, Natheer; Wenz, Heinrich; Dickhaus, Hartmut.","Computer Methods and Programs in Biomedicine Vol. 108, Iss. 1,  (Oct 1, 2012): 10-19."
Are high-frequency (600 Hz) oscillations in human somatosensory evoked potentials due to phase-resetting phenomena?,"Waterstraat, Gunnar; Telenczuk, Bartosz; Burghoff, Martin; Fedele, Tommaso; Scheer, Hans J; et al.","Clinical Neurophysiology Vol. 123, Iss. 10,  (Oct 2012): 2064-2073."
Behavioral and Neuronal Investigations of Hypervigilance in Patients with Fibromyalgia Syndrome,"Tiemann, Laura; Schulz, Enrico; Winkelmann, Andreas; Ronel, Joram; Henningsen, Peter; et al.","PLoS One; San Francisco Vol. 7, Iss. 4,  (Apr 2012): e35068."
Neural aftereffects of errors in a stop-signal task,"Beyer, Frederike; Münte, Thomas F; Fischer, Julia; Krämer, Ulrike M.","Neuropsychologia Vol. 50, Iss. 14,  (Dec 2012): 3304-3312."
Gamma Activation in Young People with Autism Spectrum Disorders and Typically-Developing Controls When Viewing Emotions on Faces,"Wright, Barry; Alderson-Day, Ben; Prendergast, Garreth; Bennett, Sophie; Jordan, Jo; et al.","PLoS One; San Francisco Vol. 7, Iss. 7,  (Jul 2012): e41326."
"Open label, randomized, crossover pilot trial of high‐resolution, relational, resonance‐based, electroencephalic mirroring to relieve insomnia","Tegeler, Charles H; Kumar, Sandhya R; Conklin, Dave; Lee, Sung W; Gerdes, Lee; et al.","Brain and Behavior; Los Angeles Vol. 2, Iss. 6,  (Nov 2012): 814-824."
Alpha-band phase synchrony is related to activity in the fronto-parietal adaptive control network,"Sadaghiani, Sepideh; Scheeringa, René; Lehongre, Katia; Morillon, Benjamin; Giraud, Anne-Lise; et al.","The Journal of Neuroscience Vol. 32, Iss. 41,  (Oct 10, 2012): 14305-14310."
Developmental Trajectories of Resting EEG Power: An Endophenotype of Autism Spectrum Disorder,"Tierney, Adrienne L; Gabard-Durnam, Laurel; Vogel-Farley, Vanessa; Tager-Flusberg, Helen; Nelson, Charles A.","PLoS One; San Francisco Vol. 7, Iss. 6,  (Jun 2012): e39127."
Beta- and gamma-range human lower limb corticomuscular coherence,"Gwin, Joseph T; Ferris, Daniel P.","Frontiers in Human Neuroscience; Lausanne (Sep 11, 2012)."
Brain oscillations and functional connectivity during overt language production,"Ewald, Arne; Aristei, Sabrina; Nolte, Guido; Abdel Rahman, Rasha.","Frontiers in Psychology Vol. 3,  (Jun 7, 2012)."
Beta oscillations relate to the N400m during language comprehension,"Wang, Lin; Jensen, Ole; van den Brink, Danielle; Weder, Nienke; Schoffelen, Jan-Mathijs; et al.","Human Brain Mapping Vol. 33, Iss. 12,  (Dec 2012): 2898-2912."
Coupling between Intrinsic Prefrontal HbO2 and Central EEG Beta Power Oscillations in the Resting Brain,"Pfurtscheller, Gert; Daly, Ian; Bauernfeind, Günther; Müller-Putz, Gernot R.","PLoS One; San Francisco Vol. 7, Iss. 8,  (Aug 2012): e43640."
"The origin of extracellular fields and currents—EEG, ECoG, LFP and spikes","Buzsáki, György; Anastassiou, Costas A; Koch, Christof.","Nature Reviews Neuroscience Vol. 13, Iss. 6,  (Jun 2012): 407-420."
"The Dynamics of Visual Experience, an EEG Study of Subjective Pattern Formation","Elliott, Mark A; Twomey, Deirdre; Glennon, Mark.","PLoS One; San Francisco Vol. 7, Iss. 1,  (Jan 2012): e30830."
Long Lasting Modulation of Cortical Oscillations after Continuous Theta Burst Transcranial Magnetic Stimulation,"Noh, Nor Azila; Fuggetta, Giorgio; Manganotti, Paolo; Fiaschi, Antonio.","PLoS One; San Francisco Vol. 7, Iss. 4,  (Apr 2012): e35080."
No Counterpart of Visual Perceptual Echoes in the Auditory System,"Barkın İlhan; VanRullen, Rufin.","PLoS One; San Francisco Vol. 7, Iss. 11,  (Nov 2012): e49287."
Human Cortical Traveling Waves: Dynamical Properties and Correlations with Responses,"Patten, Timothy M; Rennie, Christopher J; Robinson, Peter A; Gong, Pulin.","PLoS One; San Francisco Vol. 7, Iss. 6,  (Jun 2012): e38392."
The effect of chronic cannabinoids on broadband EEG neural oscillations in humans,"Skosnik, Patrick D; D'Souza, Deepak C; Steinmetz, Adam B; Edwards, Chad R; Vollmer, Jennifer M; et al.","Neuropsychopharmacology Vol. 37, Iss. 10,  (Sep 2012): 2184-2193."
Extraversion and anterior vs. posterior DMN activity during self-referential thoughts.,"Knyazev, Gennady G; National Library of Medicine.","Frontiers in human neuroscience Vol. 6,  (2012): 348."
Distortion products and their influence on representation of pitch-relevant information in the human brainstem for unresolved harmonic complex tones,"Smalt, Christopher J; Krishnan, Ananthanarayan; Bidelman, Gavin M; Ananthakrishnan, Saradha; Gandour, Jackson T.","Hearing Research Vol. 292, Iss. 1-2,  (Oct 2012): 26-34."
Resting-State Network Disruption and APOE Genotype in Alzheimer's Disease: A lagged Functional Connectivity Study,"Canuet, Leonides; Tellado, Ivan; Couceiro, Veronica; Fraile, Carmen; Fernandez-Novoa, Lucia; et al.","PLoS One; San Francisco Vol. 7, Iss. 9,  (Sep 2012): e46289."
Brain's alpha activity is highly reduced in euthymic bipolar disorder patients.,"Başar, E; Güntekin, B; Atagün, I; Turp Gölbaşı, B; Tülay, E; et al.","Cognitive neurodynamics Vol. 6, Iss. 1,  (February 2012): 11-20."
Towards non-invasive multi-unit spike recordings: Mapping 1 kHz EEG signals over human somatosensory cortex,"Fedele, T; Scheer, H. J; Waterstraat, G; Telenczuk, B; Burghoff, M; et al.","Clinical Neurophysiology Vol. 123, Iss. 12,  (Dec 2012): 2370-2376."
Inter-Hemispheric Oscillations in Human Sleep,"Imbach, Lukas L; Werth, Esther; Kallweit, Ulf; Sarnthein, Johannes; Scammell, Thomas E; et al.","PLoS One; San Francisco Vol. 7, Iss. 11,  (Nov 2012): e48660."
The Brain Matures with Stronger Functional Connectivity and Decreased Randomness of Its Network,"Smit, Dirk J A; Boersma, Maria; Schnack, Hugo G; Micheloyannis, Sifis; Boomsma, Dorret I; et al.","PLoS One; San Francisco Vol. 7, Iss. 5,  (May 2012): e36896."
Coupling between gamma oscillation and fMRI signal in the rat somatosensory cortex: Its dependence on systemic physiological parameters,"Sumiyoshi, Akira; Suzuki, Hideaki; Ogawa, Takeshi; Riera, Jorge J; Shimokawa, Hiroaki; et al.","NeuroImage Vol. 60, Iss. 1,  (March 2012): 738-746."
Adenosine Deaminase Polymorphism Affects Sleep EEG Spectral Power in a Large Epidemiological Sample,"Diego Robles Mazzotti; Guindalini, Camila; Altay Alves Lino de Souza; Sato, João Ricardo; Santos-Silva, Rogério; et al.","PLoS One; San Francisco Vol. 7, Iss. 8,  (Aug 2012): e44154."
Extraversion and fronto-posterior EEG spectral power gradient: An independent component analysis,"Knyazev, Gennady G; Bocharov, Andrey V; Pylkova, Liudmila V.","Biological Psychology Vol. 89, Iss. 2,  (Feb 2012): 515-524."
Memory signals from the thalamus: Early thalamocortical phase synchronization entrains gamma oscillations during long-term memory retrieval,"Staudigl, Tobias; Zaehle, Tino; Voges, Jürgen; Hanslmayr, Simon; Esslinger, Christine; et al.","Neuropsychologia Vol. 50, Iss. 14,  (Dec 2012): 3519-3527."
Human Gamma Oscillations during Slow Wave Sleep,"Valderrama, Mario; Crépon, Benoît; Botella-Soler, Vicente; Martinerie, Jacques; Hasboun, Dominique; et al.","PLoS One; San Francisco Vol. 7, Iss. 4,  (Apr 2012): e33477."
The Dynamics of Sensorimotor Cortical Oscillations during the Observation of Hand Movements: An EEG Study,"Avanzini, Pietro; Fabbri-Destro, Maddalena; Riccardo Dalla Volta; Daprati, Elena; Rizzolatti, Giacomo; et al.","PLoS One; San Francisco Vol. 7, Iss. 5,  (May 2012): e37534."
How Bodies and Voices Interact in Early Emotion Perception,"Jessen, Sarah; Obleser, Jonas; Kotz, Sonja A.","PLoS One; San Francisco Vol. 7, Iss. 4,  (Apr 2012): e36070."
The behavioral significance of coherent resting-state oscillations after stroke,"Dubovik, Sviatlana; Pignat, Jean-Michel; Ptak, Radek; Aboulafia, Tatiana; Allet, Lara; et al.","NeuroImage Vol. 61, Iss. 1,  (May 2012): 249-257."
Conscious updating is a rhythmic process,"Chakravarthi, Ramakrishna; VanRullen, Rufin.","PNAS Proceedings of the National Academy of Sciences of the United States of America Vol. 109, Iss. 26,  (Jun 26, 2012): 10599-10604."
Suppressed Alpha Oscillations Predict Intelligibility of Speech and its Acoustic Details,"Obleser, Jonas; Weisz, Nathan.","Cerebral Cortex Vol. 22, Iss. 11,  (November 2012): 2466-2477."
Automatic detection of fast oscillations (40–200Hz) in scalp EEG recordings,"von Ellenrieder, Nicolás; Andrade-Valença, Luciana P; Dubeau, François; Gotman, Jean.","Clinical Neurophysiology Vol. 123, Iss. 4,  (Apr 2012): 670-680."
EEG oscillatory states as neuro-phenomenology of consciousness as revealed from patients in vegetative and minimally conscious states,"Fingelkurts, Alexander A; Fingelkurts, Andrew A; Bagnato, Sergio; Boccagni, Cristina; Galardi, Giuseppe.","Consciousness and Cognition; San Diego Vol. 21, Iss. 1,  (Mar 2012): 149-169."
Intra- and interbrain synchronization and network properties when playing guitar in duets,"Sänger, Johanna; Müller, Viktor; Lindenberger, Ulman.","Frontiers in Human Neuroscience; Lausanne (Nov 29, 2012)."
