Title,Authors,Journal
Spontaneous EEG alpha oscillation interacts with positive and negative BOLD responses in the visual–auditory cortices and default-mode network,"Mayhew, Stephen D; Ostwald, Dirk; Porcaro, Camillo; Bagshaw, Andrew P.","NeuroImage Vol. 76,  (Aug 1, 2013): 362-372."
Co-localizing linguistic and musical syntax with intracranial EEG,"Sammler, Daniela; Koelsch, Stefan; Ball, Tonio; Brandt, Armin; Grigutsch, Maren; et al.","NeuroImage Vol. 64,  (Jan 1, 2013): 134-146."
Large-scale brain functional modularity is reflected in slow electroencephalographic rhythms across the human non-rapid eye movement sleep cycle,"Tagliazucchi, Enzo; von Wegner, Frederic; Morzelewski, Astrid; Brodbeck, Verena; Borisov, Sergey; et al.","NeuroImage Vol. 70,  (Apr 15, 2013): 327-339."
Soldiers and marksmen under fire: Monitoring performance with neural correlates of small arms fire localization,"Sherwin, Jason; Gaston, Jeremy.","Frontiers in Human Neuroscience Vol. 7,  (Mar 18, 2013)."
Effects of sutures and fontanels on MEG and EEG source analysis in a realistic infant head model,"Lew, Seok; Sliva, Danielle D; Choe, Myong-sun; Grant, P. Ellen; Okada, Yoshio; et al.","NeuroImage Vol. 76,  (Aug 1, 2013): 282-293."
A randomized controlled open-label study of right and left lateral EEG biofeedback treatment of generalized anxiety disorder,"Hou, Yue; Wang, Yu-Ping; Zhan, Shu-Qin; Li, Ning; Huang, Zhao-Yang; et al.","Chinese Mental Health Journal Vol. 27, Iss. 3,  (Mar 2013): 236-240."
A psychophysiological investigation of threat and reward sensitivity in individuals with panic disorder and/or major depressive disorder,"Shankman, Stewart A; Nelson, Brady D; Sarapas, Casey; Robison-Andrew, E. Jenna; Campbell, Miranda L; et al.","Journal of Abnormal Psychology Vol. 122, Iss. 2,  (May 2013): 322-338."
Modelling hemodynamic response function in epilepsy,"Storti, S. F; Formaggio, E; Bertoldo, A; Manganotti, P; Fiaschi, A; et al.","Clinical Neurophysiology Vol. 124, Iss. 11,  (Nov 2013): 2108-2118."
Predicting purchase decision: The role of hemispheric asymmetry over the frontal cortex,"Ravaja, Niklas; Somervuori, Outi; Salminen, Mikko.","Journal of Neuroscience, Psychology, and Economics Vol. 6, Iss. 1,  (Mar 2013): 1-13."
Functional hemispheric asymmetries of global/local processing mirrored by the steady-state visual evoked potential,"Martens, Ulla; Hübner, Ronald.","Brain and Cognition Vol. 81, Iss. 2,  (Mar 2013): 161-166."
