Title,Authors,Journal
EEG asymmetry responses to lavender and rosemary aromas in adults and infants,"Sanders, Chris; Diego, Miguel; Fernandez, Mercedes; Field, Tiffany; Hernandez-Reif, Maria; et al.","International Journal of Neuroscience Vol. 112, Iss. 11,  (Nov 2002): 1305-1320."
The impact of clozapine on electrophysiological features: How can we utilize the findings?,"Price, Gregory W; Hills, Samantha; Mann, Peter J.","International Journal of Psychiatry in Clinical Practice Vol. 6, Iss. 2,  (Jun 2002): 95-102."
A Rett patient with a typical Angelman EEG,"Laan, Laura A. E. M; Vein, A. A.","Epilepsia Vol. 43, Iss. 12,  (Dec 2002): 1590-1592."
Application of repetitive visual stimulation to EEG neurofeedback protocols,"Collura, Thomas F.","Journal of Neurotherapy Vol. 6, Iss. 2,  (2002): 47-70."
Relative right versus left frontal EEG in neonates,"Field, Tiffany; Diego, Miguel; Hernandez-Reif, Maria; Schanberg, Saul; Kuhn, Cynthia.","Developmental Psychobiology Vol. 41, Iss. 2,  (Sep 2002): 147-155."
Reliablility and validity of neuroelectric source imaging in primary somatosensory cortex of human upper limb amputees,"Schaefer, Michael; Mühlnickel, Werner; Grüsser, Sabine M; Flor, Herta.","Brain Topography Vol. 15, Iss. 2,  (Jan 2002 - Mar 2002): 95-106."
Affective responses to EEG preparation and their link to resting anterior EEG symmetry,"Blackhart, Ginette C; Kline, John P; Donohue, Keith F; LaRowe, Stephen D; Joiner, Thomas E.","Personality and Individual Differences Vol. 32, Iss. 1,  (Jan 2002): 167-174."
EEG coherence following acute and chronic clozapine in treatment-resistant schizophrenics,"Knott, Verner J; LaBelle, Alain; Jones, Barry; Mahoney, Colleen.","Experimental and Clinical Psychopharmacology Vol. 10, Iss. 4,  (Nov 2002): 435-444."
Interhemispheric asymmetry of human sleep EEG in response to selective slow-wave sleep deprivation,"Ferrara, Michele; De Gennaro, Luigi; Curcio, Giuseppe; Cristiani, Riccardo; Bertini, Mario.","Behavioral Neuroscience Vol. 116, Iss. 6,  (Dec 2002): 976-981."
On-coupling and off-coupling of neocortical areas in chess experts and novices as revealed by evoked EEG coherence measures and factor-based topological analysis--a pilot study,"Volke, H. -J; Dettmar, P; Richter, P; Rudolf, M; Buhss, U.","Journal of Psychophysiology Vol. 16, Iss. 1,  (2002): 23-36."
Alcohol-induced alterations in ERD/ERS during an auditory memory task,"Krause, Christina M; Aromäki, Anu; Sillanmäki, Lauri; Åström, Teresia; Alanko, Katarina; et al.","Alcohol Vol. 26, Iss. 3,  (Apr 2002): 145-153."
Does resting electroencephalograph asymmetry reflect a trait? An application of latent state-trait theory,"Hagemann, Dirk; Naumann, Ewald; Thayer, Julian F; Bartussek, Dieter.","Journal of Personality and Social Psychology Vol. 82, Iss. 4,  (Apr 2002): 619-641."
Periodic leg movements in REM sleep behavior disorder and related autonomic and EEG activation,"Fantini, M. L; Michaud, M; Gosselin, N; Lavigne, G; Montplaisir, J.","Neurology Vol. 59, Iss. 12,  (Dec 2002): 1889-1894."
Cortical hypoactivation during resting EEG in schizophrenics but not in depressives and schizotypal subjects as revealed by low resolution electromagnetic tomography (LORETA),"Mientus, Susanne; Gallinat, Jürgen; Wuebben, Yvonne; Pascual-Marqui, Roberto D; Mulert, Christoph; et al.","Psychiatry Research: Neuroimaging Vol. 116, Iss. 1-2,  (Nov 2002): 95-111."
