Title,Authors,Journal
Bimanual control processes and the role of handedness,"Serrien, Deborah J; Sovijärvi-Spapé, Michiel M; Farnsworth, Bryn.","Neuropsychology Vol. 26, Iss. 6,  (Nov 2012): 802-807."
Nicotine normalizes event related potentials in COMT-Val-tg mice and increases gamma and theta spectral density,"Cao, Yufei A; Featherstone, Robert E; Gandal, Michael J; Liang, Yuling; Jutzeler, Catherine; et al.","Behavioral Neuroscience Vol. 126, Iss. 2,  (Apr 2012): 332-343."
Recording of fast activity at the onset of partial seizures: Depth EEG vs. scalp EEG,"Cosandier-Rimélé, D; Bartolomei, F; Merlet, I; Chauvel, P; Wendling, F.","NeuroImage Vol. 59, Iss. 4,  (Feb 15, 2012): 3474-3487."
Formerly known as inhibitory: Effects of 1-Hz rTMS on auditory cortex are state-dependent,"Weisz, Nathan; Steidle, Laura; Lorenz, Isabel.","European Journal of Neuroscience Vol. 36, Iss. 1,  (Jul 2012): 2077-2087."
Disparity-specific spatial interactions: Evidence from EEG source imaging,"Cottereau, Benoit R; McKee, Suzanne P; Ales, Justin M; Norcia, Anthony M.","The Journal of Neuroscience Vol. 32, Iss. 3,  (Jan 18, 2012): 826-840."
Effects of premature lure stimuli on 2nd‐target identification in rapid serial visual presentation: Inhibition induced by lures or by 1st target?,"Verleger, Rolf; Śmigasiewicz, Kamila; Michael, Lars; Niedeggen, Michael.","Psychophysiology Vol. 49, Iss. 9,  (Sep 2012): 1254-1265."
EEG alpha activity reflects motor preparation rather than the mode of action selection,"Deiber, Marie-Pierre; Sallard, Etienne; Ludwig, Catherine; Ghezzi, Catherine; Barral, Jérôme; et al.","Frontiers in Integrative Neuroscience Vol. 6,  (Aug 14, 2012)."
Disturbed oscillatory brain dynamics in subcortical ischemic vascular dementia,"van Straaten, Elisabeth C. W; de Haan, Willem; de Waal, Hanneke; Scheltens, Philip; van der Flier, Wiesje M; et al.","BMC Neuroscience Vol. 13,  (Jul 24, 2012)."
Variation in neural development as a result of exposure to institutionalization early in childhood,"Sheridan, Margaret A; Fox, Nathan A; Zeanah, Charles H; McLaughlin, Katie A; Nelson, Charles A., III.","PNAS Proceedings of the National Academy of Sciences of the United States of America Vol. 109, Iss. 32,  (Aug 7, 2012): 12927-12932."
Eye contact with neutral and smiling faces: Effects on autonomic responses and frontal EEG asymmetry,"Pönkänen, Laura M; Hietanen, Jari K.","Frontiers in Human Neuroscience Vol. 6,  (May 4, 2012)."
Diffusion spectral imaging Modules correlate with EEG LORETA neuroimaging Modules,"Thatcher, Robert W; North, Duane M; Biver, Carl J.","Human Brain Mapping Vol. 33, Iss. 5,  (May 2012): 1062-1075."
Electroencephalogram and heart rate measures of working memory at 5 and 10 months of age,"Cuevas, Kimberly; Bell, Martha Ann; Marcovitch, Stuart; Calkins, Susan D.","Developmental Psychology Vol. 48, Iss. 4,  (Jul 2012): 907-917."
Should it matter when we record? Time of year and time of day as factors influencing frontal EEG asymmetry,"Velo, Jamie R; Stewart, Jennifer L; Hasler, Brant P; Towers, David N; Allen, John J. B.","Biological Psychology Vol. 91, Iss. 2,  (Oct 2012): 283-291."
"Preparatory distributed cortical synchronization determines execution of some, but not all, future intentions","Knight, Justin B; Marsh, Richard L; Brewer, Gene A; Clementz, Brett A.","Psychophysiology Vol. 49, Iss. 9,  (Sep 2012): 1155-1167."
Effects of acute nicotine administration on resting EEG in nonsmokers,"Fisher, Derek J; Daniels, Richelle; Jaworska, Natalia; Knobelsdorf, Amy; Knott, Verner J.","Experimental and Clinical Psychopharmacology Vol. 20, Iss. 1,  (Feb 2012): 71-75."
Dissociation of tone and vowel processing in Mandarin idioms,"Hu, Jiehui; Gao, Shan; Ma, Weiyi; Yao, Dezhong.","Psychophysiology Vol. 49, Iss. 9,  (Sep 2012): 1179-1190."
Temporary inhibitory tagging at previously attended locations: Evidence from event‐related potentials,"Zhang, Yang; Zhou, Xiaolin; Zhang, Ming.","Psychophysiology Vol. 49, Iss. 9,  (Sep 2012): 1191-1199."
"Regional EEG alpha power, coherence, and behavioral symptomatology in autism spectrum disorder","Mathewson, Karen J; Jetha, Michelle K; Drmic, Irene E; Bryson, Susan E; Goldberg, Joel O; et al.","Clinical Neurophysiology Vol. 123, Iss. 9,  (Sep 2012): 1798-1809."
Brain state regulation during normal development: Intrinsic activity fluctuations in simultaneous EEG–fMRI,"Lüchinger, Rafael; Michels, Lars; Martin, Ernst; Brandeis, Daniel.","NeuroImage Vol. 60, Iss. 2,  (Apr 2, 2012): 1426-1439."
Beta oscillations relate to the N400m during language comprehension,"Wang, Lin; Jensen, Ole; van den Brink, Danielle; Weder, Nienke; Schoffelen, Jan-Mathijs; et al.","Human Brain Mapping Vol. 33, Iss. 12,  (Dec 2012): 2898-2912."
Prefrontally driven downregulation of neural synchrony mediates goal-directed forgetting,"Hanslmayr, Simon; Volberg, Gregor; Wimber, Maria; Oehler, Nora; Staudigl, Tobias; et al.","The Journal of Neuroscience Vol. 32, Iss. 42,  (Oct 17, 2012): 14742-14751."
Neural correlates of dream lucidity obtained from contrasting lucid versus non-lucid REM sleep: A combined EEG/fMRI case study,"Dresler, Martin; Wehrle, Renate; Spoormaker, Victor I; Koch, Stefan P; Holsboer, Florian; et al.","Sleep: Journal of Sleep and Sleep Disorders Research Vol. 35, Iss. 7,  (Jul 1, 2012): 1017-1020."
A novel STXBP1 mutation causes focal seizures with neonatal onset,"Vatta, Matteo; Tennison, Michael B; Aylsworth, Arthur S; Turcott, Christie M; Guerra, Maria P; et al.","Journal of Child Neurology Vol. 27, Iss. 6,  (Jun 2012): 811-814."
Retrospective study of sensitivity and specificity of EEG in the elderly compared with younger age groups,"Watson, Philip; Conroy, Alison; Moran, Gregory; Duncan, Susan.","Epilepsy & Behavior Vol. 25, Iss. 3,  (Nov 2012): 408-411."
