Title,Authors,Journal
Distúrbio cognitivo transitório associado a atividade epileptiforme generalizada ou difusa durante o eletrencefalograma,,"Fonseca, Lineu Corrêa; Tedrus, Gloria M. A. S; LaIIoni, Diana Toselo; Tella, Lucinda Maria Garcia; Maluf, Patricia; et al."
Antagonism of Neuropeptide YY1 Receptors Does Not Inhibit Ethanol's Effects on Cortical EEG and ERPs in Wistar Rats,"Slawecki, Craig J; Thorsell, Annika; Ehlers, C. L.","Journal of Studies on Alcohol Vol. 66, Iss. 4,  (Jul 2005): 559-566."
EEG evidence for mirror neuron dysfunction in autism spectrum disorders,"Oberman, Lindsay M; Hubbard, Edward M; McCleery, Joseph P; Altschuler, Eric L; Ramachandran, Vilayanur; et al.","Cognitive Brain Research Vol. 24, Iss. 2,  (Jul 2005): 190-198."
Evidence for an Integrative Role of P3b in Linking Reaction to Perception,"Verleger, Rolf; Jaśkowski, Piotr; Wascher, Edmund.","Journal of Psychophysiology Vol. 19, Iss. 3,  (2005): 165-181."
Anticipating Upcoming Words in Discourse: Evidence From ERPs and Reading Times,"Van Berkum, Jos J. A; Brown, Colin M; Zwitserlood, Pienie; Kooijman, Valesca; Hagoort, Peter.","Journal of Experimental Psychology: Learning, Memory, and Cognition Vol. 31, Iss. 3,  (May 2005): 443-467."
The Worried Mind: Autonomic and Prefrontal Activation During Worrying,"Hofmann, Stefan G; Moscovitch, David A; Litz, Brett T; Kim, Hyo-Jin; Davis, Lissa L; et al.","Emotion Vol. 5, Iss. 4,  (Dec 2005): 464-475."
TOVA results following inter-hemispheric bipolar EEG training,"Putman, J. A; Othmer, S. F; Othmer, S; Pollock, V. E.","Journal of Neurotherapy Vol. 9, Iss. 1,  (2005): 37-52."
Cognitive restructuring and EEG in major depression,"Deldin, Patricia J; Chiu, Pearl.","Biological Psychology Vol. 70, Iss. 3,  (Dec 2005): 141-151."
Event-related potentials in attention-deficit/hyperactivity disorder of the predominantly inattentive type: An investigation of EEG-defined subtypes,"Brown, Christopher R; Clarke, Adam R; Barry, Robert J; McCarthy, Rory; Selikowitz, Mark; et al.","International Journal of Psychophysiology Vol. 58, Iss. 1,  (Oct 2005): 94-107."
The latent state-trait structure of resting EEG asymmetry: Replication and extension,"Hagemann, Dirk; Hewig, Johannes; Seifert, Jan; Naumann, Ewald; Bartussek, Dieter.","Psychophysiology Vol. 42, Iss. 6,  (Nov 2005): 740-752."
Impact of Regular Meditation Practice on EEG Activity at Rest and During Evoked Negative Emotions,"Aftanas, Ljubomir; Golosheykin, Semen.","International Journal of Neuroscience Vol. 115, Iss. 6,  (Jun 2005): 893-909."
Fronto-parietal EEG coherence in theta and upper alpha reflect central executive functions of working memory,"Sauseng, Paul; Klimesch, Wolfgang; Schabus, Manuel; Doppelmayr, Michael.","International Journal of Psychophysiology Vol. 57, Iss. 2,  (Aug 2005): 97-103."
Intercentral Relations of the Human EEG during Listening to Music,"Sakharov, D. S; Davydov, V. I; Pavlygina, R. A.","Human Physiology Vol. 31, Iss. 4,  (Jul 2005): 392-397."
Unconscious Operant Conditioning in the Paradigm of Brain-Computer Interface Based on Color Perception,"Kaplan, Alexander Ya; Lim, Jong-Jin; Jin, Kyung-Soo; Park, Byoung-Woo; Byeon, Jong-Gil; et al.","International Journal of Neuroscience Vol. 115, Iss. 6,  (Jun 2005): 781-802."
EEG alpha band dissociation with increasing task demands,"Fink, A; Grabner, R. H; Neuper, C; Neubauer, A. C.","Cognitive Brain Research Vol. 24, Iss. 2,  (Jul 2005): 252-259."
Stroop Testi Performansmm Elektrofizyolojisi: Olay-İlişkili Potansiyeller ve İlişkili Beyin Haritalari,,"Karakaş, Sirel; Bekçi, Belma; Doğutepe, Elvin; Erzengin, Ö. Utku."
Relationship between severity of epilepsy and developmental outcome in Angelman syndrome,"Ohtsuka, Yoko; Kobayashi, Katsuhiro; Yoshinaga, Harumi; Ogino, Tatsuya; Ohmori, lori; et al.","Brain & Development Vol. 27, Iss. 2,  (Mar 2005): 95-100."
The qEEG in the lie detection problem: The localization of guilt?,"Thornton, Kirtley E.","Journal of Neurotherapy Vol. 9, Iss. 3,  (2005): 31-43."
Analysis of Evoked EEG Synchronization and Desynchronization during Perception of Emotiogenic Stimuli: Association with Autonomic Activation Processes,"Aftanas, L. I; Savotina, L. N; Makhnev, V. P; Reva, N. V.","Neuroscience and Behavioral Physiology Vol. 35, Iss. 9,  (Nov 2005): 951-957."
Effects of display medium and luminance contrast on memory performance and EEG response,"Shieh, Kong-King; Chen, Mei-Hsiang; Wang, Ya-Whei.","International Journal of Industrial Ergonomics Vol. 35, Iss. 9,  (Sep 2005): 797-805."
Temporal lobe epilepsy: Clinical semiology and age at onset,"Villanueva, Vicente; Serratosa, José Maria.","Epileptic Disorders Vol. 7, Iss. 2,  (Jun 2005): 83-90."
Event-related desynchronization in the EEG during emotional and cognitive information processing: Differential effects of extraversion,"Fink, Andreas.","Biological Psychology Vol. 70, Iss. 3,  (Dec 2005): 152-160."
Preictal state identification by synchronization changes in long-term intracranial EEG recordings,"Le Van Quyen, Michel; Soss, Jason; Navarro, Vincent; Robertson, Richard; Chavez, Mario; et al.","Clinical Neurophysiology Vol. 116, Iss. 3,  (Mar 2005): 559-568."
Individual differences in brain activity during visuo-spatial processing assessed by slow cortical potentials and LORETA,"Lamm, Claus; Fischmeister, Florian Ph. S; Bauer, Herbert.","Cognitive Brain Research Vol. 25, Iss. 3,  (Dec 2005): 900-912."
Changes in electroencephalographic activities following pressure stimulation in humans,"Ishitani, Norihito; Masumoto, Yasuhiro; Yoshihara, Toshihiro; Yamasaki, Youichi.","Psychiatry and Clinical Neurosciences Vol. 59, Iss. 6,  (Dec 2005): 644-651."
Increased neuronal communication accompanying sentence comprehension,"Weiss, Sabine; Mueller, Horst M; Schack, Baerbel; King, Jonathan W; Kutas, Martha; et al.","International Journal of Psychophysiology Vol. 57, Iss. 2,  (Aug 2005): 129-141."
The Worried Mind: Autonomic and Prefrontal Activation During Worrying,"Hofmann, Stefan G; Moscovitch, David A; Litz, Brett T; Kim, Hyo-Jin; Davis, Lissa L; et al.","Emotion Vol. 5, Iss. 4,  (Dec 2005): 464-475. [Duplicate]"
Movement preparation is affected by tissue damage in multiple sclerosis: Evidence from EEG event-related desynchronization,"Leocani, L; Rovaris, M; Martinelli-Boneschi, F; Annovazzi, P; Filippi, M; et al.","Clinical Neurophysiology Vol. 116, Iss. 7,  (Jul 2005): 1515-1519."
Correlates of implicit memory for words and faces in event-related brain potentials,"Boehm, Stephan G; Sommer, Werner; Lueschow, Andreas.","International Journal of Psychophysiology Vol. 55, Iss. 1,  (Jan 2005): 95-112."
Cortical generators of slow evoked responses elicited by spatial and nonspatial auditory working memory tasks,"Anurova, Irina; Artchakov, Denis; Korvenoja, Antti; Ilmoniemi, Risto J; Aronen, Hannu J; et al.","Clinical Neurophysiology Vol. 116, Iss. 7,  (Jul 2005): 1644-1654."
Long-term stability and consistency of EEG event-related (de-)synchronization across different cognitive tasks,"Neuper, Christa; Grabner, Roland H; Fink, Andreas; Neubauer, Aljoscha C.","Clinical Neurophysiology Vol. 116, Iss. 7,  (Jul 2005): 1681-1694."
A comprehensive electrographic and behavioral analysis of generalized tonic-clonic seizures of GEPR-9s,"Moraes, M. F. D; Chavali, M; Mishra, P. K; Jobe, P. C; Garcia-Cairasco, N.","Brain Research Vol. 1033, Iss. 1,  (Feb 2005): 1-12."
Evidence for an Integrative Role of P3b in Linking Reaction to Perception,"Verleger, Rolf; Jaśkowski, Piotr; Wascher, Edmund.","Journal of Psychophysiology Vol. 19, Iss. 3,  (2005): 165-181. [Duplicate]"
Motor inhibition in patients with Gilles de la Tourette syndrome: Functional activation patterns as revealed by EEG coherence,"Serrien, Deborah J; Orth, Michael; Evans, Andrew H; Lees, Andrew J; Brown, Peter.","Brain: A Journal of Neurology Vol. 128, Iss. 1,  (Jan 2005): 116-125."
In search of an electrophysiological index for psychoticism,"Glicksohn, Joseph; Naftuliev, Yulia.","Personality and Individual Differences Vol. 39, Iss. 6,  (Oct 2005): 1083-1092."
Interregional Cortical Interactions at Different Stages of Natural Sleep and the Hypnotic State: EEG Evidence,"Shepovalnikov, A. N; Tsitseroshin, M. N; Rozhkov, V. P; Galperina, E. I; Zaitseva, L. G; et al.","Human Physiology Vol. 31, Iss. 2,  (Mar 2005): 150-163."
Cortical excitability in cocaine-dependent patients: A replication and extension of TMS findings,"Boutros, Nashaat N; Lisanby, Sarah H; McClain-Furmanski, Dennis; Oliwa, Glen; Gooding, Diane; et al.","Journal of Psychiatric Research Vol. 39, Iss. 3,  (May 2005): 295-302."
Electrophysiological ratio markers for the balance between reward and punishment,"Schutter, Dennis J. L. G; Van Honk, Jack.","Cognitive Brain Research Vol. 24, Iss. 3,  (Aug 2005): 685-690."
"EEG activities in the orbitofrontal cortex and dorsolateral prefrontal cortex during the development of morphine dependence, tolerance and withdrawal in rhesus monkeys","Liu, Ning; Liu, Yancheng; Fan, Yaodong; Yu, Hualin; Wilson, Fraser A. W; et al.","Brain Research Vol. 1053, Iss. 1-2,  (Aug 2005): 137-145."
Theta activity in the waking EEG is a marker of sleep propensity in the rat,"Vyazovskiy, Vladyslav V; Tobler, Irene.","Brain Research Vol. 1050, Iss. 1-2,  (Jul 2005): 64-71."
Binocular rivalry between emotional and neutral stimuli: A validation using fear conditioning and EEG,"Alpers, Georg W; Ruhleder, Mirjana; Walz, Nora; Mühlberger, Andreas; Pauli, Paul.","International Journal of Psychophysiology Vol. 57, Iss. 1,  (Jul 2005): 25-32."
Gender-Dependent Frequency--Spatial Organization of the Brain Cortex Activity during Convergent and Divergent Thinking: II. Analysis of the EEG Coherence,"Razoumnikova, O. M.","Human Physiology Vol. 31, Iss. 3,  (May 2005): 275-284."
A method for detection of Alzheimer's disease using ICA-enhanced EEG measurements,"Melissant, Co; Ypma, Alexander; Frietman, Edward E. E; Stam, Cornelis J.","Artificial Intelligence in Medicine Vol. 33, Iss. 3,  (Mar 2005): 209-222."
ERPs correlates of EEG relative beta training in ADHD children,"Kropotov, Jury D; Grin-Yatsenko, Vera A; Ponomarev, Valery A; Chutko, Leonid S; Yakovenko, Elena A; et al.","International Journal of Psychophysiology Vol. 55, Iss. 1,  (Jan 2005): 23-34."
Electroencephalographic Correlates of Brain States during Verbal Learning: I. Characteristics of EEG Local Synchronization,"Danko, S. G; Bechtereva, N. P; Kachalova, L. M; Shemyakina, N. V; Startchenko, M. G.","Human Physiology Vol. 31, Iss. 5,  (Sep 2005): 504-510."
Diurnal spectral EEG fluctuations in narcoleptic patients during rest and reaction time tasks,"Smit, Annika S; Fortuyn, Hal A. Droogleever; Eling, Paul A. T. M; Coenen, Anton M. L.","Journal of Sleep Research Vol. 14, Iss. 4,  (Dec 2005): 455-461."
The Munich vulnerability study on affective disorders: Premorbid polysomnographic profile of affected high-risk probands,"Modell, Sieglinde; Ising, Marcus; Holsboer, Florian; Lauer, Christoph Johannes.","Biological Psychiatry Vol. 58, Iss. 9,  (Nov 2005): 694-699."
Affective and cognitive modulation of performance monitoring: Behavioral and ERP evidence,"Simon-Thomas, Emiliana R; Knight, Robert T.","Cognitive, Affective & Behavioral Neuroscience Vol. 5, Iss. 3,  (Sep 2005): 362-372."
