Title,Authors,Journal
Neuroticism predicts resting frontal EEG asymmetry variability,"Minnix, Jennifer A; Kline, John P.","Personality and Individual Differences Vol. 36, Iss. 4,  (Mar 2004): 823-832."
Sleep Staging with Frontopolar EEG Derivation,"Lapinlampi, Anna-Maria; Himanen, Sari-Leena.","Sleep and Hypnosis Vol. 6, Iss. 2,  (2004): 59-65."
The Effectiveness of Neurofeedback and Stimulant Drugs in Treating AD/HD: Part II. Replication,"Rossiter, Thomas.","Applied Psychophysiology and Biofeedback Vol. 29, Iss. 4,  (Dec 2004): 233-243."
Gender Differences in Hemispheric Spatiotemporal EEG Patterns upon Reproduction of Verbal Information,"Volf, N. V; Razumnikova, O. M.","Human Physiology Vol. 30, Iss. 3,  (May 2004): 274-280."
Use of short term video EEG in the diagnosis of attack disorders,"McGonigal, A; Russell, A. J. C; Mallik, A. K; Oto, M; Duncan, R.","Journal of Neurology, Neurosurgery & Psychiatry Vol. 75, Iss. 5,  (May 2004): 771-772."
PTSD Arousal and Depression Symptoms Associated With Increased Right-Sided Parietal EEG Asymmetry,"Metzger, Linda J; Paige, Stephen R; Carson, Margaret A; Lasko, Natasha B; Paulus, Lynn A; et al.","Journal of Abnormal Psychology Vol. 113, Iss. 2,  (May 2004): 324-329."
Human cortical rhythms during visual delayed choice reaction time tasks: A high-resolution EEG study on normal aging,"Babiloni, Claudio; Babiloni, Fabio; Carducci, Filippo; Cappa, Stefano F; Cincotti, Febo; et al.","Behavioural Brain Research Vol. 153, Iss. 1,  (Aug 2004): 261-271."
Phase-Locking and Amplitude Modulations of EEG Alpha: Two Measures Reflect Different Cognitive Processes in a Working Memory Task,"Herrmann, Christoph S; Sensowski, Daniel; Röttger, Stefan.","Experimental Psychology Vol. 51, Iss. 4,  (2004): 311-318."
Stability of Source Localization with LORETA of Visual Target Processing,"Herrmann, Martin J; Fallgatter, Andreas J.","Journal of Psychophysiology Vol. 18, Iss. 1,  (2004): 1-12."
Mapping of Changes in EEG Spectrum Power during a Session of Biofeedback Training of the β₁ Rhythm,"Nikishena, I. S; Ponomarev, V. A; Grin'-Yatsenko, V. A; Kropotov, Yu. D.","Human Physiology Vol. 30, Iss. 4,  (Jul 2004 - Aug 2004): 392-396."
Fluctuations of source locations of EEG activity during transition from alertness to sleep in Alzheimer's disease and vascular dementia,"Tsuno, N; Shigeta, M; Hyoki, K; Faber, P. L; Lehmann, D.","Neuropsychobiology Vol. 50, Iss. 3,  (2004): 267-272."
Oscillatory events in the human sleep EEG--detection and properties,"Olbrich, E; Achermann, P.","Neurocomputing: An International Journal Vol. 58-60,  (2004): 129-135."
EEG spectral power and mean frequencies in early heroin abstinence,"Polunina, Anna G; Davydov, Dmitriy M.","Progress in Neuro-Psychopharmacology & Biological Psychiatry Vol. 28, Iss. 1,  (Jan 2004): 73-82."
Individual analysis of EEG frequency and band power in mild Alzheimer's disease,"Moretti, Davide V; Babiloni, Claudio; Binetti, Giuliano; Cassetta, Emanuele; Dal Forno, Gloria; et al.","Clinical Neurophysiology Vol. 115, Iss. 2,  (Feb 2004): 299-308."
The stability of resting frontal electroencephalographic asymmetry in depression,"Allen, John J. B; Urry, Heather L; Hitt, Sabrina K; Coan, James A.","Psychophysiology Vol. 41, Iss. 2,  (Mar 2004): 269-280."
Effects of oxcarbazepine and phenytoin on the EEG and cognition in healthy volunteers,"Salinsky, M. C; Spencer, D. C; Oken, B. S; Storzbach, D.","Epilepsy & Behavior Vol. 5, Iss. 6,  (Dec 2004): 894-902."
Effect of treatment with bupropion on EEG sleep: Relationship to antidepressant response,"Ott, Geoffrey E; Rao, Uma; Lin, Keh-Ming; Gertsik, Lev; Poland, Russell E.","International Journal of Neuropsychopharmacology Vol. 7, Iss. 3,  (Sep 2004): 275-281."
Cortical Mapping of EEG Alpha Power Using a Charge Layer Model,"Yao, Dezhong; Wang, Li; Nielsen, Kim Dremstrup; Arendt-Nielsen, Lars; Chen, Andrew C. N.","Brain Topography Vol. 17, Iss. 2,  (Jan 2004 - Mar 2004): 65-71."
Specific EEG frequencies signal general common cognitive processes as well as specific task processes in man,"Harmony, Thalía; Fernández, Thalía; Gersenowies, Jorge; Galán, Lídice; Fernández-Bouzas, Antonio; et al.","International Journal of Psychophysiology Vol. 53, Iss. 3,  (Aug 2004): 207-216."
Spectral Analysis of the Sleep Electroencephalogram During Adolescence,"Jenni, Oskar G; Carskadon, Mary A.","Sleep: Journal of Sleep and Sleep Disorders Research Vol. 27, Iss. 4,  (Jun 2004): 774-783."
Sleep EEG dynamics in rat barrel cortex associated with sensory deprivation,"Iwasaki, Naoko; Karashima, Akihiro; Tamakawa, Yuichi; Katayama, Norihiro; Nakao, Mitsuyuki.","NeuroReport: For Rapid Communication of Neuroscience Research Vol. 15, Iss. 17,  (Dec 2004): 2681-2684."
Electroencephalogram-triggered functional magnetic resonance imaging in focal epilepsy,"Kikuchi, Senichiro; Kubota, Fumio; Nishijima, Koichi; Hirai, Nobuhide; Washiya, Sumio; et al.","Psychiatry and Clinical Neurosciences Vol. 58, Iss. 3,  (Jun 2004): 319-323."
Psychological Effects and Sexual Differences in EEG Values during Collage Making,"Kawano, Kimiko; Konjiki, Fujiko; Ago, Yukihiro.","Journal of International Society of Life Information Science Vol. 22, Iss. 1,  (Mar 2004): 60-62."
Intravenous administration of the neuropeptide galanin has fast antidepressant efficacy and affects the sleep EEG,"Murck, Harald; Held, Katja; Ziegenbein, Marc; Künzel, Heike; Holsboer, Florian; et al.","Psychoneuroendocrinology Vol. 29, Iss. 9,  (Oct 2004): 1205-1211."
"The Relative Influence of Epileptic EEG Discharges, Short Nonconvulsive Seizures, and Type of Epilepsy on Cognitive Function","Aldenkamp, Albert; Arends, Johan.","Epilepsia Vol. 45, Iss. 1,  (Jan 2004): 54-63."
Acute cortisol administration promotes sleep intensity in man,"Friess, Elisabeth; Tagaya, Hirokuni; Grethe, Claus; Trachsel, Lorenz; Holsboer, Florian.","Neuropsychopharmacology Vol. 29, Iss. 3,  (Mar 2004): 598-604."
Distributed neuronal networks for encoding category-specific semantic information: the mismatch negativity to action words,"Shtyrov, Yury; Hauk, Olaf; Pulvermüller, Friedemann.","European Journal of Neuroscience Vol. 19, Iss. 4,  (Feb 2004): 1083-1092."
Comparative EEG activation to skin pain and muscle pain induced by capsaicin injection,"Chang, Peng Fei; Arendt-Nielsen, Lars; Graven-Nielsen, Thomas; Svensson, Peter; Chen, Andrew C. N.","International Journal of Psychophysiology Vol. 51, Iss. 2,  (Jan 2004): 117-126."
Negative Potentials of the Human Brain Elicited in Saccadic Latency during Stimulation of the Leading and Nonleading Eyes with an Overlap,"Moiseeva, V. V; Slavutskaya, M. V; Shul'govskii, V. V.","Human Physiology Vol. 30, Iss. 6,  (Nov 2004 - Dec 2004): 625-632."
Does Frontal EEG Beta Have Application in Anxiety Monitoring During Computer-Based Learning?,"Macaulay, Michael; Edmonds, E.","Journal of Educational Computing Research Vol. 30, Iss. 3,  (2004): 229-241."
Quantitative analysis of sleep EEG microstructure in the time-frequency domain,"De Carli, Fabrizio; Nobili, Lino; Beelke, Manolo; Watanabe, Tsuyoshi; Smerieri, Arianna; et al.","Brain Research Bulletin Vol. 63, Iss. 5,  (Jun 2004): 399-405."
EEG bei Enzephalopathien und Demenz,,"Hamer, Hajo M; Rosenow, Felix."
"Clozapine-induced QEEG changes correlate with clinical response in schizophrenic patients: A prospective, longitudinal study","Gross, Andres; Joutsiniemi, Sirkka-Lilsa; Rimon, Ranan; Appelberg, Björn.","Pharmacopsychiatry Vol. 37, Iss. 3,  (May 2004): 119-122."
PTSD Arousal and Depression Symptoms Associated With Increased Right-Sided Parietal EEG Asymmetry,"Metzger, Linda J; Paige, Stephen R; Carson, Margaret A; Lasko, Natasha B; Paulus, Lynn A; et al.","Journal of Abnormal Psychology Vol. 113, Iss. 2,  (May 2004): 324-329. [Duplicate]"
The somatostatin analogue octreotide impairs sleep and decreases EEG sigma power in young male subjects,"Ziegenbein, M; Held, K; Kuenzel, H. E; Murck, H; Antonijevic, I. A; et al.","Neuropsychopharmacology Vol. 29, Iss. 1,  (Jan 2004): 146-151."
The Cognitive Impact of Epileptiform EEC-Discharges; Relationship With Type of Cognitive Task,"Aldenkamp, A. P; Arends, J; Verspeek, S; Bertting, M.","Child Neuropsychology Vol. 10, Iss. 4,  (Dec 2004): 297-305."
Affective state and EEG sleep profile in response to rapid tryptophan depletion in recently recovered nonmedicated depressed individuals,"Haynes, Patricia L; McQuaid, John R; Kelsoe, John; Rapaport, Mark; Gillin, J. Christian.","Journal of Affective Disorders Vol. 83, Iss. 2-3,  (Dec 2004): 253-262."
Bispectral Analysis of EEG Waves during Different Mental Activities,"Chongtao, Xu; Minfen, Shen; Guoping, Zhu.","Chinese Mental Health Journal Vol. 18, Iss. 6,  (Jun 2004): 392-394."
EEG abnormalities are not associated with symptom severity in childhood autism,"Hrdlička, Michal; Komárek, Vladimír; Faladová, Ludvika; Zumrová, Alena; Beranová, Irena; et al.","Studia Psychologica Vol. 46, Iss. 3,  (2004): 229-234."
Pretreatment neurophysiologic function and ECT response in depression,"Stubbeman, William F; Leuchter, Andrew F; Cook, Ian A; Shurman, Brett D; Morgan, Melinda; et al.","The Journal of ECT Vol. 20, Iss. 3,  (Sep 2004): 142-144."
Resting EEG in offspring of male alcoholics: Beta frequencies,"Rangaswamy, Madhavi; Porjesz, Bernice; Chorlian, David B; Wang, Kongming; Jones, Kevin A; et al.","International Journal of Psychophysiology Vol. 51, Iss. 3,  (Feb 2004): 239-251."
Effect of cognitive behavioural therapy for insomnia on sleep architecture and sleep EEG power spectra in psychophysiological insomnia,"Cervena, Katerina; Dauvilliers, Yves; Espa, Fabrice; Touchon, Jacques; Matousek, Milos; et al.","Journal of Sleep Research Vol. 13, Iss. 4,  (Dec 2004): 385-393."
Alterações na distribuićão de potência cortical em função da consolidaćão da memória no aprendizado de datilografia,,"Cunha, Marlo; Bastos, Victor Hugo; Veiga, Heloisa; Cagy, Maurício; McDowell, Kaleb; et al."
Mental effort affects vigilance enduringly: after-effects in EEG and behavior,"Smit, Annika S; Eling, Paul A. T. M; Coenen, Anton M. L.","International Journal of Psychophysiology Vol. 53, Iss. 3,  (Aug 2004): 239-243."
Alpha power dependent light stimulation: Dynamics of event-related (de)synchronization in human electroencephalogram,"Woertz, Michael; Pfurtscheller, Gert; Klimesch, Wolfgang.","Cognitive Brain Research Vol. 20, Iss. 2,  (Jul 2004): 256-260."
Die Entwicklung des Kindlichen EEG,,"Wohlrab, Gabriele."
The frontal predominance in human EEG delta activity after sleep loss decreases with age,"Münch, Mirjam; Knoblauch, Vera; Blatter, Katharina; Schröder, Carmen; Schnitzler, Corina; et al.","European Journal of Neuroscience Vol. 20, Iss. 5,  (Sep 2004): 1402-1410."
Lateralisation value of lower limb behaviors in complex partial seizures of temporal lobe origin: a video-EEG analysis,"Chou, Chiang-Wei; Yu, Hsiang-Yu; Shih, Yang-Hsin; Yiu, Chun-Hing; Kwan, Shang-Yeong; et al.","Seizure Vol. 13, Iss. 1,  (Jan 2004): 35-39."
"A ghost of retrieval past: A functional network of alpha EEG related, to source memory in elderly humans","Luber, Bruce; Habeck, Chris; Trott, Charlotte T; Friedman, David; Moeller, James R.","Cognitive Brain Research Vol. 20, Iss. 2,  (Jul 2004): 144-155."
Manipulation of frontal brain asymmetry by cognitive tasks,"Papousek, Ilona; Schulter, Günter.","Brain and Cognition Vol. 54, Iss. 1,  (Feb 2004): 43-51."
On the role of the cerebellum in exploiting temporal contingencies: Evidence from response times and preparatory EEG potentials in patients with cerebellar atrophy,"Trillenberg, Peter; Verleger, Rolf; Teetzmann, Arjen; Wascher, Edmund; Wessel, Karl.","Neuropsychologia Vol. 42, Iss. 6,  (2004): 754-763."
Massage therapy of moderate and light pressure and vibrator effects on EEG and heart rate,"Diego, Miguel A; Field, Tiffany; Sanders, Chris; Hernandez-Reif, Maria.","International Journal of Neuroscience Vol. 114, Iss. 1,  (Jan 2004): 31-45."
Greater right frontal EEG asymmetry and nonemphathic behavior are observed in children prenatally exposed to cocaine,"Jones, Nancy Aaron; Field, Tiffany; Davalos, Marisabel; Hart, Sybil.","International Journal of Neuroscience Vol. 114, Iss. 4,  (Apr 2004): 459-480."
Phase-Locking and Amplitude Modulations of EEG Alpha: Two Measures Reflect Different Cognitive Processes in a Working Memory Task,"Herrmann, Christoph S; Sensowski, Daniel; Röttger, Stefan.","Experimental Psychology Vol. 51, Iss. 4,  (2004): 311-318. [Duplicate]"
Psychophysiological and Behavioral Evidence for Varying Forms and Functions of Nonsocial Behavior in Preschoolers,"Henderson, Heather A; Marshall, Peter J; Fox, Nathan A; Rubin, Kenneth H.","Child Development Vol. 75, Iss. 1,  (Jan 2004 - Feb 2004): 236-250."
Prenatal predictors of maternal and newborn EEG,"Field, Tiffany; Diego, Miguel; Hernandez-Reif, Maria; Vera, Yanexy; Gil, Karla; et al.","Infant Behavior & Development Vol. 27, Iss. 4,  (Dec 2004): 533-536."
Is insomnia a neurophysiological disorder? The role of sleep EEG microstructure,"Parrino, Liborio; Ferrillo, Franco; Smerieri, Arianna; Spaggiari, Maria Cristina; Palomba, Vincenzo; et al.","Brain Research Bulletin Vol. 63, Iss. 5,  (Jun 2004): 377-383."
Spectral Analysis of the Human EEG during Listening to Musical Compositions,"Pavlygina, R. A; Sakharov, D. S; Davydov, V. I.","Human Physiology Vol. 30, Iss. 1,  (Feb 2004): 62-69."
"EEG - Feedback für Kinder mit einer Aufmerk-samkeitsdefizit- und Hyperaktivitätsstörung (ADHS): Erste Ergebnisse aus einer randomisierten, kontrollierten Pilotstudie",,"Strehl, Ute; Leins, Ulrike; Danzer, Nadine; Hinterberger, Thilo; Schlottke, Peter F."
Human-computer interfaces with regional lower and upper alpha frequencies as on-line indexes of mental activity,"Cremades, J. Gualberto; Barreto, Armando; Sanchez, Danmary; Adjouadi, Malek.","Computers in Human Behavior Vol. 20, Iss. 4,  (Jul 2004): 569-579."
Analysis of Evoked EEG Synchronization and Desynchronization in Conditions of Emotional Activation in Humans: Temporal and Topographic Characteristics,"Aftanas, L. I; Reva, N. V; Varlamov, A. A; Pavlov, S. V; Makhnev, V. P.","Neuroscience and Behavioral Physiology Vol. 34, Iss. 8,  (Oct 2004): 859-867."
