Title,Authors,Journal
"Time-varying cortical connectivity estimation from noninvasive, high-resolution EEG recordings","Astolfi, Laura; Cincotti, Febo; Mattia, Donatella; De Vico Fallani, Fabrizio; Vecchiato, Giovanni; et al.","Journal of Psychophysiology Vol. 24, Iss. 2,  (2010): 83-90."
Associations between self-report of emotional state and the EEG patterns in affective disorders patients,"Wyczesany, Miroslaw; Kaiser, Jan; Coenen, Anton M. L.","Journal of Psychophysiology Vol. 24, Iss. 1,  (2010): 33-40."
Open database of epileptic EEG with MRI and postoperational assessment of foci—A real world verification for the EEG inverse solutions,"Zwoliński, Piotr; Roszkowski, Marcin; Żygierewicz, Jaroslaw; Haufe, Stefan; Nolte, Guido; et al.","Neuroinformatics Vol. 8, Iss. 4,  (Dec 2010): 285-299."
Source localization of ictal epileptic activity investigated by high resolution EEG and validated by SEEG,"Koessler, Laurent; Benar, Christian; Maillard, Louis; Badier, Jean-Michel; Vignal, Jean Pierre; et al.","NeuroImage Vol. 51, Iss. 2,  (Jun 2010): 642-653."
An electroclinical case-control study of sudden unexpected death in epilepsy,"Lhatoo, Samden D; Faulkner, Howard J; Dembny, Krystina; Trippick, Kathy; Johnson, Claire; et al.","Annals of Neurology Vol. 68, Iss. 6,  (Dec 2010): 787-796."
Quantitative analysis of maturational changes in EEG background activity in very preterm infants with a normal neurodevelopment at 1 year of age,"Niemarkt, H .J; Andriessen, P; Peters, C. H. L; Pasman, J. W; Zimmermann, L. J; et al.","Early Human Development Vol. 86, Iss. 4,  (Apr 2010): 219-224."
Dynamic links between theta executive functions and alpha storage buffers in auditory and visual working memory,"Kawasaki, Masahiro; Kitajo, Keiichi; Yamaguchi, Yoko.","European Journal of Neuroscience Vol. 31, Iss. 9,  (May 2010): 1683-1689."
Neuronal networks in children with continuous spikes and waves during slow sleep,"Siniatchkin, Michael; Groening, Kristina; Moehring, Jan; Moeller, Friederike; Boor, Rainer; et al.","Brain: A Journal of Neurology Vol. 133, Iss. 9,  (Sep 2010): 2798-2813."
Separating distinct aspects of the voluntary selection between response alternatives: N2- and P3-related BOLD responses,"Karch, Susanne; Feuerecker, Regina; Leicht, Gregor; Meindl, Thomas; Hantschk, Irmgard; et al.","NeuroImage Vol. 51, Iss. 1,  (May 15, 2010): 356-364."
Reliability of long-interval cortical inhibition in healthy human subjects: A TMS–EEG study,"Farzan, Faranak; Barr, Mera S; Levinson, Andrea J; Chen, Robert; Wong, Willy; et al.","Journal of Neurophysiology Vol. 104, Iss. 3,  (Sep 2010): 1339-1346."
Feasibility of online seizure detection with continuous EEG monitoring in the intensive care unit,"Ponten, S. C; Ronner, H. E; Strijers, R. L. M; Visser, M. C; Peerdeman, S. M; et al.","Seizure Vol. 19, Iss. 9,  (Nov 2010): 580-586."
Drowsiness monitoring with EEG-based MEMS biosensing technologies,"Chang, Chih-Wei; Ko, Li-Wei; Lin, Fu-Chang; Su, Tung-Ping; Jung, Tzyy-Ping; et al.","GeroPsych: The Journal of Gerontopsychology and Geriatric Psychiatry Vol. 23, Iss. 2,  (Jun 2010): 107-113."
Decrease in propagation of interictal epileptiform activity after introduction of levetiracetam visualized with electric source imaging,"Larsson, Pål G; Eeg-Olofsson, Orvar; Michel, Christoph M; Seeck, Margitta; Lantz, Göran.","Brain Topography Vol. 23, Iss. 3,  (Sep 2010): 269-278."
Graded effects of regularity in language revealed by N400 indices of morphological priming,"Kielar, Aneta; Joanisse, Marc F.","Journal of Cognitive Neuroscience Vol. 22, Iss. 7,  (Jul 2010): 1373-1398."
Multifocal spatiotemporal distribution of interictal spikes in Panayiotopoulos syndrome,"Kokkinos, Vasileios; Koutroumanidis, Michalis; Tsatsou, Katerina; Koupparis, Andreas; Tsiptsios, Dimitrios; et al.","Clinical Neurophysiology Vol. 121, Iss. 6,  (Jun 2010): 859-869."
Simultaneous EEG-fMRI in Patients with Unverricht-Lundborg disease: Event-Related desynchronization/synchronization and hemodynamic response analysis,"Visani, Elisa; Minati, Ludovico; Canafoglia, Laura; Gilioli, Isabella; Salvatoni, Lucia; et al.","Computational Intelligence and Neuroscience Vol. 2010,  (2010)."
Teaching Neuro Images: Hemispheric-onset Creutzfeldt-Jakob disease with concordant MRI and EEG findings,"Yung, Billy; Moeller, Jeremy J; Bitar, Mireille; Chong, Derek.","Neurology Vol. 75, Iss. 16,  (Oct 26, 2010): e66."
Examining the neural correlates of choice behavior in a gambling task using steady state topography,"Casey, Judy; Pipingas, Andrew; Silberstein, Richard; Downey, Luke A; Johnston, Patrick J.","Journal of Neuroscience, Psychology, and Economics Vol. 3, Iss. 1,  (May 2010): 46-57."
