Title,Authors,Journal
TMS-EEG biomarkers of amnestic mild cognitive impairment due to Alzheimer’s disease: A proof-of-concept six years prospective study,"Ferreri, Florinda; Guerra, Andrea; Vollero, Luca; Ponzo, David; Määtta, Sara; et al.","Frontiers in Aging Neuroscience Vol. 13,  (Nov 22, 2021)."
Attention reinforces human corticofugal system to aid speech perception in noise,"Price, Caitlin N; Bidelman, Gavin M.","NeuroImage Vol. 235,  (Jul 15, 2021)."
Oscillatory activity and EEG phase synchrony of concurrent word segmentation and meaning-mapping in 9-year-old children,"Ramos-Escobar, Neus; Segura, Emma; Olivé, Guillem; Rodriguez-Fornells, Antoni; François, Clément.","Developmental Cognitive Neuroscience Vol. 51,  (Oct 2021)."
EEG source imaging concordance with intracranial EEG and epileptologist review in focal epilepsy,"Cox, Benjamin C; Danoun, Omar A; Lundstrom, Brian Nils; Lagerlund, Terrence D; Wong-Kisiel, Lily C; et al.","Brain Communications Vol. 3, Iss. 4,  (Nov 19, 2021)."
"Feasibility of assessing brain activity using mobile, in‐home collection of electroencephalography: Methods and analysis","Troller‐Renfree, Sonya V; Morales, Santiago; Leach, Stephanie C; Bowers, Maureen E; Debnath, Ranjan; et al.","Developmental Psychobiology Vol. 63, Iss. 6,  (Sep 2021)."
"Independent dynamics of low, intermediate, and high frequency spectral intracranial EEG activities during human memory formation","Marks, Victoria S; Saboo, Krishnakant V; Topçu, Çağdaş; Lech, Michal; Thayib, Theodore P; et al.","NeuroImage Vol. 245,  (Dec 15, 2021)."
EEG and fMRI evidence for autobiographical memory reactivation in empathy,"Meconi, Federica; Linde‐Domingo, Juan; Ferreira, Catarina S; Michelmann, Sebastian; Staresina, Bernhard; et al.","Human Brain Mapping Vol. 42, Iss. 14,  (Oct 1, 2021): 4448-4464."
EEG microstates predict concurrent fMRI dynamic functional connectivity states,"Abreu, Rodolfo; Jorge, João; Leal, Alberto; Koenig, Thomas; Figueiredo, Patrícia.","Brain Topography Vol. 34, Iss. 1,  (Jan 2021): 41-55."
Whole-brain propagating patterns in human resting-state brain activities,"Takeda, Yusuke; Hiroe, Nobuo; Yamashita, Okito.","NeuroImage Vol. 245,  (Dec 15, 2021)."
A qualitative awake EEG score for the diagnosis of continuous spike and waves during sleep (CSWS) syndrome in self-limited focal epilepsy (SFE): A case-control study,"Aeby, Alec; Santalucia, Roberto; Van Hecke, Audrey; Nebbioso, Andrea; Vermeiren, Justine; et al.","Seizure: European Journal of Epilepsy Vol. 84,  (Jan 2021): 34-39."
"Examining the effect of online advertisement cues on human responses using eye-tracking, EEG, and MRI","Yen, Chiahui; Chiang, Ming-Chang.","Behavioural Brain Research Vol. 402,  (Mar 26, 2021)."
Subconcussive changes in youth football players: Objective evidence using brain vital signs and instrumented accelerometers,"Fickling, Shaun D; Poel, Daniel N; Dorman, Jason C; D'Arcy, Ryan C. N; Munce, Thayne A.","Brain Communications Vol. 4, Iss. 2,  (Dec 15, 2021)."
EEG correlates of difficulty levels in dynamical transitions of simulated flying and mapping tasks,"Jao, Ping-Keng; Chavarriaga, Ricardo; Dell'Agnola, Fabio; Arza, Adriana; Atienza, David; et al.","IEEE Transactions on Human-Machine Systems Vol. 51, Iss. 2,  (Apr 2021): 99-108."
Learning dynamics of electrophysiological brain signals during human fear conditioning,"Sperl, Matthias F. J; Wroblewski, Adrian; Mueller, Madeleine; Straube, Benjamin; Mueller, Erik M.","NeuroImage Vol. 226,  (Feb 1, 2021)."
A novel method to simultaneously record spinal cord electrophysiology and electroencephalography signals,"Wang, Feixue; Zhang, Libo; Yue, Lupeng; Zeng, Yuxuan; Zhao, Qing; et al.","NeuroImage Vol. 232,  (May 15, 2021)."
Neural mechanisms underlying distractor inhibition on the basis of feature and/or spatial expectations,"van Moorselaar, Dirk; Daneshtalab, Nasim; Slagter, Heleen A.","Cortex: A Journal Devoted to the Study of the Nervous System and Behavior Vol. 137,  (Apr 2021): 232-250."
EEG alpha and beta band functional connectivity and network structure mark hub overload in mild cognitive impairment during memory maintenance,"Fodor, Zsuzsanna; Horváth, András; Hidasi, Zoltán; Gouw, Alida A; Stam, Cornelis J; et al.","Frontiers in Aging Neuroscience Vol. 13,  (Oct 7, 2021)."
Multivariate analysis of EEG activity indexes contingent attentional capture,"Munneke, Jaap; Fahrenfort, Johannes Jacobus; Sutterer, David; Theeuwes, Jan; Awh, Edward.","NeuroImage Vol. 226,  (Feb 1, 2021)."
Sex differences in resting EEG power in Fragile X Syndrome,"Smith, Elizabeth G; Pedapati, Ernest V; Liu, Rui; Schmitt, Lauren M; Dominick, Kelli C; et al.","Journal of Psychiatric Research Vol. 138,  (Jun 2021): 89-95."
Building an open source classifier for the neonatal EEG background: A systematic feature-based approach from expert scoring to clinical visualization,"Moghadam, Saeed Montazeri; Pinchefsky, Elana; Tse, Ilse; Marchi, Viviana; Kohonen, Jukka; et al.","Frontiers in Human Neuroscience Vol. 15,  (May 31, 2021)."
Single-session label training alters neural competition between objects and faces,"Silva, Gabriella; Rocha, Harold A; Kutlu, Ethan; Boylan, Maeve R; Scott, Lisa S; et al.","Journal of Experimental Psychology: Human Perception and Performance Vol. 47, Iss. 3,  (Mar 2021): 387-401."
Socially induced negative affective knowledge modulates early face perception but not gaze cueing of attention,"Matyjek, Magdalena; Kroczek, Bartłomiej; Senderecka, Magdalena.","Psychophysiology Vol. 58, Iss. 9,  (Sep 2021)."
Idiosyncratic use of bottom-up and top-down information leads to differences in speech perception flexibility: Converging evidence from ERPs and eye-tracking,"Kapnoula, Efthymia C; McMurray, Bob.","Brain and Language Vol. 223,  (Dec 2021)."
Non-phase-locked alpha oscillations are involved in spontaneous racial categorization of faces,"Zhang, Ting; Han, Shihui.","Neuropsychologia Vol. 160,  (Sep 17, 2021)."
Violence exposure is associated with atypical appraisal of threat among women: An EEG study,"Perizzolo Pointet, Virginie Chloé; Moser, Dominik Andrea; Vital, Marylène; Rusconi Serpa, Sandra; Todorov, Alexander; et al.","Frontiers in Psychology Vol. 11,  (Jan 12, 2021)."
Intracranial EEG evidence of functional specialization for taxonomic and thematic relations,"Thye, Melissa; Geller, Jason; Szaflarski, Jerzy P; Mirman, Daniel.","Cortex: A Journal Devoted to the Study of the Nervous System and Behavior Vol. 140,  (Jul 2021): 40-50."
Criticality creates a functional platform for network transitions between internal and external processing modes in the human brain,"Kim, Minkyung; Kim, Hyoungkyu; Huang, Zirui; Mashour, George A; Jordan, Denis; et al.","Frontiers in Systems Neuroscience Vol. 15,  (Nov 25, 2021)."
Decoding visual colour from scalp electroencephalography measurements,"Hajonides, Jasper E; Nobre, Anna C; van Ede, Freek; Stokes, Mark G.","NeuroImage Vol. 237,  (Aug 15, 2021)."
