Title,Authors,Journal
Heterogeneity of arousals in human sleep: A stereo-electroencephalographic study,"Peter-Derex, Laure; Magnin, Michel; Bastuji, Hélène.","NeuroImage Vol. 123,  (Dec 2015): 229-244."
Paroxysmal nonepileptic events in pediatric patients,"Park, Eu Gene; Lee, Jiwon; Lee, Bo Lyun; Lee, Munhyang; Lee, Jeehun.","Epilepsy & Behavior Vol. 48,  (Jul 2015): 83-87."
Pulse artifact detection in simultaneous EEG–fMRI recording based on EEG map topography,"Iannotti, Giannina R; Pittau, Francesca; Michel, Christoph M; Vulliemoz, Serge; Grouiller, Frédéric.","Brain Topography Vol. 28, Iss. 1,  (Jan 2015): 21-32."
Advanced analysis of pharmaco-EEG data in humans,"Jobert, Marc; Wilson, Frederick J.","Neuropsychobiology Vol. 72, Iss. 3-4,  (2015): 165-177."
The effect of fontanel on scalp EEG potentials in the neonate,"Gargiulo, P; Belfiore, P; Friðgeirsson, E. A; Vanhatalo, S; Ramon, C.","Clinical Neurophysiology Vol. 126, Iss. 9,  (Sep 2015): 1703-1710."
Resting-state sensorimotor rhythm (SMR) power predicts the ability to up-regulate SMR in an EEG-instrumental conditioning paradigm,"Reichert, Johanna Louise; Kober, Silvia Erika; Neuper, Christa; Wood, Guilherme.","Clinical Neurophysiology Vol. 126, Iss. 11,  (Nov 2015): 2068-2077."
Aberrant current source-density and lagged phase synchronization of neural oscillations as markers for emerging psychosis,"Ramyead, Avinash; Kometer, Michael; Studerus, Erich; Koranyi, Susan; Ittig, Sarah; et al.","Schizophrenia Bulletin Vol. 41, Iss. 4,  (Jul 2015): 919-929."
Discovering frequency sensitive thalamic nuclei from EEG microstate informed resting state fMRI,"Schwab, Simon; Koenig, Thomas; Morishima, Yosuke; Dierks, Thomas; Federspiel, Andrea; et al.","NeuroImage Vol. 118,  (Sep 2015): 368-375."
Effect of EEG electrode number on epileptic source localization in pediatric patients,"Sohrabpour, Abbas; Lu, Yunfeng; Kankirawatana, Pongkiat; Blount, Jeffrey; Kim, Hyunmi; et al.","Clinical Neurophysiology Vol. 126, Iss. 3,  (Mar 2015): 472-480."
System level spatial-frequency EEG changes coincident with a 90-day cognitive-behavioral therapy program for couples in relationship distress,"DuRousseau, Donald R; Beeton, Theresa A.","Brain Imaging and Behavior Vol. 9, Iss. 3,  (Sep 2015): 597-608."
Forehead EEG electrode set versus full-head scalp EEG in 100 patients with altered mental state,"Muraja-Murro, Anu; Mervaala, Esa; Westeren-Punnonen, Susanna; Lepola, Pasi; Töyräs, Juha; et al.","Epilepsy & Behavior Vol. 49,  (Aug 2015): 245-249."
Learning a common dictionary for subject-transfer decoding with resting calibration,"Morioka, Hiroshi; Kanemura, Atsunori; Hirayama, Jun-ichiro; Shikauchi, Manabu; Ogawa, Takeshi; et al.","NeuroImage Vol. 111,  (May 1, 2015): 167-178."
Correlations between brainstem monoaminergic neuron activity and the spectral power of EEG rhythms in conscious cats,"Kulichenko, A. M; Dyagileva (Fokina), Yu. O; Kolotilova, O. I; Pavlenko, V. B.","Neuroscience and Behavioral Physiology Vol. 45, Iss. 1,  (Jan 2015): 84-90."
Interictal spiking in adult newly-diagnosed focal epilepsy of unknown cause: The effect of age,"Arbasino, Carla; Calorio, Federica; d'Orsi, Giuseppe; Marchioni, Enrico; Tartara, Elena; et al.","Clinical Neurophysiology Vol. 126, Iss. 8,  (Aug 2015): 1498-1504."
EEG predictors of outcome in patients with disorders of consciousness admitted for intensive rehabilitation,"Bagnato, Sergio; Boccagni, Cristina; Sant'Angelo, Antonino; Prestandrea, Caterina; Mazzilli, Roberta; et al.","Clinical Neurophysiology Vol. 126, Iss. 5,  (May 2015): 959-966."
Occipital sources of resting-state alpha rhythms are related to local gray matter density in subjects with amnesic mild cognitive impairment and Alzheimer's disease,"Babiloni, Claudio; Del Percio, Claudio; Boccardi, Marina; Lizio, Roberta; Lopez, Susanna; et al.","Neurobiology of Aging Vol. 36, Iss. 2,  (Feb 2015): 556-570."
Responses of monkey prefrontal neurons during the execution of transverse patterning,"Nejime, Masafumi; Inoue, Masato; Saruwatari, Masanori; Mikami, Akichika; Nakamura, Katsuki; et al.","Behavioural Brain Research Vol. 278,  (Feb 1, 2015): 293-302."
MRI with and without a high-density EEG cap—What makes the difference?,"Klein, Carina; Hänggi, Jürgen; Luechinger, Roger; Jäncke, Lutz.","NeuroImage Vol. 106,  (Feb 1, 2015): 189-197."
On utilizing uncertainty information in template-based EEG-fMRI ballistocardiogram artifact removal,"Schulz, Marc‐Andre; Regenbogen, Christina; Moessnang, Carolin; Neuner, Irene; Finkelmeyer, Andreas; et al.","Psychophysiology Vol. 52, Iss. 6,  (Jun 2015): 857-863."
EEG duration: The long and the short of it,"Miskin, Chandrabhaga; Carvalho, Karen S; Valencia, Ignacio; Legido, Agustin; Khurana, Divya S.","Journal of Child Neurology Vol. 30, Iss. 13,  (Nov 2015): 1767-1769."
Differential cerebral response to somatosensory stimulation of an acupuncture point vs. two non-acupuncture points measured with EEG and fMRI,"Nierhaus, Till; Pach, Daniel; Huang, Wenjing; Long, Xiangyu; Napadow, Vitaly; et al.","Frontiers in Human Neuroscience Vol. 9,  (Feb 13, 2015)."
Tracking slow modulations in synaptic gain using dynamic causal modelling: Validation in epilepsy,"Papadopoulou, Margarita; Leite, Marco; van Mierlo, Pieter; Vonck, Kristl; Lemieux, Louis; et al.","NeuroImage Vol. 107,  (Feb 15, 2015): 117-126."
Reorganization of system brain activity while understanding visually presented texts with the increasing completeness of information,"Tkacheva, L. O; Gorbunov, I. A; Nasledov, A. D.","Human Physiology Vol. 41, Iss. 1,  (Jan 2015): 11-21."
Prediction of rhythmic and periodic EEG patterns and seizures on continuous EEG with early epileptiform discharges,"Koren, J; Herta, J; Draschtak, S; Pötzl, G; Pirker, S; et al.","Epilepsy & Behavior Vol. 49,  (Aug 2015): 286-289."
A matter of time: The influence of recording context on EEG spectral power in adolescents and young adults with ADHD,"Kitsune, Glenn L; Cheung, Celeste H. M; Brandeis, Daniel; Banaschewski, Tobias; Asherson, Philip; et al.","Brain Topography Vol. 28, Iss. 4,  (Jul 2015): 580-590."
Dynamic reorganization of functional brain networks during picture naming,"Hassan, Mahmoud; Benquet, Pascal; Biraben, Arnaud; Berrou, Claude; Dufor, Olivier; et al.","Cortex: A Journal Devoted to the Study of the Nervous System and Behavior Vol. 73,  (Dec 2015): 276-288."
Prestimulus EEG alpha oscillations modulate task-related fMRI BOLD responses to auditory stimuli,"Walz, Jennifer M; Goldman, Robin I; Carapezza, Michael; Muraskin, Jordan; Brown, Truman R; et al.","NeuroImage Vol. 113,  (Jun 2015): 153-163."
BOLD responses related to focal spikes and widespread bilateral synchronous discharges generated in the frontal lobe,"An, Dongmei; Dubeau, François; Gotman, Jean.","Epilepsia Vol. 56, Iss. 3,  (Mar 2015): 366-374."
Using EEG to predict consumers’ future choices,"Telpaz, Ariel; Webb, Ryan; Levy, Dino J.","Journal of Marketing Research Vol. 52, Iss. 4,  (Aug 2015): 511-529."
