Title,Authors,Journal
Default mode network connections supporting intra-individual variability in typically developing primary school children: An EEG study,"Privodnova, Evgeniya Yu; Slobodskaya, Helena R; Bocharov, Andrey V; Saprigyn, Alexander E; Knyazev, Gennady G.","Neuropsychology Vol. 34, Iss. 7,  (Oct 2020): 811-823."
Sources of the electrical activity of brain areas involving in imaginary movements,"Kerechanin, Ya. V; Husek, D; Bobrov, P. D; Fedotova, I. R; Frolov, A. A.","Neuroscience and Behavioral Physiology Vol. 50, Iss. 7,  (Sep 2020): 845-855."
"Functional connectivity of EEG is subject-specific, associated with phenotype, and different from fMRI","Nentwich, Maximilian; Ai, Lei; Madsen, Jens; Telesford, Qawi K; Haufe, Stefan; et al.","NeuroImage Vol. 218,  (Sep 2020)."
Loss of frontal regulator of vigilance during sleep inertia: A simultaneous EEG-fMRI study,"Chen, Xinyuan; Hsu, Ching‐Fen; Xu, Dan; Yu, Jing; Lei, Xu.","Human Brain Mapping Vol. 41, Iss. 15,  (Oct 15, 2020): 4288-4298."
Application of referencing techniques in EEG-based recordings of contact heat evoked potentials (CHEPS),"Anders, Malte; Anders, Björn; Kreuzer, Matthias; Zinn, Sebastian; Walter, Carmen.","Frontiers in Human Neuroscience Vol. 14,  (Dec 2, 2020)."
Alertness fluctuations when performing a task modulate cortical evoked responses to transcranial magnetic stimulation,"Noreika, Valdas; Kamke, Marc R; Canales-Johnson, Andrés; Chennu, Srivas; Bekinschtein, Tristan A; et al.","NeuroImage Vol. 223,  (Dec 2020)."
Spatiotemporal integrity and spontaneous nonlinear dynamic properties of the salience network revealed by human intracranial electrophysiology: A multicohort replication,"Das, Anup; Menon, Vinod.","Cerebral Cortex Vol. 30, Iss. 10,  (Oct 2020): 5309-5321."
Planning for language production: The electrophysiological signature of attention to the cue to speak,"Jongman, Suzanne R; Piai, Vitória; Meyer, Antje S.","Language, Cognition and Neuroscience Vol. 35, Iss. 7,  (Sep 2020): 915-932."
Diminished large-scale functional brain networks in absolute pitch during the perception of naturalistic music and audiobooks,"Brauchli, Christian; Leipold, Simon; Jäncke, Lutz.","NeuroImage Vol. 216,  (Aug 1, 2020)."
Me first: Neural representations of fairness during three-party interactions,"Yoder, Keith J; Decety, Jean.","Neuropsychologia Vol. 147,  (Oct 2020)."
Disrupted neural synchrony mediates the relationship between white matter integrity and cognitive performance in older adults,"Hinault, T; Kraut, M; Bakker, A; Dagher, A; Courtney, S. M.","Cerebral Cortex Vol. 30, Iss. 10,  (Oct 2020): 5570-5582."
Default mode network connections supporting intra-individual variability in typically developing primary school children: An EEG study,"Privodnova, Evgeniya Yu; Slobodskaya, Helena R; Bocharov, Andrey V; Saprigyn, Alexander E; Knyazev, Gennady G.","Neuropsychology Vol. 34, Iss. 7,  (Oct 2020): 811-823. [Duplicate]"
Neural correlates of voice perception in newborns and the influence of preterm birth,"Adam-Darque, Alexandra; Pittet, Marie P; Grouiller, Frédéric; Rihs, Tonia A; Leuchter, Russia Ha-Vinh; et al.","Cerebral Cortex Vol. 30, Iss. 11,  (Nov 2020): 5717-5730."
"Brain waves: Emergence of localized, persistent, weakly evanescent cortical loops","Galinsky, Vitaly L; Frank, Lawrence R.","Journal of Cognitive Neuroscience Vol. 32, Iss. 11,  (Nov 2020): 2178-2202."
Spectrally resolved EEG intersubject correlation reveals distinct cortical oscillatory patterns during free‐viewing of affective scenes,"Maffei, Antonio.","Psychophysiology Vol. 57, Iss. 11,  (Nov 2020)."
High phase synchronization in alpha band activity in older subjects with high creativity,"Nobukawa, Sou; Yamanishi, Teruya; Ueno, Kanji; Mizukami, Kimiko; Nishimura, Haruhiko; et al.","Frontiers in Human Neuroscience Vol. 14,  (Oct 22, 2020)."
Longitudinal correspondence of epilepsy and scalp EEG fast (40–200 Hz) oscillations in pediatric patients with tuberous sclerosis complex,"Tsuchiya, Hiroki; Endoh, Fumika; Akiyama, Tomoyuki; Matsuhashi, Masao; Kobayashi, Katsuhiro.","Brain & Development Vol. 42, Iss. 9,  (Oct 2020): 663-674."
Concurrent EEG- and fMRI-derived functional connectomes exhibit linked dynamics,"Wirsich, Jonathan; Giraud, Anne-Lise; Sadaghiani, Sepideh.","NeuroImage Vol. 219,  (Oct 1, 2020)."
Predictive regression modeling with MEG/EEG: From source power to signals and cognitive states,"Sabbagh, David; Ablin, Pierre; Varoquaux, Gaël; Gramfort, Alexandre; Engemann, Denis A.","NeuroImage Vol. 222,  (Nov 15, 2020)."
Cardiac cycle gated cognitive-emotional control in superior frontal cortices,"Adelhöfer, Nico; Schreiter, Marie Luise; Beste, Christian.","NeuroImage Vol. 222,  (Nov 15, 2020)."
Deep phenotyping of attention impairments and the ‘Inattention Biotype’ in Major Depressive Disorder,"Keller, Arielle S; Ball, Tali M; Williams, Leanne M.","Psychological Medicine Vol. 50, Iss. 13,  (Oct 2020): 2203-2212."
Joint analysis of frontal theta synchrony and white matter following mild traumatic brain injury,"Cavanagh, James F; Rieger, Rebecca E; Wilson, J. Kevin; Gill, Darbi; Fullerton, Lynne; et al.","Brain Imaging and Behavior Vol. 14, Iss. 6,  (Dec 2020): 2210-2223."
The influence of different EEG references on scalp EEG functional network analysis during hand movement tasks,"Zhang, Lipeng; Wang, Peng; Zhang, Rui; Chen, Mingming; Shi, Li; et al.","Frontiers in Human Neuroscience Vol. 14,  (Sep 2, 2020)."
Localization of brain networks engaged by the sustained attention to response task provides quantitative markers of executive impairment in amyotrophic lateral sclerosis,"McMackin, Roisin; Dukic, Stefan; Costello, Emmet; Pinto-Grau, Marta; Fasano, Antonio; et al.","Cerebral Cortex Vol. 30, Iss. 9,  (Sep 2020): 4834-4846."
Rapid eye movement sleep sawtooth waves are associated with widespread cortical activations,"Frauscher, Birgit; von Ellenrieder, Nicolás; Dolezalova, Irena; Bouhadoun, Sarah; Gotman, Jean; et al.","The Journal of Neuroscience Vol. 40, Iss. 46,  (Nov 11, 2020): 8900-8912."
A brief demonstration of frontostriatal connectivity in OCD patients with intracranial electrodes,"Smith, Ezra E; Schüller, Thomas; Huys, Daniel; Baldermann, Juan Carlos; Andrade, Pablo; et al.","NeuroImage Vol. 220,  (Oct 15, 2020)."
Baseline neuropsychological characteristics in patients with epilepsy with left temporal lobe encephaloceles compared with left mesial temporal sclerosis,"Samudra, Niyatee; Jacobs, Monica; Aulino, Joseph M; Abou-Khalil, Bassel.","Epilepsy & Behavior Vol. 112,  (Nov 2020)."
EEG assessment in a 2-year-old child with prolonged disorders of consciousness: 3 Years’ follow-up,"Xu, Gang; Sheng, Qianqian; Xin, Qinggang; Song, Yanxin; Zhang, Gaoyan; et al.","Computational Intelligence and Neuroscience Vol. 2020,  (Nov 27, 2020)."
Resting EEG in alpha band predicts individual differences in visual size perception,"Chen, Lihong; Wu, Baoyu; Qiao, Congying; Liu, Dong-Qiang.","Brain and Cognition Vol. 145,  (Nov 2020)."
Connectome spectral analysis to track EEG task dynamics on a subsecond scale,"Glomb, Katharina; Rué Queralt, Joan; Pascucci, David; Defferrard, Michaël; Tourbier, Sébastien; et al.","NeuroImage Vol. 221,  (Nov 1, 2020)."
Environmental factors shape sleep EEG connectivity during early adolescence,"Markovic, Andjela; Kaess, Michael; Tarokh, Leila.","Cerebral Cortex Vol. 30, Iss. 11,  (Nov 2020): 5780-5791."
Signal-space projection suppresses the tACS artifact in EEG recordings,"Vosskuhl, Johannes; Mutanen, Tuomas P; Neuling, Toralf; Ilmoniemi, Risto J; Herrmann, Christoph S.","Frontiers in Human Neuroscience Vol. 14,  (Dec 18, 2020)."
Connectivity dynamics from wakefulness to sleep,"Damaraju, Eswar; Tagliazucchi, Enzo; Laufs, Helmut; Calhoun, Vince D.","NeuroImage Vol. 220,  (Oct 15, 2020)."
Lateralized memory circuit dropout in Alzheimer’s disease patients,"Tyrer, Ashley; Gilbert, Jessica R; Adams, Sarah; Stiles, Alexandra B; Bankole, Azziza O; et al.","Brain Communications Vol. 2, Iss. 2,  (Dec 10, 2020)."
Progesterone modulates theta oscillations in the frontal‐parietal network,"Riddle, Justin; Ahn, Sangtae; McPherson, Trevor; Girdler, Susan; Frohlich, Flavio.","Psychophysiology Vol. 57, Iss. 10,  (Oct 2020)."
Localization of deep brain activity with scalp and subdural EEG,"Fahimi Hnazaee, Mansoureh; Wittevrongel, Benjamin; Khachatryan, Elvira; Libert, Arno; Carrette, Evelien; et al.","NeuroImage Vol. 223,  (Dec 2020)."
Cognitive impairment and diminished neural responses constitute a biomarker signature of negative symptoms in psychosis,"Hudgens-Haney, Matthew E; Clementz, Brett A; Ivleva, Elena I; Keshavan, Matcheri S; Pearlson, Godfrey D; et al.","Schizophrenia Bulletin Vol. 46, Iss. 5,  (Sep 2020): 1269-1281."
Detection of epileptic activity in presumably normal EEG,"Baldini, Sara; Pittau, Francesca; Birot, Gwenael; Rochas, Vincent; Tomescu, Miralena I; et al.","Brain Communications Vol. 2, Iss. 2,  (Sep 23, 2020)."
Interoceptive cardiac expectations to emotional stimuli predict visual perception,"Marshall, Amanda C; Gentsch, Antje; Schütz-Bosbach, Simone.","Emotion Vol. 20, Iss. 7,  (Oct 2020): 1113-1126."
Probing the causal involvement of dlPFC in directed forgetting using rTMS—A replication study,"Stauch, Benjamin J; Braun, Verena; Hanslmayr, Simon.","PLoS ONE Vol. 15, Iss. 8,  (Aug 12, 2020)."
Inter-subject variability of skull conductivity and thickness in calibrated realistic head models,"Antonakakis, Marios; Schrader, Sophie; Aydin, Ümit; Khan, Asad; Gross, Joachim; et al.","NeuroImage Vol. 223,  (Dec 2020)."
High working memory load impairs selective attention: EEG signatures,"Wei, Hua; Zhou, Renlai.","Psychophysiology Vol. 57, Iss. 11,  (Nov 2020)."
Strong health messages increase audience brain coupling,"Imhof, Martin A; Schmälzle, Ralf; Renner, Britta; Schupp, Harald T.","NeuroImage Vol. 216,  (Aug 1, 2020)."
The effect of movie-watching on electroencephalographic responses to tactile stimulation,"Espenhahn, Svenja; Yan, Tingting; Beltrano, Winnica; Kaur, Sakshi; Godfrey, Kate; et al.","NeuroImage Vol. 220,  (Oct 15, 2020)."
