Title,Authors,Journal
Electroencephalographic registration of low concentrations of isoamyl acetate,"Kline, John P; Schwartz, Gary E; Dikman, Ziya V; Bell, Iris R.","Consciousness and Cognition: An International Journal Vol. 9, Iss. 1,  (Mar 2000): 50-65."
A closed-loop system for examining psychophysiological measures for adaptive task allocation,"Prinzel, Lawrence J; Freeman, Frederick G; Scerbo, Mark W; Mikulka, Peter J; Pope, Alan T.","The International Journal of Aviation Psychology Vol. 10, Iss. 4,  (2000): 393-410."
"Slow (0.7-2 Hz) and fast (2-4 Hz) delta components are differently correlated to theta, alpha and beta frequency bands during NREM sleep","Benoit, Odile; Daurat, Agnès; Prado, Jacques.","Clinical Neurophysiology Vol. 111, Iss. 12,  (Dec 2000): 2103-2106."
Lorazepam and the sleep EEG's microstructure: A novel approach to quantitative pharmaco-EEG investigations,"Röschke, J; Kögel, Pia; Grözinger, Michael.","German Journal of Psychiatry Vol. 3, Iss. 3,  (2000): 13-18."
EEG characteristics prior to and following the evoked K-Complex,"Bastien, Célyne H; Ladouceur, Cécile; Campbell, Kenneth B.","Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale Vol. 54, Iss. 4,  (Dec 2000): 255-265."
Awareness during drowsiness: Dynamics and electrophysiological correlates,"Makeig, Scott; Jung, Tzyy-Ping; Sejnowski, Terrence J.","Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale Vol. 54, Iss. 4,  (Dec 2000): 266-273."
The impact of prestimulus EEG frequency on auditory evoked potentials during sleep onset,"Colrain, Ian M; Di Parsia, Patricia; Gora, John.","Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale Vol. 54, Iss. 4,  (Dec 2000): 243-254."
The rat as an experimental model for sleep neurophysiology,"Datta, Subimal; Hobson, J. Allan.","Behavioral Neuroscience Vol. 114, Iss. 6,  (Dec 2000): 1239-1244."
EEG analysis of children while concentrating on tasks—Part II,"Kawano, Kimiko; Yamamoto, Mikio; Hirasawa, Masahiko; Kokubo, Hideyuki; Kokado, Tomoko; et al.","Journal of International Society of Life Information Science Vol. 18, Iss. 1,  (Mar 2000): 121-123."
Sound effect of a music box on EEG,"Ueda, Yoshihiro; Kashiba, Hitoshi; Ishii, Masaaki; Yanagida, Toshio; Kitamura, Yuri; et al.","Journal of International Society of Life Information Science Vol. 18, Iss. 1,  (Mar 2000): 269-272."
A comparison of the effects of clozapine and olanzapine on the EEG of patients with schizophrenia,"Schuld, A; Kühn, M; Haack, M; Kraus, T; Hinze-Selch, D; et al.","Pharmacopsychiatry Vol. 33, Iss. 3,  (May 2000): 109-111."
Clinical and biological concomitants of resting state EEG power abnormalities in schizophrenia,"Sponheim, Scott R; Clementz, Brett A; Iacono, William G; Beiser, Morton.","Biological Psychiatry Vol. 48, Iss. 11,  (Dec 2000): 1088-1097."
Reversal-rate dependent differences in the EEG gamma-band during multistable visual perception,"Strüber, Daniel; Basar-Eroglu, Canan; Hoff, Edwin; Stadler, Michael.","International Journal of Psychophysiology Vol. 38, Iss. 3,  (Dec 2000): 243-252."
