Title,Authors,Journal
"EEG power, frequency, asymmetry and coherence in male depression","Knott, Verner; Mahoney, Colleen; Kennedy, Sidney; Evans, Kenneth.","Psychiatry Research: Neuroimaging Vol. 106, Iss. 2,  (Apr 2001): 123-140."
Seasonal affective disorder: Spatial organization of EEG power and coherence in the depressive state and in light-induced and summer remission,"Passynkova, Natalia R; Volf, Nina V.","Psychiatry Research: Neuroimaging Vol. 108, Iss. 3,  (Dec 2001): 169-185."
Manipulation of frontal EEG asymmetry through biofeedback alters self-reported emotional responses and facial EMG,"Allen, John J. B; Harmon-Jones, Eddie; Cavender, James H.","Psychophysiology Vol. 38, Iss. 4,  (Jul 2001): 685-693."
Effects of age and parental history of alcoholism on EEG findings in mission Indian children and adolescents,"Ehlers, Cindy L; Wall, Tamara L; Garcia-Andrade, Consuelo; Phillips, Evelyn.","Alcoholism: Clinical and Experimental Research Vol. 25, Iss. 5,  (May 2001): 672-679."
"Theta bursts, closed head injury, and partial seizure-like symptoms: A retrospective study","Roberts, Richard J; Franzen, Kris; Varney, Nils R.","Applied Neuropsychology Vol. 8, Iss. 3,  (Sep 2001): 140-147."
Sferics provoke changes in EEG power,"Schienle, A; Stark, R; Vaitl, D.","International Journal of Neuroscience Vol. 107, Iss. 1-2,  (Mar 2001): 87-102."
Quantitative characteristics of alpha and theta EEG activities during sensory deprivation,"Iwata, Kazuki; Nakao, Mitsuyuki; Yamamoto, Mitsuaki; Kimura, Masayuki.","Psychiatry and Clinical Neurosciences Vol. 55, Iss. 3,  (Jun 2001): 191-192."
Treatment of fibromyalgia incorporating EEG-driven stimulation: A clinical outcomes study,"Mueller, Horst H; Donaldson, C. C. Stuart; Nelson, David V; Layman, Mellisa.","Journal of Clinical Psychology Vol. 57, Iss. 7,  (Jul 2001): 933-952."
EEG asymmetry: Relationship to mood and risk for alcoholism in Mission Indian youth,"Ehlers, Cindy L; Wall, Tamara L; Garcia-Andrade, Consuelo; Phillips, Evelyn.","Biological Psychiatry Vol. 50, Iss. 2,  (Jul 2001): 129-136."
Broad band spectral measurements of EEG during emotional tasks,"Marosi, Erzsébet; Rodríguez, Hector; Yãnez, Guillermina; Bernal, Jorge; Rodríguez, Mario; et al.","International Journal of Neuroscience Vol. 108, Iss. 3-4,  (Jun 2001): 251-279."
Differential sensitivity to the wake-promoting actions of norepinephrine within the medial preoptic area and the substantia innominata,"Berridge, Craig W; O'Neill, John.","Behavioral Neuroscience Vol. 115, Iss. 1,  (Feb 2001): 165-174."
EEG criteria predictive of complicated evolution in idiopathic rolandic epilepsy,"Massa, R; de Saint-Martin, A; Carcangiu, R; Rudolf, G; Seegmuller, C; et al.","Neurology Vol. 57, Iss. 6,  (Sep 2001): 1071-1079."
