Title,Authors,Journal
Exploratory study of the effect of binaural beat stimulation on the EEG activity pattern in resting state using artificial neural networks,"da Silva Junior, Maurício; de Freitas, Rafaela Covello; dos Santos, Wellington Pinheiro; da Silva, Washington Wagner Azevedo; Rodrigues, Marcelo Cairrão Araújo; et al.","Cognitive Systems Research Vol. 54,  (May 2019): 1-20."
Clinical and electroencephalographic correlates of psychiatric features in children with frontal lobe epilepsy,"Ticci, Chiara; Luongo, Teresa; Valvo, Giulia; Ferrari, Anna Rita; Brovedani, Paola; et al.","Epilepsy & Behavior Vol. 92,  (Mar 2019): 283-289."
Machine‐learning‐derived sleep–wake staging from around‐the‐ear electroencephalogram outperforms manual scoring and actigraphy,"Mikkelsen, Kaare B; Ebajemito, James K; Bonmati‐Carrion, Maria A; Santhi, Nayantara; Revell, Victoria L; et al.","Journal of Sleep Research Vol. 28, Iss. 2,  (Apr 2019): 1-13."
Electroencephalography in primary progressive aphasia and apraxia of speech,"Utianski, Rene L; Caviness, John N; Worrell, Gregory A; Duffy, Joseph R; Clark, Heather M; et al.","Aphasiology Vol. 33, Iss. 11,  (Nov 2019): 1410-1417."
BOLD mapping of human epileptic spikes recorded during simultaneous intracranial EEG-fMRI: The impact of automated spike classification,"Sharma, Niraj K; Pedreira, Carlos; Chaudhary, Umair J; Centeno, Maria; Carmichael, David W; et al.","NeuroImage Vol. 184,  (Jan 1, 2019): 981-992."
Atypical EEG in autism spectrum disorder: Comparing a dimensional and a categorical approach,"Milne, Elizabeth; Gomez, Rosanna; Giannadou, Aikaterini; Jones, Myles.","Journal of Abnormal Psychology Vol. 128, Iss. 5,  (Jul 2019): 442-452."
Exploration of event-related dynamics of brain oscillations in ice hockey shooting,"Christie, Sommer; Werthner, Penny; Bertollo, Maurizio.","Sport, Exercise, and Performance Psychology Vol. 8, Iss. 1,  (Feb 2019): 38-52."
Theta resting EEG in the right TPJ is associated with individual differences in implicit intergroup bias,"Schiller, Bastian; Gianotti, Lorena R. R; Baumgartner, Thomas; Knoch, Daria.","Social Cognitive and Affective Neuroscience Vol. 14, Iss. 3,  (Mar 2019): 281-289."
Anticipatory alpha oscillation predicts attentional selection and hemodynamic response,"Zhao, Chenguang; Guo, Jialiang; Li, Dongwei; Tao, Ye; Ding, Yulong; et al.","Human Brain Mapping Vol. 40, Iss. 12,  (Aug 15, 2019): 3606-3619."
Mathematical mindsets increase student motivation: Evidence from the EEG,"Daly, Ian; Bourgaize, Jake; Vernitski, Alexei.","Trends in Neuroscience and Education Vol. 15,  (Jun 2019): 18-28."
Altered dynamic electroencephalography connectome phase-space features of emotion regulation in social anxiety,"Xing, Mengqi; Lee, Hyekyoung; Morrissey, Zachery; Chung, Moo K; Phan, K. Luan; et al.","NeuroImage Vol. 186,  (Feb 1, 2019): 338-349."
Human amygdala response to unisensory and multisensory emotion input: No evidence for superadditivity from intracranial recordings,"Domínguez-Borràs, Judith; Guex, Raphaël; Méndez-Bértolo, Constantino; Legendre, Guillaume; Spinelli, Laurent; et al.","Neuropsychologia Vol. 131,  (Aug 2019): 9-24."
Exploring the relative efficacy of motion artefact correction techniques for EEG data acquired during simultaneous fMRI,"Daniel, Alexander J; Smith, James A; Spencer, Glyn S; Jorge, João; Bowtell, Richard; et al.","Human Brain Mapping Vol. 40, Iss. 2,  (Feb 1, 2019): 578-596."
Consumers’ implicit motivation of purchasing luxury brands: An EEG study,"Zhang, Wuke; Jin, Jia; Wang, Ailian; Ma, Qingguo; Yu, Haihong.","Psychology Research and Behavior Management Vol. 12,  (Sep 25, 2019)."
Individual differences in math ability determine neurocognitive processing of arithmetic complexity: A combined fNIRS-EEG study,"Artemenko, Christina; Soltanlou, Mojtaba; Bieck, Silke M; Ehlis, Ann-Christine; Dresler, Thomas; et al.","Frontiers in Human Neuroscience Vol. 13,  (Jul 3, 2019)."
Electrophysiological phenotype in Angelman syndrome differs between genotypes,"Frohlich, Joel; Miller, Meghan T; Bird, Lynne M; Garces, Pilar; Purtell, Hannah; et al.","Biological Psychiatry Vol. 85, Iss. 9,  (May 1, 2019): 752-759."
Altered individual behavioral and EEG parameters are related to the EDSS score in relapsing-remitting multiple sclerosis patients,"Vázquez-Marrufo, Manuel; Galvao-Carmona, Alejandro; Caballero-Díaz, Rocio; Borges, Monica; Paramo, Maria Dolores; et al.","PLoS ONE Vol. 14, Iss. 7,  (Jul 15, 2019)."
Electroencephalographic and epilepsy findings in mecp2 duplication syndrome. A family study,"Lotti, Federica; Geronzi, Ursula; Grosso, Salvatore.","Brain & Development Vol. 41, Iss. 5,  (May 2019): 456-459."
Investigating the influence of distance between cars on the driver psychophysiology during braking using EEG: A case study on driving in Indonesia,"Sugiono, Sugiono; Widhayanuriyawan, Denny; Andriani, Debrina P; Prasetya, Renaldi P.","Acta Neuropsychologica Vol. 17, Iss. 3,  (2019): 329-339."
The paradox of rapid eye movement sleep in the light of oscillatory activity and cortical synchronization during phasic and tonic microstates,"Simor, Péter; van Der Wijk, Gwen; Gombos, Ferenc; Kovács, Ilona.","NeuroImage Vol. 202,  (Nov 15, 2019)."
Functional MRI and EEG index complementary attentional modulations,"Itthipuripat, Sirawaj; Sprague, Thomas C; Serences, John T.","The Journal of Neuroscience Vol. 39, Iss. 31,  (Jul 31, 2019): 6162-6179."
Classical conditioning in oddball paradigm: A comparison between aversive and name conditioning,"Pavlov, Yuri G; Kotchoubey, Boris.","Psychophysiology Vol. 56, Iss. 7,  (Jul 2019): 1-12."
Differential patterns of visual sensory alteration underlying face emotion recognition impairment and motion perception deficits in schizophrenia and autism spectrum disorder,"Martínez, Antígona; Tobe, Russell; Dias, Elisa C; Ardekani, Babak A; Veenstra-VanderWeele, Jeremy; et al.","Biological Psychiatry Vol. 86, Iss. 7,  (Oct 1, 2019): 557-567."
Identifying stable patterns over time for emotion recognition from EEG,"Zheng, Wei-Long; Zhu, Jia-Yi; Lu, Bao-Liang.","IEEE Transactions on Affective Computing Vol. 10, Iss. 3,  (Jul 2019 - Sep 2019): 417-429."
"SEEG-guided radiofrequency thermocoagulation of epileptic foci in the paediatric population: Feasibility, safety and efficacy","Chipaux, Mathilde; Taussig, Delphine; Dorfmuller, Georg; Dorison, Nathalie; Tisdall, Martin M; et al.","Seizure Vol. 70,  (Aug 2019): 63-70."
The functional role of beta‐oscillations in the supplementary motor area during reaching and grasping after stroke: A question of structural damage to the corticospinal tract,"Quandt, Fanny; Bönstrup, Marlene; Schulz, Robert; Timmermann, Jan E; Mund, Maike; et al.","Human Brain Mapping Vol. 40, Iss. 10,  (Jul 2019): 3091-3101."
Evaluation of self-generated behavior: Untangling metacognitive readout and error detection,"Kononowicz, Tadeusz W; van Wassenhove, Virginie.","Journal of Cognitive Neuroscience Vol. 31, Iss. 11,  (Nov 2019): 1641-1657."
The peripheral preview effect with faces: Combined EEG and eye-tracking suggests multiple stages of trans-saccadic predictive and non-predictive processing,"Huber-Huber, Christoph; Buonocore, Antimo; Dimigen, Olaf; Hickey, Clayton; Melcher, David.","NeuroImage Vol. 200,  (Oct 15, 2019): 344-362."
Preparing for hard times: Scalp and intracranial physiological signatures of proactive cognitive control,"De Loof, Esther; Vassena, Eliana; Janssens, Clio; De Taeye, Leen; Meurs, Alfred; et al.","Psychophysiology Vol. 56, Iss. 10,  (Oct 2019)."
Oscillatory gamma activity mediates the pathway from socioeconomic status to language acquisition in infancy,"Cantiani, Chiara; Piazza, Caterina; Mornati, Giulia; Molteni, Massimo; Riva, Valentina.","Infant Behavior & Development Vol. 57,  (Nov 2019)."
Diurnal changes in human brain glutamate + glutamine levels in the course of development and their relationship to sleep,"Volk, Carina; Jaramillo, Valeria; Studler, Mirjam; Furrer, Melanie; O'Gorman Tuura, Ruth L; et al.","NeuroImage Vol. 196,  (Aug 1, 2019): 269-275."
Spatio–temporal patterns of cognitive control revealed with simultaneous electroencephalography and functional magnetic resonance imaging,"Hinault, Thomas; Larcher, Kevin; Zazubovits, Natalja; Gotman, Jean; Dagher, Alain.","Human Brain Mapping Vol. 40, Iss. 1,  (Jan 2019): 80-97."
